qty_waste,timestamp,plant_id,depot_id,route_id,qty_waste,qty_waste,temperature_at_check,handling_condition,batch_id,shift,notes,soft_white,high_energy_brown,whole_grain_loaf,low_gi_seed_loaf
WST_309069,2025-04-11 10:15:24,Shepperton_Plant,Chinhoyi,RT_CHI_01,87,Expired Waste,29.3,Rough handling,BATCH_22253,Afternoon,Expired before sale,120,0,0,0
WST_309070,2025-05-09 16:16:49,Shepperton_Plant,Harare,RT_HAR_03,162,Damaged,22.2,Good,BATCH_20637,Night,Routine waste inspection,0,23,12,0
WST_309071,2025-02-28 11:38:47,Shepperton_Plant,Chinhoyi,RT_CHI_02,69,Expired Waste,18.6,Good,BATCH_12595,Night,Expired before sale,0,27,0,28
WST_309072,2025-07-02 17:30:03,Shepperton_Plant,Murehwa,RT_MUR_01,111,Quality Failure,23.4,Delayed offloading,BATCH_23248,Morning,Issue due to delayed offloading,0,0,99,0
WST_309073,2025-05-03 10:20:23,Shepperton_Plant,Chinhoyi,RT_CHI_01,63,Damaged,24.0,Overloaded crates,BATCH_27394,Morning,Issue due to overloaded crates,0,0,0,282
WST_309074,2025-06-16 06:53:24,Shepperton_Plant,Murehwa,RT_MUR_01,128,Damaged,30.3,Poor stacking,,Morning,Issue due to poor stacking,0,61,0,0
WST_309075,2025-04-02 02:16:19,Shepperton_Plant,Hatcliff,RT_HAT_01,46,Expired Waste,24.6,Poor stacking,BATCH_23281,Afternoon,Expired before sale,0,0,123,112
WST_309076,2025-07-20 05:35:02,Shepperton_Plant,Harare,RT_HAR_03,7,Expired Waste,29.4,Rough handling,BATCH_20613,Morning,Expired before sale,0,0,117,115
WST_309077,2025-04-24 04:05:38,Shepperton_Plant,Harare,RT_HAR_02,84,Quality Failure,31.5,Good,BATCH_10402,Morning,Routine waste inspection,0,33,32,0
WST_309078,2025-01-23 00:15:40,Shepperton_Plant,Mutare,RT_MUT_02,195,Quality Failure,29.5,Delayed offloading,BATCH_25671,Afternoon,Issue due to delayed offloading,115,0,0,0
WST_309079,2025-04-13 18:29:51,Shepperton_Plant,Chegutu,RT_CHE_01,24,Returned Unsold,18.9,Overloaded crates,BATCH_14224,Night,Issue due to overloaded crates,0,0,0,158
WST_309080,2025-06-09 20:27:04,Shepperton_Plant,Bindura,RT_BIN_01,82,Damaged,29.1,Overloaded crates,BATCH_14155,Afternoon,Issue due to overloaded crates,55,0,0,0
WST_309081,2025-01-21 01:09:01,Shepperton_Plant,Harare,RT_HAR_02,220,Expired Waste,21.8,Good,BATCH_27067,Afternoon,Expired before sale,0,0,62,0
WST_309082,2025-02-12 10:17:22,Shepperton_Plant,Murehwa,RT_MUR_01,55,Damaged,28.8,Rough handling,,Night,Issue due to rough handling,138,0,0,0
WST_309083,2025-03-15 16:48:32,Shepperton_Plant,Bindura,RT_BIN_01,232,Returned Unsold,26.5,Rough handling,BATCH_10145,Morning,Issue due to rough handling,0,0,139,0
WST_309084,2025-06-16 13:09:32,Shepperton_Plant,Bindura,RT_BIN_01,169,Expired Waste,31.5,Overloaded crates,,Morning,Expired before sale,143,0,0,134
WST_309085,2025-04-06 09:41:49,Shepperton_Plant,Murehwa,RT_MUR_01,16,Returned Unsold,19.0,Delayed offloading,BATCH_20440,Afternoon,Issue due to delayed offloading,0,0,99,0
WST_309086,2025-01-16 09:23:05,Shepperton_Plant,Murehwa,RT_MUR_01,76,Quality Failure,18.1,Rough handling,,Afternoon,Issue due to rough handling,46,0,0,0
WST_309087,2025-03-11 20:22:23,Shepperton_Plant,Harare,RT_HAR_02,95,Damaged,25.0,Poor stacking,,Night,Issue due to poor stacking,0,25,0,30
WST_309088,2025-03-29 03:43:43,Shepperton_Plant,Chegutu,RT_CHE_01,228,Returned Unsold,31.3,Overloaded crates,BATCH_13915,Morning,Issue due to overloaded crates,0,0,0,115
WST_309089,2025-04-06 22:41:21,Shepperton_Plant,Chegutu,RT_CHE_02,170,Returned Unsold,19.9,Overloaded crates,,Night,Issue due to overloaded crates,0,30,0,0
WST_309090,2025-04-04 01:36:19,Shepperton_Plant,Harare,RT_HAR_01,144,Damaged,24.4,Poor stacking,BATCH_24538,Afternoon,Issue due to poor stacking,0,13,10,0
WST_309091,2025-06-16 19:42:47,Shepperton_Plant,Bindura,RT_BIN_01,159,Damaged,30.5,Rough handling,BATCH_11720,Afternoon,Issue due to rough handling,0,114,0,0
WST_309092,2025-05-14 12:48:09,Shepperton_Plant,Mutare,RT_MUT_02,250,Expired Waste,23.8,Overloaded crates,BATCH_16813,Morning,Expired before sale,34,0,0,28
WST_309093,2025-06-22 16:53:19,Shepperton_Plant,Hatcliff,RT_HAT_02,111,Quality Failure,19.1,Overloaded crates,,Afternoon,Issue due to overloaded crates,0,53,0,0
WST_309094,2025-05-01 18:42:07,Shepperton_Plant,Chinhoyi,RT_CHI_01,11,Quality Failure,21.6,Delayed offloading,BATCH_23127,Afternoon,Issue due to delayed offloading,119,0,106,0
WST_309095,2025-07-10 23:48:45,Shepperton_Plant,Hatcliff,RT_HAT_02,196,Returned Unsold,19.1,Poor stacking,BATCH_18040,Morning,Issue due to poor stacking,86,0,48,0
WST_309096,2025-04-07 08:38:38,Shepperton_Plant,Mutare,RT_MUT_01,17,Returned Unsold,30.6,Good,BATCH_17221,Morning,Routine waste inspection,21,0,11,0
WST_309097,2025-03-14 15:46:49,Shepperton_Plant,Chegutu,RT_CHE_01,99,Damaged,20.4,Overloaded crates,,Afternoon,Issue due to overloaded crates,36,0,0,26
WST_309098,2025-03-26 04:00:03,Shepperton_Plant,Hatcliff,RT_HAT_01,237,Returned Unsold,28.0,Rough handling,BATCH_15142,Morning,Issue due to rough handling,0,0,0,231
WST_309099,2025-05-12 00:10:32,Shepperton_Plant,Harare,RT_HAR_03,29,Quality Failure,21.6,Rough handling,BATCH_27208,Night,Issue due to rough handling,62,0,33,0
WST_309100,2025-07-20 11:09:31,Shepperton_Plant,Harare,RT_HAR_03,213,Expired Waste,24.0,Delayed offloading,BATCH_29673,Afternoon,Expired before sale,0,0,0,60
WST_309101,2025-01-01 13:52:56,Shepperton_Plant,Bindura,RT_BIN_01,109,Quality Failure,20.7,Overloaded crates,BATCH_15379,Afternoon,Issue due to overloaded crates,0,54,23,0
WST_309102,2025-02-06 06:03:16,Shepperton_Plant,Chegutu,RT_CHE_02,134,Returned Unsold,18.4,Overloaded crates,BATCH_11549,Night,Issue due to overloaded crates,0,0,0,11
WST_309103,2025-01-07 04:03:57,Shepperton_Plant,Mutare,RT_MUT_01,13,Expired Waste,25.5,Rough handling,,Afternoon,Expired before sale,0,94,0,120
WST_309104,2025-01-26 17:56:55,Shepperton_Plant,Chegutu,RT_CHE_02,197,Returned Unsold,20.4,Delayed offloading,,Morning,Issue due to delayed offloading,0,44,0,0
WST_309105,2025-04-06 18:22:05,Shepperton_Plant,Hatcliff,RT_HAT_02,15,Quality Failure,29.7,Good,BATCH_24987,Night,Routine waste inspection,0,47,0,50
WST_309106,2025-01-17 19:34:07,Shepperton_Plant,Chegutu,RT_CHE_01,209,Expired Waste,18.8,Delayed offloading,,Morning,Expired before sale,135,42,0,0
WST_309107,2025-01-21 00:37:08,Shepperton_Plant,Mutare,RT_MUT_01,162,Expired Waste,22.4,Good,,Morning,Expired before sale,0,0,9,0
WST_309108,2025-04-24 16:14:06,Shepperton_Plant,Harare,RT_HAR_02,165,Returned Unsold,26.7,Rough handling,,Morning,Issue due to rough handling,0,82,105,0
WST_309109,2025-06-22 02:28:52,Shepperton_Plant,Chegutu,RT_CHE_01,102,Quality Failure,19.5,Delayed offloading,BATCH_29874,Night,Issue due to delayed offloading,0,100,0,104
WST_309110,2025-02-13 06:13:29,Shepperton_Plant,Chegutu,RT_CHE_02,62,Damaged,24.5,Rough handling,BATCH_25218,Morning,Issue due to rough handling,0,0,0,81
WST_309111,2025-03-22 03:19:45,Shepperton_Plant,Hatcliff,RT_HAT_02,237,Returned Unsold,30.6,Poor stacking,BATCH_24116,Afternoon,Issue due to poor stacking,0,76,81,0
WST_309112,2025-04-28 00:11:04,Shepperton_Plant,Harare,RT_HAR_03,162,Quality Failure,21.9,Delayed offloading,,Night,Issue due to delayed offloading,0,0,46,0
WST_309113,2025-03-11 19:40:19,Shepperton_Plant,Murehwa,RT_MUR_01,85,Returned Unsold,24.8,Good,BATCH_27540,Afternoon,Routine waste inspection,28,0,0,0
WST_309114,2025-02-04 04:53:47,Shepperton_Plant,Mutare,RT_MUT_02,92,Quality Failure,24.3,Overloaded crates,,Afternoon,Issue due to overloaded crates,136,0,0,0
WST_309115,2025-04-13 06:37:01,Shepperton_Plant,Chinhoyi,RT_CHI_02,156,Damaged,21.4,Poor stacking,BATCH_20751,Night,Issue due to poor stacking,0,0,0,144
WST_309116,2025-07-01 07:00:45,Shepperton_Plant,Chinhoyi,RT_CHI_02,180,Expired Waste,19.1,Rough handling,BATCH_24160,Morning,Expired before sale,0,4,0,10
WST_309117,2025-04-13 02:23:57,Shepperton_Plant,Bindura,RT_BIN_01,131,Quality Failure,25.2,Delayed offloading,,Morning,Issue due to delayed offloading,37,0,0,26
WST_309118,,Shepperton_Plant,Chinhoyi,RT_CHI_01,149,Expired Waste,28.6,Overloaded crates,BATCH_25914,Night,Expired before sale,0,0,133,141
WST_309119,2025-07-27 09:07:37,Shepperton_Plant,Chinhoyi,RT_CHI_02,241,Damaged,21.8,Good,,Morning,Routine waste inspection,0,91,0,0
WST_309120,2025-03-13 12:02:52,Shepperton_Plant,Murehwa,RT_MUR_01,217,Quality Failure,25.6,Overloaded crates,BATCH_16713,Afternoon,Issue due to overloaded crates,0,58,59,0
WST_309121,2025-05-11 09:27:17,Shepperton_Plant,Mutare,RT_MUT_02,93,Damaged,21.3,Rough handling,BATCH_15665,Night,Issue due to rough handling,0,80,0,0
WST_309122,2025-04-03 14:38:02,Shepperton_Plant,Mutare,RT_MUT_01,50,Expired Waste,27.3,Rough handling,BATCH_19964,Night,Expired before sale,0,0,123,145
WST_309123,2025-05-07 11:11:24,Shepperton_Plant,Murehwa,RT_MUR_01,216,Expired Waste,29.2,Good,,Morning,Expired before sale,0,0,69,92
WST_309124,2025-05-05 10:10:40,Shepperton_Plant,Mutare,RT_MUT_01,94,Damaged,26.1,Delayed offloading,BATCH_27582,Night,Issue due to delayed offloading,0,0,32,0
WST_309125,2025-06-24 18:37:20,Shepperton_Plant,Mutare,RT_MUT_02,63,Damaged,28.3,Delayed offloading,BATCH_11068,Morning,Issue due to delayed offloading,101,0,40,0
WST_309126,2025-07-15 00:08:31,Shepperton_Plant,Bindura,RT_BIN_01,237,Damaged,19.9,Rough handling,BATCH_15394,Night,Issue due to rough handling,3,0,0,0
WST_309127,2025-07-09 22:31:47,Shepperton_Plant,Mutare,RT_MUT_02,79,Quality Failure,30.5,Good,BATCH_12734,Morning,Routine waste inspection,19,0,8,0
WST_309128,2025-03-31 01:20:20,Shepperton_Plant,Murehwa,RT_MUR_01,73,Returned Unsold,30.0,Delayed offloading,BATCH_28961,Night,Issue due to delayed offloading,0,0,158,111
WST_309129,2025-04-16 05:17:24,Shepperton_Plant,Murehwa,RT_MUR_01,188,Damaged,20.3,Rough handling,BATCH_28110,Night,Issue due to rough handling,0,0,0,144
WST_309130,2025-04-03 00:33:26,Shepperton_Plant,Chegutu,RT_CHE_01,168,Damaged,29.6,Rough handling,,Night,Issue due to rough handling,0,0,77,86
WST_309131,2025-01-30 22:57:59,Shepperton_Plant,Hatcliff,RT_HAT_02,22,Returned Unsold,28.5,Delayed offloading,BATCH_20603,Morning,Issue due to delayed offloading,0,14,0,0
WST_309132,2025-01-31 23:11:58,Shepperton_Plant,Bindura,RT_BIN_01,141,Quality Failure,31.3,Overloaded crates,BATCH_26811,Night,Issue due to overloaded crates,28,0,0,0
WST_309133,2025-07-30 23:31:25,Shepperton_Plant,Chinhoyi,RT_CHI_01,196,Returned Unsold,25.6,Poor stacking,BATCH_28077,Afternoon,Issue due to poor stacking,0,77,54,0
WST_309134,2025-01-01 13:57:52,Shepperton_Plant,Bindura,RT_BIN_01,164,Quality Failure,20.2,Overloaded crates,,Afternoon,Issue due to overloaded crates,0,6,0,0
WST_309135,2025-03-29 11:08:49,Shepperton_Plant,Hatcliff,RT_HAT_02,230,Damaged,29.3,Rough handling,,Afternoon,Issue due to rough handling,100,0,58,0
WST_309136,2025-03-03 17:19:22,Shepperton_Plant,Chinhoyi,RT_CHI_02,93,Returned Unsold,22.1,Good,BATCH_19603,Night,Routine waste inspection,122,61,0,0
WST_309137,2025-05-03 08:15:21,Shepperton_Plant,Chegutu,RT_CHE_02,39,Quality Failure,21.1,Rough handling,BATCH_14831,Afternoon,Issue due to rough handling,0,0,25,0
WST_309138,2025-05-23 12:54:58,Shepperton_Plant,Hatcliff,RT_HAT_01,26,Quality Failure,18.5,Delayed offloading,,Night,Issue due to delayed offloading,0,0,53,0
WST_309139,2025-03-19 09:18:09,Shepperton_Plant,Chegutu,RT_CHE_01,189,Expired Waste,24.1,Poor stacking,BATCH_19524,Night,Expired before sale,0,53,26,0
WST_309140,2025-04-15 21:10:26,Shepperton_Plant,Murehwa,RT_MUR_01,113,Quality Failure,18.1,Rough handling,BATCH_28600,Morning,Issue due to rough handling,6,0,4,0
WST_309141,2025-01-10 08:46:18,Shepperton_Plant,Harare,RT_HAR_02,154,Expired Waste,30.3,Overloaded crates,,Night,Expired before sale,0,0,0,250
WST_309142,2025-02-17 19:37:59,Shepperton_Plant,Chegutu,RT_CHE_02,90,Damaged,19.8,Good,,Morning,Routine waste inspection,0,6,0,0
WST_309143,2025-03-18 21:08:36,Shepperton_Plant,Bindura,RT_BIN_01,46,Expired Waste,25.3,Overloaded crates,,Morning,Expired before sale,60,23,0,0
WST_309144,2025-01-15 20:46:22,Shepperton_Plant,Hatcliff,RT_HAT_01,56,Returned Unsold,29.4,Delayed offloading,,Morning,Issue due to delayed offloading,0,0,145,114
WST_309145,2025-06-12 12:33:28,Shepperton_Plant,Hatcliff,RT_HAT_01,204,Expired Waste,24.8,Overloaded crates,,Night,Expired before sale,0,95,0,100
WST_309146,2025-07-29 20:45:13,Shepperton_Plant,Hatcliff,RT_HAT_01,178,Damaged,19.2,Good,,Afternoon,Routine waste inspection,0,115,0,0
WST_309147,2025-04-14 17:31:32,Shepperton_Plant,Hatcliff,RT_HAT_01,40,Returned Unsold,21.2,Good,,Night,Routine waste inspection,0,0,6,0
WST_309148,2025-07-02 15:30:30,Shepperton_Plant,Bindura,RT_BIN_01,67,Quality Failure,31.8,Delayed offloading,,Morning,Issue due to delayed offloading,0,0,40,0
WST_309149,2025-03-03 01:57:00,Shepperton_Plant,Murehwa,RT_MUR_01,38,Damaged,26.5,Poor stacking,,Afternoon,Issue due to poor stacking,0,27,0,60
WST_309150,2025-04-07 02:53:51,Shepperton_Plant,Harare,RT_HAR_03,74,Expired Waste,25.6,Delayed offloading,BATCH_12090,Afternoon,Expired before sale,0,58,0,0
WST_309151,2025-01-29 15:01:41,Shepperton_Plant,Mutare,RT_MUT_02,139,Quality Failure,31.2,Overloaded crates,BATCH_15891,Morning,Issue due to overloaded crates,0,93,81,0
WST_309152,2025-02-02 05:36:15,Shepperton_Plant,Harare,RT_HAR_01,189,Returned Unsold,30.5,Rough handling,,Night,Issue due to rough handling,0,51,0,0
WST_309153,2025-07-07 05:20:55,Shepperton_Plant,Chegutu,RT_CHE_02,188,Quality Failure,31.4,Rough handling,,Night,Issue due to rough handling,0,0,127,0
WST_309154,2025-03-03 13:17:39,Shepperton_Plant,Hatcliff,RT_HAT_01,144,Quality Failure,22.6,Delayed offloading,,Morning,Issue due to delayed offloading,22,0,0,19
WST_309155,2025-05-17 04:18:28,Shepperton_Plant,Mutare,RT_MUT_01,34,Expired Waste,28.4,Delayed offloading,,Morning,Expired before sale,154,0,0,132
WST_309156,2025-02-17 04:26:13,Shepperton_Plant,Chinhoyi,RT_CHI_02,26,Quality Failure,28.7,Overloaded crates,BATCH_10323,Afternoon,Issue due to overloaded crates,114,0,0,100
WST_309157,2025-03-03 11:01:14,Shepperton_Plant,Mutare,RT_MUT_01,147,Returned Unsold,22.3,Poor stacking,BATCH_29771,Morning,Issue due to poor stacking,0,76,33,0
WST_309158,2025-06-15 05:24:03,Shepperton_Plant,Hatcliff,RT_HAT_01,88,Returned Unsold,19.5,Rough handling,BATCH_24274,Afternoon,Issue due to rough handling,0,0,0,197
WST_309159,2025-07-06 02:27:25,Shepperton_Plant,Bindura,RT_BIN_01,41,Quality Failure,19.4,Delayed offloading,BATCH_18266,Night,Issue due to delayed offloading,0,5,0,6
WST_309160,2025-04-20 12:32:23,Shepperton_Plant,Murehwa,RT_MUR_01,69,Quality Failure,19.9,Poor stacking,BATCH_19868,Afternoon,Issue due to poor stacking,103,0,0,0
WST_309161,2025-07-22 00:54:17,Shepperton_Plant,Bindura,RT_BIN_01,208,Returned Unsold,20.6,Rough handling,BATCH_14157,Morning,Issue due to rough handling,2,0,0,3
WST_309162,2025-01-27 10:39:58,Shepperton_Plant,Chegutu,RT_CHE_01,123,Damaged,27.3,Good,,Afternoon,Routine waste inspection,0,0,153,119
WST_309163,2025-01-02 22:34:19,Shepperton_Plant,Harare,RT_HAR_02,125,Damaged,29.1,Poor stacking,,Night,Issue due to poor stacking,0,0,134,0
WST_309164,2025-06-10 02:57:09,Shepperton_Plant,Murehwa,RT_MUR_01,200,Returned Unsold,25.8,Delayed offloading,BATCH_14729,Morning,Issue due to delayed offloading,6,0,0,0
WST_309165,2025-07-16 05:38:12,Shepperton_Plant,Mutare,RT_MUT_02,67,Damaged,25.6,Overloaded crates,BATCH_21538,Morning,Issue due to overloaded crates,82,43,0,0
WST_309166,2025-02-26 11:46:19,Shepperton_Plant,Harare,RT_HAR_01,41,Returned Unsold,25.4,Delayed offloading,,Afternoon,Issue due to delayed offloading,0,84,0,161
WST_309167,2025-05-30 04:07:17,Shepperton_Plant,Chinhoyi,RT_CHI_02,111,Returned Unsold,23.9,Poor stacking,,Morning,Issue due to poor stacking,0,11,8,0
WST_309168,2025-07-03 08:14:17,Shepperton_Plant,Chegutu,RT_CHE_02,40,Quality Failure,22.4,Good,BATCH_24978,Afternoon,Routine waste inspection,0,0,90,74
WST_309169,2025-06-04 22:31:19,Shepperton_Plant,Mutare,RT_MUT_02,88,Quality Failure,23.8,Poor stacking,,Morning,Issue due to poor stacking,9,0,0,0
WST_309170,2025-01-31 05:46:01,Shepperton_Plant,Mutare,RT_MUT_02,36,Expired Waste,25.2,Rough handling,BATCH_20905,Afternoon,Expired before sale,115,0,0,0
WST_309171,2025-06-17 17:59:09,Shepperton_Plant,Chinhoyi,RT_CHI_02,117,Expired Waste,19.9,Rough handling,BATCH_18352,Morning,Expired before sale,0,2,0,3
WST_309172,2025-06-07 03:01:43,Shepperton_Plant,Hatcliff,RT_HAT_01,159,Returned Unsold,26.4,Overloaded crates,BATCH_21885,Morning,Issue due to overloaded crates,85,0,0,0
WST_309173,2025-01-04 03:00:01,Shepperton_Plant,Hatcliff,RT_HAT_01,93,Expired Waste,25.8,Good,BATCH_21455,Morning,Expired before sale,0,0,15,0
WST_309174,2025-02-21 10:12:11,Shepperton_Plant,Hatcliff,RT_HAT_01,125,Returned Unsold,19.2,Delayed offloading,,Morning,Issue due to delayed offloading,94,0,0,0
WST_309175,2025-05-01 16:11:49,Shepperton_Plant,Bindura,RT_BIN_01,125,Damaged,19.4,Rough handling,BATCH_17308,Night,Issue due to rough handling,0,0,31,0
WST_309176,2025-07-09 18:01:27,Shepperton_Plant,Chinhoyi,RT_CHI_02,209,Damaged,26.0,Poor stacking,,Morning,Issue due to poor stacking,12,0,0,13
WST_309177,2025-04-23 07:54:36,Shepperton_Plant,Mutare,RT_MUT_01,124,Returned Unsold,29.9,Overloaded crates,,Night,Issue due to overloaded crates,115,0,0,0
WST_309178,2025-05-20 06:13:22,Shepperton_Plant,Mutare,RT_MUT_02,110,Damaged,27.3,Good,BATCH_12884,Afternoon,Routine waste inspection,0,6,0,0
WST_309179,2025-07-02 04:03:54,Shepperton_Plant,Harare,RT_HAR_03,79,Expired Waste,23.3,Delayed offloading,,Night,Expired before sale,0,64,0,0
WST_309180,2025-04-14 04:52:06,Shepperton_Plant,Bindura,RT_BIN_01,58,Returned Unsold,20.9,Overloaded crates,BATCH_24827,Night,Issue due to overloaded crates,0,0,0,74
WST_309181,2025-05-26 02:44:55,Shepperton_Plant,Chinhoyi,RT_CHI_01,46,Quality Failure,30.3,Rough handling,,Morning,Issue due to rough handling,0,5,3,0
WST_309182,2025-05-02 16:37:17,Shepperton_Plant,Murehwa,RT_MUR_01,65,Damaged,27.6,Rough handling,BATCH_21113,Morning,Issue due to rough handling,137,0,46,0
WST_309183,2025-02-19 23:43:40,Shepperton_Plant,Hatcliff,RT_HAT_01,41,Returned Unsold,28.1,Delayed offloading,,Morning,Issue due to delayed offloading,0,9,8,0
WST_309184,2025-01-16 19:35:28,Shepperton_Plant,Harare,RT_HAR_01,160,Expired Waste,30.0,Poor stacking,BATCH_22626,Afternoon,Expired before sale,0,0,37,0
WST_309185,2025-01-07 22:05:04,Shepperton_Plant,Harare,RT_HAR_02,143,Returned Unsold,19.7,Delayed offloading,,Night,Issue due to delayed offloading,0,0,0,118
WST_309186,2025-07-30 05:31:45,Shepperton_Plant,Mutare,RT_MUT_01,223,Expired Waste,20.8,Rough handling,,Afternoon,Expired before sale,0,104,0,0
WST_309187,2025-04-02 06:56:12,Shepperton_Plant,Murehwa,RT_MUR_01,174,Returned Unsold,18.9,Rough handling,,Morning,Issue due to rough handling,0,0,58,86
WST_309188,2025-04-15 23:55:06,Shepperton_Plant,Hatcliff,RT_HAT_02,126,Damaged,29.8,Poor stacking,,Morning,Issue due to poor stacking,0,123,0,0
WST_309189,2025-05-19 21:42:32,Shepperton_Plant,Chegutu,RT_CHE_01,236,Quality Failure,28.5,Rough handling,BATCH_18570,Night,Issue due to rough handling,105,0,32,0
WST_309190,2025-05-20 15:06:26,Shepperton_Plant,Harare,RT_HAR_02,155,Expired Waste,29.9,Overloaded crates,,Afternoon,Expired before sale,96,0,0,0
WST_309191,2025-02-02 06:08:25,Shepperton_Plant,Hatcliff,RT_HAT_02,149,Damaged,26.9,Overloaded crates,BATCH_29521,Night,Issue due to overloaded crates,113,0,0,125
WST_309192,2025-06-04 09:41:34,Shepperton_Plant,Chinhoyi,RT_CHI_02,142,Expired Waste,31.0,Delayed offloading,,Afternoon,Expired before sale,0,9,0,18
WST_309193,2025-06-11 14:25:16,Shepperton_Plant,Bindura,RT_BIN_01,155,Quality Failure,27.9,Rough handling,,Morning,Issue due to rough handling,89,0,32,0
WST_309194,2025-01-22 17:12:16,Shepperton_Plant,Murehwa,RT_MUR_01,184,Damaged,22.7,Delayed offloading,,Afternoon,Issue due to delayed offloading,0,0,48,71
WST_309195,2025-01-11 14:28:14,Shepperton_Plant,Murehwa,RT_MUR_01,222,Damaged,31.8,Poor stacking,BATCH_19018,Morning,Issue due to poor stacking,14,0,10,0
WST_309196,2025-05-27 05:10:10,Shepperton_Plant,Chinhoyi,RT_CHI_02,180,Quality Failure,24.6,Delayed offloading,BATCH_22299,Night,Issue due to delayed offloading,168,41,0,0
WST_309197,2025-07-17 05:57:29,Shepperton_Plant,Bindura,RT_BIN_01,178,Damaged,26.6,Delayed offloading,,Afternoon,Issue due to delayed offloading,64,0,0,0
WST_309198,2025-07-17 19:09:55,Shepperton_Plant,Mutare,RT_MUT_01,124,Quality Failure,30.9,Good,BATCH_13505,Morning,Routine waste inspection,23,0,8,0
WST_309199,2025-02-21 16:32:23,Shepperton_Plant,Chegutu,RT_CHE_02,171,Quality Failure,22.3,Good,BATCH_24663,Afternoon,Routine waste inspection,0,37,0,40
WST_309200,2025-03-17 20:50:35,Shepperton_Plant,Bindura,RT_BIN_01,30,Returned Unsold,30.8,Overloaded crates,BATCH_21109,Night,Issue due to overloaded crates,0,42,26,0
WST_309201,2025-05-31 20:51:53,Shepperton_Plant,Harare,RT_HAR_01,103,Expired Waste,30.7,Rough handling,,Morning,Expired before sale,0,0,0,167
WST_309202,2025-03-31 15:10:00,Shepperton_Plant,Murehwa,RT_MUR_01,186,Damaged,26.3,Good,BATCH_28895,Night,Routine waste inspection,0,0,87,94
WST_309203,2025-01-05 09:55:25,Shepperton_Plant,Bindura,RT_BIN_01,131,Quality Failure,29.4,Delayed offloading,,Afternoon,Issue due to delayed offloading,70,35,0,0
WST_309204,2025-04-25 00:16:15,Shepperton_Plant,Harare,RT_HAR_01,174,Expired Waste,24.6,Poor stacking,,Morning,Expired before sale,31,0,0,0
WST_309205,2025-01-14 09:22:08,Shepperton_Plant,Chegutu,RT_CHE_01,70,Quality Failure,30.7,Good,BATCH_12633,Night,Routine waste inspection,57,0,21,0
WST_309206,2025-02-25 15:07:05,Shepperton_Plant,Bindura,RT_BIN_01,202,Quality Failure,25.5,Good,,Afternoon,Routine waste inspection,0,0,145,0
WST_309207,2025-07-21 23:00:02,Shepperton_Plant,Harare,RT_HAR_01,45,Quality Failure,29.7,Overloaded crates,BATCH_26287,Night,Issue due to overloaded crates,0,0,0,21
WST_309208,2025-03-02 17:53:20,Shepperton_Plant,Harare,RT_HAR_02,77,Expired Waste,30.5,Rough handling,BATCH_21970,Afternoon,Expired before sale,0,0,53,52
WST_309209,2025-04-11 00:49:39,Shepperton_Plant,Chegutu,RT_CHE_02,176,Expired Waste,27.7,Poor stacking,BATCH_27668,Afternoon,Expired before sale,0,116,53,0
WST_309210,2025-04-12 21:55:48,Shepperton_Plant,Harare,RT_HAR_02,53,Returned Unsold,23.1,Overloaded crates,,Morning,Issue due to overloaded crates,0,62,52,0
WST_309211,2025-04-17 18:02:42,Shepperton_Plant,Chinhoyi,RT_CHI_01,155,Quality Failure,20.8,Delayed offloading,BATCH_29532,Afternoon,Issue due to delayed offloading,0,0,0,63
WST_309212,2025-04-23 10:24:50,Shepperton_Plant,Murehwa,RT_MUR_01,180,Expired Waste,26.1,Overloaded crates,BATCH_22530,Morning,Expired before sale,0,13,0,0
WST_309213,2025-05-29 01:20:36,Shepperton_Plant,Harare,RT_HAR_03,75,Quality Failure,31.0,Good,,Afternoon,Routine waste inspection,59,17,0,0
WST_309214,2025-02-17 16:19:46,Shepperton_Plant,Chinhoyi,RT_CHI_01,199,Returned Unsold,30.5,Poor stacking,,Night,Issue due to poor stacking,0,0,124,165
WST_309215,2025-06-22 21:24:32,Shepperton_Plant,Bindura,RT_BIN_01,98,Returned Unsold,20.7,Rough handling,BATCH_11771,Night,Issue due to rough handling,42,0,0,0
WST_309216,2025-03-09 04:35:44,Shepperton_Plant,Harare,RT_HAR_03,196,Expired Waste,18.2,Good,,Morning,Expired before sale,21,0,0,0
WST_309217,2025-07-08 05:47:01,Shepperton_Plant,Chegutu,RT_CHE_02,200,Damaged,21.4,Overloaded crates,BATCH_19557,Afternoon,Issue due to overloaded crates,0,0,21,0
WST_309218,2025-06-16 04:23:36,Shepperton_Plant,Hatcliff,RT_HAT_01,235,Damaged,31.5,Delayed offloading,BATCH_13542,Afternoon,Issue due to delayed offloading,94,0,0,87
WST_309219,2025-02-08 08:44:52,Shepperton_Plant,Murehwa,RT_MUR_01,89,Expired Waste,30.1,Good,BATCH_13294,Night,Expired before sale,0,0,0,123
WST_309220,2025-04-08 11:25:28,Shepperton_Plant,Chinhoyi,RT_CHI_02,94,Expired Waste,28.5,Overloaded crates,BATCH_10992,Night,Expired before sale,61,23,0,0
WST_309221,2025-01-10 08:31:41,Shepperton_Plant,Chinhoyi,RT_CHI_01,110,Returned Unsold,21.8,Delayed offloading,,Morning,Issue due to delayed offloading,96,33,0,0
