record_id,timestamp,plant_id,store_id,sku,qty_in,qty_out,balance_before,balance_after,movement_type,reason_code,expiry_date,qty out 
INV_515028,7/25/2025 0:00,,STORE_195,High Energy Brown,0,58,-1180,-1238,store_sale,Expired Waste,7/30/2025,58
INV_513459,4/1/2025 19:44,,STORE_125,High Energy Brown,91,0,-720,-629,return_from_store,Damaged,4/6/2025,0
INV_508424,5/23/2025 5:53,Shepperton_Plant,,High Energy White,763,0,23369,24132,production,Damaged,5/28/2025,0
INV_500368,7/27/2025 0:01,,STORE_155,Wholegrain Brown,0,233,0,-233,store_sale,Manual Correction,8/1/2025,233
INV_516622,3/28/2025 17:13,Willowvale_Plant,,Family Loaf,0,1098,47825,46727,dispatch,Sale,4/4/2025,1098
INV_512247,5/3/2025 21:13,,STORE_046,Wholegrain Brown,0,129,-147,-276,store_sale,Return from Store,5/8/2025,129
INV_500064,1/15/2025 20:59,Shepperton_Plant,,High Energy White,0,40,-99,-139,stock_adjustment,Damaged,1/20/2025,40
INV_504210,3/22/2025 5:49,,STORE_125,High Energy White,0,121,61,-60,store_sale,Expired Waste,3/27/2025,121
INV_513806,4/17/2025 3:35,Shepperton_Plant,,Soft White,0,342,26572,26230,dispatch,Shrinkage,4/22/2025,342
INV_512438,,,STORE_026,Wholegrain Brown,20,0,-78,-58,return_from_store,Production,5/17/2025,0
INV_501721,4/9/2025 21:24,Shepperton_Plant,,Seed Loaf,0,34,-1313,-1347,stock_adjustment,Return from Store,4/15/2025,34
INV_511813,7/26/2025 22:03,Willowvale_Plant,,Soft White,41,0,59778,59819,stock_adjustment,Return from Store,7/31/2025,0
INV_505324,7/15/2025 18:55,,STORE_011,High Energy Brown,0,108,124,16,store_sale,Dispatch to Store,7/20/2025,108
INV_504060,4/9/2025 12:46,Shepperton_Plant,,Soft White,1105,0,28510,29615,production,Expired Waste,4/14/2025,0
INV_507280,5/3/2025 17:25,Shepperton_Plant,,High Energy Brown,0,1347,22807,21460,dispatch,Manual Correction,5/8/2025,1347
INV_501824,5/20/2025 10:45,Shepperton_Plant,,High Energy White,0,995,2998,2003,dispatch,Expired Waste,5/25/2025,995
INV_516813,1/2/2025 11:53,,STORE_087,Seed Loaf,0,273,-183,-456,store_sale,Damaged,1/8/2025,273
INV_501359,5/11/2025 6:15,,STORE_044,Seed Loaf,116,0,0,116,return_from_store,Dispatch to Store,5/17/2025,0
INV_512547,2/22/2025 10:05,,STORE_156,Soft White,0,74,-465,-539,store_sale,Manual Correction,2/27/2025,74
INV_503232,1/26/2025 6:22,Shepperton_Plant,,Seed Loaf,0,143,8273,8130,waste,Dispatch to Store,2/1/2025,143
INV_512769,6/25/2025 21:57,,STORE_171,Whole Wheat,37,0,-81,-44,return_from_store,Sale,7/1/2025,0
INV_501918,6/29/2025 3:41,Shepperton_Plant,,Wholegrain Brown,0,8,5296,5288,stock_adjustment,Production,7/4/2025,8
INV_513972,3/10/2025 9:09,Shepperton_Plant,,High Energy White,6,0,17327,17333,stock_adjustment,Damaged,3/15/2025,0
INV_501569,2/18/2025 20:20,,STORE_038,Family Loaf,0,142,68,-74,store_sale,Return from Store,2/25/2025,142
INV_501831,6/1/2025 19:35,Shepperton_Plant,,Family Loaf,1596,0,-13930,-12334,production,Damaged,6/8/2025,0
INV_508539,5/22/2025 20:48,,STORE_073,High Energy Brown,0,267,49,-218,store_sale,Damaged,5/27/2025,267
INV_501242,4/8/2025 11:48,Shepperton_Plant,,High Energy Brown,0,97,3124,3027,waste,Return from Store,4/13/2025,97
INV_517870,2/18/2025 20:18,,STORE_118,High Energy White,0,251,-815,-1066,store_sale,Manual Correction,2/23/2025,251
INV_509623,5/26/2025 12:11,Willowvale_Plant,,High Energy Brown,15,0,49390,49405,stock_adjustment,Return from Store,5/31/2025,0
INV_514441,2/28/2025 0:50,,STORE_037,Family Loaf,45,0,114,159,return_from_store,Production,3/7/2025,0
INV_504656,1/21/2025 19:59,Shepperton_Plant,,High Energy Brown,35,0,3571,3606,stock_adjustment,Return from Store,1/26/2025,0
INV_509849,6/2/2025 2:46,,STORE_166,Seed Loaf,0,172,-267,-439,store_sale,Return from Store,6/8/2025,172
INV_508998,3/17/2025 22:52,Willowvale_Plant,,Wholegrain Brown,0,113,47299,47186,waste,Damaged,3/22/2025,113
INV_510795,6/11/2025 4:57,,STORE_102,Family Loaf,55,0,-242,-187,return_from_store,Expired Waste,6/18/2025,0
INV_515117,7/7/2025 3:49,Shepperton_Plant,,Family Loaf,0,631,98154,97523,dispatch,Damaged,7/14/2025,631
INV_508343,3/2/2025 3:59,,STORE_100,Soft White,0,211,-222,-433,store_sale,Production,3/7/2025,211
INV_516528,5/30/2025 10:36,Shepperton_Plant,,Soft White,0,1403,24315,22912,dispatch,Production,6/4/2025,1403
INV_510431,4/28/2025 20:21,Willowvale_Plant,,Whole Wheat,0,79,4934,4855,waste,Damaged,5/4/2025,79
INV_508893,7/13/2025 22:20,Shepperton_Plant,,Whole Wheat,662,0,29492,30154,production,Sale,7/19/2025,0
INV_504859,6/22/2025 19:45,Shepperton_Plant,,Wholegrain Brown,15,0,14745,14760,stock_adjustment,Production,6/27/2025,0
INV_507490,7/10/2025 0:52,Willowvale_Plant,,Whole Wheat,0,183,-5548,-5731,waste,Manual Correction,7/16/2025,183
INV_509287,7/17/2025 11:49,,STORE_130,Wholegrain Brown,16,0,-226,-210,return_from_store,Manual Correction,7/22/2025,0
INV_513576,,Willowvale_Plant,,Family Loaf,21,0,28915,28936,stock_adjustment,Production,7/8/2025,0
INV_501222,1/4/2025 11:56,Shepperton_Plant,,Seed Loaf,0,894,2455,1561,dispatch,Expired Waste,1/10/2025,894
INV_501777,3/24/2025 8:45,Willowvale_Plant,,High Energy Brown,727,0,8306,9033,production,Damaged,3/29/2025,0
INV_512405,3/25/2025 17:07,Shepperton_Plant,,Seed Loaf,0,690,33184,32494,dispatch,Production,3/31/2025,690
INV_511977,6/10/2025 10:45,Shepperton_Plant,,Soft White,0,460,24295,23835,dispatch,Production,6/15/2025,460
INV_510174,5/24/2025 5:50,Shepperton_Plant,,Seed Loaf,0,908,25350,24442,dispatch,Dispatch to Store,5/30/2025,908
INV_511256,7/9/2025 14:30,Shepperton_Plant,,Soft White,860,0,22703,23563,production,Sale,7/14/2025,0
INV_509972,3/12/2025 15:12,,STORE_191,Soft White,0,198,-153,-351,store_sale,Production,3/17/2025,198
INV_508701,1/24/2025 11:23,Shepperton_Plant,,Family Loaf,15,0,49449,49464,stock_adjustment,Return from Store,1/31/2025,0
INV_515801,5/12/2025 21:20,Shepperton_Plant,,Whole Wheat,0,647,65323,64676,dispatch,Expired Waste,5/18/2025,647
INV_506400,7/26/2025 11:59,Shepperton_Plant,,High Energy White,0,152,21486,21334,waste,Return from Store,7/31/2025,152
INV_513974,3/18/2025 20:12,,STORE_043,Wholegrain Brown,85,0,-377,-292,return_from_store,Damaged,3/23/2025,0
INV_500748,6/20/2025 17:52,,STORE_102,Family Loaf,0,170,0,-170,store_sale,Return from Store,6/27/2025,170
INV_507271,2/12/2025 2:01,Willowvale_Plant,,High Energy Brown,0,8,30962,30954,stock_adjustment,Shrinkage,2/17/2025,8
INV_505246,1/4/2025 10:39,Shepperton_Plant,,Wholegrain Brown,0,1206,10097,8891,dispatch,Shrinkage,1/9/2025,1206
INV_501259,4/7/2025 12:02,Shepperton_Plant,,Whole Wheat,0,1253,-1805,-3058,dispatch,Production,4/13/2025,1253
INV_507173,7/24/2025 22:25,,STORE_167,Whole Wheat,20,0,-881,-861,return_from_store,Dispatch to Store,7/30/2025,0
INV_501888,7/23/2025 22:05,Willowvale_Plant,,Soft White,0,16,6607,6591,waste,Dispatch to Store,7/28/2025,16
INV_509983,3/2/2025 16:54,Willowvale_Plant,,Soft White,0,1044,62242,61198,dispatch,Shrinkage,3/7/2025,1044
INV_500711,6/29/2025 20:43,Shepperton_Plant,,High Energy Brown,0,81,6707,6626,waste,Sale,7/4/2025,81
INV_517323,7/6/2025 17:26,,STORE_140,Soft White,108,0,0,108,return_from_store,Dispatch to Store,7/11/2025,0
INV_515208,6/19/2025 8:07,Shepperton_Plant,,Family Loaf,0,348,99846,99498,dispatch,Production,6/26/2025,348
INV_512377,1/25/2025 13:02,Shepperton_Plant,,Whole Wheat,0,1007,53320,52313,dispatch,Manual Correction,1/31/2025,1007
INV_507937,3/10/2025 0:51,,STORE_198,High Energy Brown,47,0,0,47,return_from_store,Damaged,3/15/2025,0
INV_504808,4/30/2025 13:03,Willowvale_Plant,,High Energy White,0,12,15946,15934,waste,Dispatch to Store,5/5/2025,12
INV_503329,3/13/2025 1:22,Willowvale_Plant,,Wholegrain Brown,22,0,20792,20814,stock_adjustment,Expired Waste,3/18/2025,0
INV_503293,4/11/2025 0:00,,STORE_177,Family Loaf,85,0,0,85,return_from_store,Production,4/16/2025,0
INV_511356,1/8/2025 6:25,,STORE_058,Soft White,0,277,-228,-505,store_sale,Sale,1/13/2025,277
INV_516311,5/29/2025 22:06,Willowvale_Plant,,Whole Wheat,0,953,42307,41354,dispatch,Dispatch to Store,6/4/2025,953
INV_503845,7/6/2025 18:34,Willowvale_Plant,,Soft White,9,0,18628,18637,stock_adjustment,Shrinkage,7/11/2025,0
INV_505551,2/25/2025 10:38,Willowvale_Plant,,Seed Loaf,0,143,13083,12940,waste,Shrinkage,3/3/2025,143
INV_512349,3/20/2025 19:20,Willowvale_Plant,,Wholegrain Brown,0,1285,66196,64911,dispatch,Expired Waste,3/25/2025,1285
INV_508296,2/19/2025 2:22,Willowvale_Plant,,Soft White,556,0,54168,54724,production,Return from Store,2/24/2025,0
INV_509978,1/6/2025 18:06,Willowvale_Plant,,Soft White,0,1438,63680,62242,dispatch,Return from Store,1/11/2025,1438
INV_501794,3/26/2025 21:28,Willowvale_Plant,,Whole Wheat,1685,0,-2671,-986,production,Dispatch to Store,4/1/2025,0
INV_515003,3/8/2025 15:59,Shepperton_Plant,,Whole Wheat,1161,0,65208,66369,production,Sale,3/14/2025,0
INV_505917,1/6/2025 13:47,,STORE_176,High Energy Brown,88,0,-286,-198,return_from_store,Dispatch to Store,1/11/2025,0
INV_505024,7/8/2025 5:08,Shepperton_Plant,,High Energy White,0,25,25133,25108,waste,Production,7/13/2025,25
INV_501658,3/22/2025 18:22,,STORE_030,Soft White,31,0,116,147,return_from_store,Production,3/27/2025,0
INV_500212,3/2/2025 0:08,Shepperton_Plant,,High Energy White,1100,0,987,2087,production,Shrinkage,3/7/2025,0
INV_516301,3/22/2025 16:45,,STORE_061,Wholegrain Brown,14,0,-151,-137,return_from_store,Damaged,3/27/2025,0
INV_510149,7/26/2025 13:27,Shepperton_Plant,,Wholegrain Brown,0,926,31133,30207,dispatch,Return from Store,7/31/2025,926
INV_504419,1/20/2025 11:30,Shepperton_Plant,,High Energy White,0,1497,22111,20614,dispatch,Shrinkage,1/25/2025,1497
INV_517600,3/22/2025 11:58,Shepperton_Plant,,Seed Loaf,0,12,37432,37420,waste,Manual Correction,3/28/2025,12
INV_505193,6/19/2025 19:16,Willowvale_Plant,,High Energy White,0,50,16269,16219,waste,Expired Waste,6/24/2025,50
INV_508526,5/10/2025 20:41,,STORE_155,Wholegrain Brown,13,0,-233,-220,return_from_store,,5/15/2025,0
INV_502166,2/27/2025 2:26,,STORE_127,High Energy White,0,158,85,-73,store_sale,Return from Store,3/4/2025,158
INV_503110,5/11/2025 19:04,Shepperton_Plant,,Family Loaf,0,32,-2784,-2816,waste,Dispatch to Store,5/18/2025,32
INV_500792,2/13/2025 11:52,,STORE_168,High Energy White,0,232,-228,-460,store_sale,Damaged,2/18/2025,232
INV_500233,3/1/2025 10:10,Shepperton_Plant,,Family Loaf,0,1113,47,-1066,dispatch,Shrinkage,3/8/2025,1113
INV_512898,7/19/2025 7:33,Willowvale_Plant,,Seed Loaf,0,77,15295,15218,waste,Damaged,7/25/2025,77
INV_516177,1/14/2025 18:26,Shepperton_Plant,,Wholegrain Brown,0,318,54527,54209,dispatch,Sale,1/19/2025,318
INV_516471,3/24/2025 22:41,Willowvale_Plant,,Wholegrain Brown,0,134,79940,79806,waste,Damaged,3/29/2025,134
INV_500209,6/29/2025 6:03,Shepperton_Plant,,Soft White,0,70,-1078,-1148,waste,Damaged,7/4/2025,70
INV_509330,2/25/2025 3:04,Shepperton_Plant,,Wholegrain Brown,0,812,28204,27392,dispatch,Damaged,3/2/2025,812
INV_514273,7/3/2025 12:35,Willowvale_Plant,,High Energy Brown,0,51,67357,67306,waste,Return from Store,7/8/2025,51
INV_514319,1/16/2025 6:23,,STORE_082,Seed Loaf,0,283,43,-240,store_sale,Shrinkage,1/22/2025,283
INV_504498,1/18/2025 10:01,Willowvale_Plant,,Soft White,0,28,30919,30891,stock_adjustment,Production,1/23/2025,28
INV_509481,6/7/2025 20:14,Willowvale_Plant,,Wholegrain Brown,0,90,55803,55713,waste,Production,6/12/2025,90
INV_502413,3/28/2025 15:32,Willowvale_Plant,,Wholegrain Brown,0,180,7208,7028,waste,Damaged,4/2/2025,180
INV_506598,3/23/2025 9:10,,STORE_009,Seed Loaf,0,179,22,-157,store_sale,Sale,3/29/2025,179
INV_512821,4/1/2025 15:45,Willowvale_Plant,,Whole Wheat,0,336,15734,15398,dispatch,Return from Store,4/7/2025,336
INV_510560,1/11/2025 23:07,Willowvale_Plant,,Seed Loaf,0,1363,12891,11528,dispatch,Damaged,1/17/2025,1363
INV_500834,2/5/2025 17:16,,STORE_105,Whole Wheat,0,125,0,-125,store_sale,Production,2/11/2025,125
INV_509063,4/6/2025 16:16,Willowvale_Plant,,Family Loaf,1929,0,6499,8428,production,Sale,4/13/2025,0
INV_508074,2/17/2025 4:49,,STORE_149,Wholegrain Brown,0,95,116,21,store_sale,Manual Correction,2/22/2025,95
INV_511067,7/13/2025 18:46,Shepperton_Plant,,Family Loaf,0,1130,73567,72437,dispatch,Damaged,7/20/2025,1130
INV_506035,4/22/2025 12:41,Shepperton_Plant,,High Energy White,0,28,23917,23889,stock_adjustment,Sale,4/27/2025,28
INV_501220,6/6/2025 15:36,,STORE_082,Seed Loaf,43,0,0,43,return_from_store,Shrinkage,6/12/2025,0
INV_515329,7/30/2025 6:57,,STORE_007,Wholegrain Brown,39,0,-356,-317,return_from_store,Manual Correction,8/4/2025,0
INV_506552,4/8/2025 16:07,,STORE_060,Family Loaf,32,0,-159,-127,return_from_store,Production,4/15/2025,0
INV_501387,3/2/2025 15:53,Willowvale_Plant,,Wholegrain Brown,0,579,4021,3442,dispatch,Return from Store,3/7/2025,579
INV_502001,2/20/2025 4:18,Shepperton_Plant,,Family Loaf,50,0,-11968,-11918,stock_adjustment,Manual Correction,2/27/2025,0
INV_505609,3/2/2025 7:26,,STORE_185,Soft White,0,134,190,56,store_sale,Shrinkage,3/7/2025,134
INV_504581,6/28/2025 19:07,Shepperton_Plant,,Seed Loaf,1229,0,7829,9058,production,Manual Correction,7/4/2025,0
INV_502523,7/29/2025 20:15,,STORE_150,Whole Wheat,95,0,-26,69,return_from_store,Production,8/4/2025,0
INV_511264,3/28/2025 23:01,Willowvale_Plant,,Wholegrain Brown,1379,0,67635,69014,production,Manual Correction,4/2/2025,0
INV_507259,4/26/2025 0:37,Shepperton_Plant,,Family Loaf,1688,0,31127,32815,production,Dispatch to Store,5/3/2025,0
INV_517001,7/5/2025 13:47,Willowvale_Plant,,High Energy Brown,0,138,85121,84983,waste,Shrinkage,7/10/2025,138
INV_503078,5/30/2025 1:32,Willowvale_Plant,,Wholegrain Brown,0,1259,17821,16562,dispatch,Expired Waste,6/4/2025,1259
INV_507460,4/10/2025 19:50,Shepperton_Plant,,High Energy White,678,0,23135,23813,production,Sale,4/15/2025,0
INV_514375,1/5/2025 14:10,,STORE_027,Seed Loaf,0,96,-600,-696,store_sale,Expired Waste,1/11/2025,96
INV_504782,1/28/2025 19:15,Willowvale_Plant,,High Energy White,1274,0,16688,17962,production,Production,2/2/2025,0
INV_514487,7/8/2025 4:01,Willowvale_Plant,,Family Loaf,0,715,33200,32485,dispatch,Production,7/15/2025,715
INV_504381,6/28/2025 4:01,Willowvale_Plant,,High Energy White,49,0,17017,17066,stock_adjustment,Shrinkage,7/3/2025,0
INV_512710,7/11/2025 4:37,,STORE_176,High Energy Brown,0,77,-198,-275,store_sale,Damaged,7/16/2025,77
INV_511017,1/11/2025 0:42,,STORE_113,High Energy Brown,31,0,-356,-325,return_from_store,Shrinkage,1/16/2025,0
INV_515705,5/22/2025 15:34,,STORE_090,Seed Loaf,44,0,-397,-353,return_from_store,Damaged,5/28/2025,0
INV_507642,7/28/2025 6:45,,STORE_099,Seed Loaf,81,0,-114,-33,return_from_store,Sale,8/3/2025,0
INV_508067,3/8/2025 19:02,,STORE_014,Wholegrain Brown,19,0,-261,-242,return_from_store,Production,3/13/2025,0
INV_506452,4/2/2025 11:43,Willowvale_Plant,,Family Loaf,0,154,2605,2451,waste,Return from Store,4/9/2025,154
INV_513504,2/21/2025 16:32,Willowvale_Plant,,Soft White,1707,0,56348,58055,production,Production,2/26/2025,0
INV_502165,7/17/2025 18:59,Willowvale_Plant,,Soft White,0,561,15429,14868,dispatch,Production,7/22/2025,561
INV_508809,6/22/2025 20:02,,STORE_112,Wholegrain Brown,61,0,-115,-54,return_from_store,Shrinkage,6/27/2025,0
INV_517930,2/18/2025 20:45,Willowvale_Plant,,Wholegrain Brown,621,0,78175,78796,production,Return from Store,2/23/2025,0
INV_503803,6/30/2025 1:00,,STORE_054,High Energy White,0,293,0,-293,store_sale,Dispatch to Store,7/5/2025,293
INV_513592,1/28/2025 15:51,,STORE_179,Wholegrain Brown,0,229,-240,-469,store_sale,Manual Correction,2/2/2025,229
INV_516294,5/17/2025 18:43,Willowvale_Plant,,Soft White,0,134,71835,71701,waste,Dispatch to Store,5/22/2025,134
INV_511400,7/16/2025 5:24,Shepperton_Plant,,Seed Loaf,0,19,28723,28704,stock_adjustment,Production,7/22/2025,19
INV_517696,1/13/2025 6:44,Shepperton_Plant,,Wholegrain Brown,0,793,44272,43479,dispatch,Production,1/18/2025,793
INV_513548,4/12/2025 22:44,Shepperton_Plant,,Soft White,10,0,23724,23734,stock_adjustment,Return from Store,4/17/2025,0
INV_507637,1/29/2025 11:11,Shepperton_Plant,,Wholegrain Brown,917,0,35548,36465,production,Manual Correction,2/3/2025,0
INV_512181,2/26/2025 8:14,Shepperton_Plant,,Wholegrain Brown,1294,0,38584,39878,production,Manual Correction,3/3/2025,0
INV_510688,1/13/2025 15:49,,STORE_020,Family Loaf,0,199,76,-123,store_sale,Damaged,1/20/2025,199
INV_501386,4/22/2025 4:42,,STORE_056,High Energy Brown,88,0,0,88,return_from_store,Return from Store,4/27/2025,0
INV_515624,2/11/2025 7:37,Shepperton_Plant,,Wholegrain Brown,0,21,46593,46572,stock_adjustment,Expired Waste,2/16/2025,21
INV_512584,1/25/2025 8:21,,STORE_193,Soft White,0,190,161,-29,store_sale,Return from Store,1/30/2025,190
INV_515073,3/21/2025 6:12,,STORE_037,Family Loaf,0,153,159,6,store_sale,Production,3/28/2025,153
INV_510982,2/21/2025 5:50,Willowvale_Plant,,Seed Loaf,6,0,11034,11040,stock_adjustment,Sale,2/27/2025,0
INV_503040,3/20/2025 12:37,Shepperton_Plant,,Wholegrain Brown,677,0,19629,20306,production,Return from Store,3/25/2025,0
INV_503095,6/18/2025 14:33,Willowvale_Plant,,High Energy Brown,10,0,14183,14193,stock_adjustment,Shrinkage,6/23/2025,0
INV_514174,5/1/2025 12:45,,STORE_010,Whole Wheat,113,0,-704,-591,return_from_store,Dispatch to Store,5/7/2025,0
INV_503285,2/11/2025 3:50,Willowvale_Plant,,Whole Wheat,43,0,-13171,-13128,stock_adjustment,Expired Waste,2/17/2025,0
INV_513242,4/18/2025 8:22,,STORE_176,Wholegrain Brown,91,0,-203,-112,return_from_store,Damaged,4/23/2025,0
INV_510367,3/1/2025 16:16,,STORE_157,Wholegrain Brown,0,152,-134,-286,store_sale,Shrinkage,3/6/2025,152
INV_507847,1/29/2025 10:44,Shepperton_Plant,,Seed Loaf,0,1429,24556,23127,dispatch,Production,2/4/2025,1429
INV_501313,6/9/2025 20:07,Willowvale_Plant,,Family Loaf,21,0,4339,4360,stock_adjustment,Dispatch to Store,6/16/2025,0
INV_510228,7/8/2025 17:05,,STORE_054,Whole Wheat,0,261,69,-192,store_sale,Shrinkage,7/14/2025,261
INV_508420,2/5/2025 5:40,Willowvale_Plant,,Family Loaf,15,0,11954,11969,stock_adjustment,Expired Waste,2/12/2025,0
INV_511233,1/25/2025 6:03,Shepperton_Plant,,Seed Loaf,1214,0,24746,25960,production,Damaged,1/31/2025,0
INV_515098,2/4/2025 11:40,Shepperton_Plant,,Seed Loaf,0,38,40517,40479,stock_adjustment,Expired Waste,2/10/2025,38
INV_505072,1/27/2025 22:40,Shepperton_Plant,,Whole Wheat,1437,0,18919,20356,production,Production,2/2/2025,0
INV_509373,7/27/2025 8:50,,STORE_123,Whole Wheat,12,0,-294,-282,return_from_store,Dispatch to Store,8/2/2025,0
INV_510502,3/18/2025 4:17,Shepperton_Plant,,Whole Wheat,0,61,40578,40517,waste,Production,3/24/2025,61
INV_513100,3/12/2025 14:57,,STORE_174,High Energy White,0,219,-58,-277,store_sale,Dispatch to Store,3/17/2025,219
INV_512140,3/8/2025 16:43,Shepperton_Plant,,High Energy Brown,0,46,49521,49475,waste,Damaged,3/13/2025,46
INV_502269,1/20/2025 4:05,Willowvale_Plant,,Soft White,523,0,16671,17194,production,Production,1/25/2025,0
INV_517358,2/20/2025 7:35,,STORE_106,Whole Wheat,10,0,85,95,return_from_store,Shrinkage,2/26/2025,0
INV_510256,4/11/2025 17:03,Shepperton_Plant,,Family Loaf,0,183,68477,68294,waste,Shrinkage,4/18/2025,183
INV_513306,4/12/2025 11:26,Shepperton_Plant,,Soft White,0,49,20362,20313,stock_adjustment,Manual Correction,4/17/2025,49
INV_508598,4/5/2025 12:16,Shepperton_Plant,,Whole Wheat,11,0,32004,32015,stock_adjustment,Expired Waste,4/11/2025,0
INV_515213,3/31/2025 23:30,Willowvale_Plant,,Seed Loaf,1081,0,42667,43748,production,Manual Correction,4/6/2025,0
INV_515994,3/26/2025 22:55,Willowvale_Plant,,Whole Wheat,0,131,47302,47171,waste,Return from Store,4/1/2025,131
INV_513078,3/11/2025 2:15,Shepperton_Plant,,Family Loaf,0,64,90326,90262,waste,Sale,3/18/2025,64
INV_517442,4/17/2025 8:08,Willowvale_Plant,,Seed Loaf,0,38,42824,42786,stock_adjustment,Damaged,4/23/2025,38
INV_510811,7/4/2025 10:39,,STORE_138,Family Loaf,20,0,-324,-304,return_from_store,Shrinkage,7/11/2025,0
INV_517646,6/14/2025 6:47,Shepperton_Plant,,Family Loaf,34,0,106635,106669,stock_adjustment,Production,6/21/2025,0
INV_510333,3/18/2025 17:02,Willowvale_Plant,,Seed Loaf,0,193,14735,14542,waste,Return from Store,3/24/2025,193
INV_501541,5/4/2025 0:56,Shepperton_Plant,,Seed Loaf,0,1484,-448,-1932,dispatch,Dispatch to Store,5/10/2025,1484
INV_513866,3/7/2025 23:26,Willowvale_Plant,,Soft White,19,0,64771,64790,stock_adjustment,Return from Store,3/12/2025,0
INV_504607,5/7/2025 9:50,Shepperton_Plant,,Soft White,0,198,26904,26706,waste,Production,5/12/2025,198
INV_513961,5/5/2025 6:34,Willowvale_Plant,,Seed Loaf,1128,0,24468,25596,production,Sale,5/11/2025,0
INV_508434,2/25/2025 11:07,Willowvale_Plant,,High Energy Brown,0,99,35762,35663,waste,Expired Waste,3/2/2025,99
INV_507111,3/1/2025 23:29,Shepperton_Plant,,Wholegrain Brown,41,0,38736,38777,stock_adjustment,Expired Waste,3/6/2025,0
INV_505538,1/21/2025 0:58,Willowvale_Plant,,Family Loaf,0,912,554,-358,dispatch,Shrinkage,1/28/2025,912
INV_504466,2/14/2025 16:40,Shepperton_Plant,,Soft White,0,16,28536,28520,stock_adjustment,Return from Store,2/19/2025,16
INV_513977,4/9/2025 19:57,,STORE_048,High Energy Brown,0,56,24,-32,store_sale,Production,4/14/2025,56
INV_509037,2/10/2025 2:38,Shepperton_Plant,,High Energy Brown,0,24,29794,29770,waste,Manual Correction,2/15/2025,24
INV_509284,2/10/2025 1:41,Shepperton_Plant,,Seed Loaf,0,970,27529,26559,dispatch,Shrinkage,2/16/2025,970
INV_509851,2/4/2025 22:42,Shepperton_Plant,,Soft White,620,0,23330,23950,production,Expired Waste,2/9/2025,0
INV_511450,5/15/2025 23:40,Shepperton_Plant,,Family Loaf,49,0,76721,76770,stock_adjustment,Return from Store,5/22/2025,0
INV_514456,3/2/2025 3:33,Willowvale_Plant,,Whole Wheat,0,1434,38788,37354,dispatch,Dispatch to Store,3/8/2025,1434
INV_506123,3/17/2025 21:04,Shepperton_Plant,,Whole Wheat,1669,0,21718,23387,production,Damaged,3/23/2025,0
INV_508563,4/25/2025 17:33,Willowvale_Plant,,Whole Wheat,0,757,-6193,-6950,dispatch,Damaged,5/1/2025,757
INV_503771,7/3/2025 19:59,Willowvale_Plant,,Wholegrain Brown,837,0,20991,21828,production,Sale,7/8/2025,0
INV_501109,5/7/2025 7:23,Willowvale_Plant,,Seed Loaf,0,22,5316,5294,waste,Shrinkage,5/13/2025,22
INV_504655,1/27/2025 5:49,,STORE_192,Whole Wheat,55,0,-72,-17,return_from_store,Expired Waste,2/2/2025,0
INV_513317,3/27/2025 7:26,Shepperton_Plant,,Family Loaf,0,18,86717,86699,stock_adjustment,Sale,4/3/2025,18
INV_509230,4/29/2025 16:01,Willowvale_Plant,,High Energy Brown,1690,0,43844,45534,production,Production,5/4/2025,0
INV_508212,6/3/2025 16:40,Willowvale_Plant,,High Energy Brown,0,14,36488,36474,stock_adjustment,Production,6/8/2025,14
INV_511210,7/9/2025 3:39,Willowvale_Plant,,High Energy White,20,0,35072,35092,stock_adjustment,Return from Store,7/14/2025,0
INV_515742,6/23/2025 11:11,,STORE_122,Seed Loaf,17,0,-578,-561,return_from_store,Expired Waste,6/29/2025,0
INV_507095,7/2/2025 20:43,,STORE_156,Seed Loaf,0,121,-190,-311,store_sale,Manual Correction,7/8/2025,121
INV_509126,5/5/2025 16:03,,STORE_073,High Energy White,54,0,-88,-34,return_from_store,Production,5/10/2025,0
INV_513751,6/23/2025 18:12,Willowvale_Plant,,Family Loaf,0,111,31745,31634,waste,Shrinkage,6/30/2025,111
INV_509096,5/8/2025 20:50,,STORE_079,Seed Loaf,0,209,-118,-327,store_sale,Expired Waste,5/14/2025,209
INV_501737,3/11/2025 11:18,Shepperton_Plant,,Seed Loaf,44,0,-1347,-1303,stock_adjustment,Sale,3/17/2025,0
INV_516232,6/5/2025 10:59,Willowvale_Plant,,Wholegrain Brown,1284,0,82300,83584,production,Return from Store,6/10/2025,0
INV_509740,5/30/2025 5:46,Shepperton_Plant,,Soft White,24,0,24474,24498,stock_adjustment,Production,6/4/2025,0
INV_500561,1/19/2025 12:33,Shepperton_Plant,,Family Loaf,0,93,-3398,-3491,waste,Manual Correction,1/26/2025,93
INV_511729,6/21/2025 9:26,,STORE_008,Soft White,0,272,-177,-449,store_sale,Production,6/26/2025,272
INV_503345,3/22/2025 0:24,Willowvale_Plant,,Family Loaf,0,870,5943,5073,dispatch,Production,3/29/2025,870
INV_509354,4/12/2025 2:23,,STORE_144,Wholegrain Brown,0,119,86,-33,store_sale,Return from Store,4/17/2025,119
INV_508314,7/5/2025 22:18,,STORE_020,Family Loaf,102,0,-26,76,return_from_store,Dispatch to Store,7/12/2025,0
INV_514743,3/5/2025 5:38,Shepperton_Plant,,High Energy Brown,31,0,43606,43637,stock_adjustment,Return from Store,3/10/2025,0
