dispatch_id,departure_time,expected_arrival,actual_arrival,plant_id,depot_id,vehicle_id,soft_white,high_energy_brown,whole_grain_loaf,low_gi_seed_loaf,total_quantity,dispatch_delay_minutes,hour,dayofweek
DSP_905324,2025-05-04 02:00:00,2025-05-04 02:50:00,2025-05-04 02:58:00,Shepperton_Plant,Hatcliff,TRUCK_014,1374,310,454,342,2480,8.0,2,Sunday
DSP_904182,2025-04-08 04:00:00,2025-04-08 05:50:00,2025-04-08 05:49:00,Shepperton_Plant,Murehwa,TRUCK_057,1225,230,286,347,2088,-1.0,4,Tuesday
DSP_906914,2025-06-09 03:00:00,2025-06-09 03:50:00,2025-06-09 04:13:00,Shepperton_Plant,Hatcliff,TRUCK_105,1514,384,473,574,2945,23.0,3,Monday
DSP_902946,2025-03-08 03:00:00,2025-03-08 05:00:00,2025-03-08 05:26:00,Shepperton_Plant,Chegutu,TRUCK_100,1369,309,367,314,2359,26.0,3,Saturday
DSP_908931,2025-07-27 02:00:00,2025-07-27 03:00:00,2025-07-27 03:33:00,Shepperton_Plant,Harare,TRUCK_049,1741,608,624,752,3725,33.0,2,Sunday
DSP_906862,2025-06-08 02:00:00,2025-06-08 03:00:00,2025-06-08 03:03:00,Shepperton_Plant,Harare,TRUCK_102,1106,325,265,388,2084,3.0,2,Sunday
DSP_902345,2025-02-23 03:00:00,2025-02-23 05:20:00,2025-02-23 05:12:00,Shepperton_Plant,Bindura,TRUCK_007,1461,306,340,366,2473,-8.0,3,Sunday
DSP_908377,2025-07-15 06:00:00,2025-07-15 06:50:00,2025-07-15 07:15:00,Shepperton_Plant,Hatcliff,TRUCK_140,1140,214,266,307,1927,25.0,6,Tuesday
DSP_900349,2025-01-08 02:00:00,2025-01-08 04:30:00,2025-01-08 04:51:00,Shepperton_Plant,Chinhoyi,TRUCK_050,1180,337,248,339,2104,21.0,2,Wednesday
DSP_903864,2025-04-01 06:00:00,2025-04-01 06:50:00,2025-04-01 07:30:00,Shepperton_Plant,Hatcliff,TRUCK_128,1574,405,406,467,2852,40.0,6,Tuesday
DSP_900258,2025-01-06 02:00:00,2025-01-06 02:50:00,2025-01-06 03:19:00,Shepperton_Plant,Hatcliff,TRUCK_056,1193,296,393,438,2320,29.0,2,Monday
DSP_906224,2025-05-24 04:00:00,2025-05-24 05:50:00,2025-05-24 06:17:00,Shepperton_Plant,Murehwa,TRUCK_066,1302,272,364,450,2388,27.0,4,Saturday
DSP_908035,2025-07-05 03:00:00,2025-07-05 05:00:00,2025-07-05 04:52:00,Shepperton_Plant,Chegutu,TRUCK_067,1835,430,468,361,3094,-8.0,3,Saturday
DSP_906470,2025-05-30 02:00:00,2025-05-30 02:50:00,2025-05-30 03:26:00,Shepperton_Plant,Hatcliff,TRUCK_115,1035,260,266,397,1958,36.0,2,Friday
DSP_904449,2025-04-14 02:00:00,2025-04-14 02:50:00,2025-04-14 03:00:00,Shepperton_Plant,Hatcliff,TRUCK_006,1429,405,481,335,2650,10.0,2,Monday
DSP_905636,2025-05-11 03:00:00,2025-05-11 04:50:00,2025-05-11 04:54:00,Shepperton_Plant,Murehwa,TRUCK_065,1498,388,419,605,2910,4.0,3,Sunday
DSP_905175,2025-04-30 06:00:00,2025-04-30 06:50:00,2025-04-30 06:51:00,Shepperton_Plant,Hatcliff,TRUCK_121,2202,737,509,698,4146,1.0,6,Wednesday
DSP_905425,2025-05-06 04:00:00,2025-05-06 06:30:00,2025-05-06 06:25:00,Shepperton_Plant,Chinhoyi,TRUCK_121,1172,438,409,292,2311,-5.0,4,Tuesday
DSP_904469,2025-04-14 03:00:00,2025-04-14 04:00:00,2025-04-14 03:58:00,Shepperton_Plant,Harare,TRUCK_050,1817,589,586,444,3436,-2.0,3,Monday
DSP_905897,2025-05-17 02:00:00,2025-05-17 03:50:00,2025-05-17 04:33:00,Shepperton_Plant,Murehwa,TRUCK_089,2293,433,571,589,3886,43.0,2,Saturday
DSP_909046,2025-07-29 06:00:00,2025-07-29 08:30:00,2025-07-29 08:42:00,Shepperton_Plant,Chinhoyi,TRUCK_114,1086,325,314,338,2063,12.0,6,Tuesday
DSP_905628,2025-05-11 03:00:00,2025-05-11 05:00:00,2025-05-11 05:42:00,Shepperton_Plant,Chegutu,TRUCK_071,2054,504,497,414,3469,42.0,3,Sunday
DSP_902102,2025-02-17 02:00:00,2025-02-17 03:50:00,2025-02-17 03:42:00,Shepperton_Plant,Murehwa,TRUCK_018,933,302,300,367,1902,-8.0,2,Monday
DSP_906031,2025-05-20 04:00:00,2025-05-20 04:50:00,2025-05-20 05:23:00,Shepperton_Plant,Hatcliff,TRUCK_051,1199,321,459,354,2333,33.0,4,Tuesday
DSP_903859,2025-04-01 03:00:00,2025-04-01 05:00:00,2025-04-01 04:58:00,Shepperton_Plant,Chegutu,TRUCK_109,1162,315,443,403,2323,-2.0,3,Tuesday
DSP_906961,2025-06-10 05:00:00,2025-06-10 06:50:00,2025-06-10 06:55:00,Shepperton_Plant,Murehwa,TRUCK_144,1539,370,380,539,2828,5.0,5,Tuesday
DSP_902835,2025-03-05 04:00:00,2025-03-05 09:00:00,2025-03-05 08:57:00,Shepperton_Plant,Mutare,TRUCK_007,1175,447,372,431,2425,-3.0,4,Wednesday
DSP_900954,2025-01-22 05:00:00,2025-01-22 07:30:00,2025-01-22 07:30:00,Shepperton_Plant,Chinhoyi,TRUCK_059,1911,679,707,633,3930,0.0,5,Wednesday
DSP_906491,2025-05-30 06:00:00,2025-05-30 07:00:00,2025-05-30 07:30:00,Shepperton_Plant,Harare,TRUCK_076,1300,416,536,462,2714,30.0,6,Friday
DSP_901704,2025-02-08 06:00:00,2025-02-08 08:00:00,2025-02-08 08:04:00,Shepperton_Plant,Chegutu,TRUCK_072,1078,234,256,255,1823,4.0,6,Saturday
DSP_907498,2025-06-23 02:00:00,2025-06-23 03:50:00,2025-06-23 03:49:00,Shepperton_Plant,Murehwa,TRUCK_035,1250,446,445,547,2688,-1.0,2,Monday
DSP_902338,2025-02-23 06:00:00,2025-02-23 08:30:00,2025-02-23 08:47:00,Shepperton_Plant,Chinhoyi,TRUCK_001,2104,455,507,472,3538,17.0,6,Sunday
DSP_906583,2025-06-01 04:00:00,2025-06-01 04:50:00,2025-06-01 05:21:00,Shepperton_Plant,Hatcliff,TRUCK_070,1947,339,402,578,3266,31.0,4,Sunday
DSP_902286,2025-02-21 04:00:00,2025-02-21 06:30:00,2025-02-21 06:40:00,Shepperton_Plant,Chinhoyi,TRUCK_047,2150,692,655,601,4098,10.0,4,Friday
DSP_904498,2025-04-14 02:00:00,2025-04-14 07:00:00,2025-04-14 07:29:00,Shepperton_Plant,Mutare,TRUCK_073,1823,373,561,498,3255,29.0,2,Monday
DSP_906867,2025-06-08 02:00:00,2025-06-08 04:00:00,2025-06-08 03:51:00,Shepperton_Plant,Chegutu,TRUCK_097,1812,528,790,792,3922,-9.0,2,Sunday
DSP_901027,2025-01-24 06:00:00,2025-01-24 07:50:00,2025-01-24 07:52:00,Shepperton_Plant,Murehwa,TRUCK_107,1712,793,510,737,3752,2.0,6,Friday
DSP_900437,2025-01-10 03:00:00,2025-01-10 04:50:00,2025-01-10 04:54:00,Shepperton_Plant,Murehwa,TRUCK_027,1106,326,346,405,2183,4.0,3,Friday
DSP_901244,2025-01-29 06:00:00,2025-01-29 08:00:00,2025-01-29 08:37:00,Shepperton_Plant,Chegutu,TRUCK_124,2214,420,503,656,3793,37.0,6,Wednesday
DSP_902685,2025-03-02 02:00:00,2025-03-02 04:30:00,2025-03-02 04:24:00,Shepperton_Plant,Chinhoyi,TRUCK_117,1009,422,439,353,2223,-6.0,2,Sunday
DSP_908311,2025-07-13 06:00:00,2025-07-13 06:50:00,2025-07-13 06:51:00,Shepperton_Plant,Hatcliff,TRUCK_047,1361,266,369,397,2393,1.0,6,Sunday
DSP_905741,2025-05-14 05:00:00,2025-05-14 07:30:00,2025-05-14 07:33:00,Shepperton_Plant,Chinhoyi,TRUCK_055,1972,598,570,511,3651,3.0,5,Wednesday
DSP_904731,2025-04-20 06:00:00,2025-04-20 08:30:00,2025-04-20 09:01:00,Shepperton_Plant,Chinhoyi,TRUCK_036,1474,570,472,480,2996,31.0,6,Sunday
DSP_903699,2025-03-27 03:00:00,2025-03-27 04:00:00,2025-03-27 04:11:00,Shepperton_Plant,Harare,TRUCK_029,1668,390,543,442,3043,11.0,3,Thursday
DSP_903028,2025-03-10 06:00:00,2025-03-10 08:20:00,2025-03-10 08:19:00,Shepperton_Plant,Bindura,TRUCK_043,1603,521,446,628,3198,-1.0,6,Monday
DSP_904115,2025-04-06 02:00:00,2025-04-06 04:30:00,2025-04-06 04:26:00,Shepperton_Plant,Chinhoyi,TRUCK_017,1564,557,542,651,3314,-4.0,2,Sunday
DSP_904757,2025-04-21 05:00:00,2025-04-21 06:00:00,2025-04-21 06:03:00,Shepperton_Plant,Harare,TRUCK_082,1006,347,340,498,2191,3.0,5,Monday
DSP_904489,2025-04-14 03:00:00,2025-04-14 04:00:00,2025-04-14 04:00:00,Shepperton_Plant,Harare,TRUCK_039,1526,573,503,557,3159,0.0,3,Monday
DSP_908412,2025-07-16 02:00:00,2025-07-16 04:30:00,2025-07-16 05:07:00,Shepperton_Plant,Chinhoyi,TRUCK_065,1227,245,416,310,2198,37.0,2,Wednesday
DSP_905262,2025-05-02 03:00:00,2025-05-02 05:20:00,2025-05-02 05:31:00,Shepperton_Plant,Bindura,TRUCK_066,2038,695,633,619,3985,11.0,3,Friday
DSP_904877,2025-04-24 04:00:00,2025-04-24 04:50:00,2025-04-24 05:35:00,Shepperton_Plant,Hatcliff,TRUCK_013,1428,532,456,502,2918,45.0,4,Thursday
DSP_906209,2025-05-24 04:00:00,2025-05-24 06:30:00,2025-05-24 06:44:00,Shepperton_Plant,Chinhoyi,TRUCK_063,1150,458,471,386,2465,14.0,4,Saturday
DSP_900399,2025-01-09 03:00:00,2025-01-09 04:00:00,2025-01-09 04:31:00,Shepperton_Plant,Harare,TRUCK_063,1627,563,638,471,3299,31.0,3,Thursday
DSP_907716,2025-06-28 02:00:00,2025-06-28 04:20:00,2025-06-28 04:47:00,Shepperton_Plant,Bindura,TRUCK_122,1297,452,523,456,2728,27.0,2,Saturday
DSP_901252,2025-01-29 03:00:00,2025-01-29 04:50:00,2025-01-29 04:53:00,Shepperton_Plant,Murehwa,TRUCK_105,1008,372,351,240,1971,3.0,3,Wednesday
DSP_908005,2025-07-05 02:00:00,2025-07-05 04:00:00,2025-07-05 04:45:00,Shepperton_Plant,Chegutu,TRUCK_088,1490,559,504,420,2973,45.0,2,Saturday
DSP_904797,2025-04-21 03:00:00,2025-04-21 03:50:00,2025-04-21 03:54:00,Shepperton_Plant,Hatcliff,TRUCK_060,926,278,349,343,1896,4.0,3,Monday
DSP_906172,2025-05-23 05:00:00,2025-05-23 05:50:00,2025-05-23 05:54:00,Shepperton_Plant,Hatcliff,TRUCK_143,1670,497,546,787,3500,4.0,5,Friday
DSP_902353,2025-02-23 06:00:00,2025-02-23 06:50:00,2025-02-23 06:50:00,Shepperton_Plant,Hatcliff,TRUCK_083,1879,580,847,656,3962,0.0,6,Sunday
DSP_901596,2025-02-05 04:00:00,2025-02-05 06:00:00,2025-02-05 06:12:00,Shepperton_Plant,Chegutu,TRUCK_052,1266,347,378,278,2269,12.0,4,Wednesday
DSP_906484,2025-05-30 06:00:00,2025-05-30 08:30:00,2025-05-30 08:31:00,Shepperton_Plant,Chinhoyi,TRUCK_084,2018,600,563,599,3780,1.0,6,Friday
DSP_904436,2025-04-13 04:00:00,2025-04-13 09:00:00,2025-04-13 09:04:00,Shepperton_Plant,Mutare,TRUCK_089,2067,525,523,486,3601,4.0,4,Sunday
DSP_909044,2025-07-29 05:00:00,2025-07-29 07:30:00,2025-07-29 07:45:00,Shepperton_Plant,Chinhoyi,TRUCK_006,1176,464,442,353,2435,15.0,5,Tuesday
DSP_909014,2025-07-28 02:00:00,2025-07-28 07:00:00,2025-07-28 07:05:00,Shepperton_Plant,Mutare,TRUCK_006,1756,503,615,539,3413,5.0,2,Monday
DSP_908897,2025-07-26 04:00:00,2025-07-26 05:50:00,2025-07-26 06:26:00,Shepperton_Plant,Murehwa,TRUCK_114,1017,267,349,345,1978,36.0,4,Saturday
DSP_904102,2025-04-05 06:00:00,2025-04-05 08:00:00,2025-04-05 08:00:00,Shepperton_Plant,Chegutu,TRUCK_077,933,281,347,322,1883,0.0,6,Saturday
DSP_902546,2025-02-27 03:00:00,2025-02-27 04:50:00,2025-02-27 05:15:00,Shepperton_Plant,Murehwa,TRUCK_121,1860,560,615,535,3570,25.0,3,Thursday
DSP_903146,2025-03-13 02:00:00,2025-03-13 04:00:00,2025-03-13 04:42:00,Shepperton_Plant,Chegutu,TRUCK_067,978,262,362,382,1984,42.0,2,Thursday
DSP_906183,2025-05-24 05:00:00,2025-05-24 07:00:00,2025-05-24 07:31:00,Shepperton_Plant,Chegutu,TRUCK_097,1586,506,543,680,3315,31.0,5,Saturday
DSP_903292,2025-03-16 02:00:00,2025-03-16 03:00:00,2025-03-16 03:19:00,Shepperton_Plant,Harare,TRUCK_031,2105,485,736,695,4021,19.0,2,Sunday
DSP_900781,2025-01-18 06:00:00,2025-01-18 08:20:00,2025-01-18 08:18:00,Shepperton_Plant,Bindura,TRUCK_049,1468,557,546,683,3254,-2.0,6,Saturday
DSP_900496,2025-01-11 06:00:00,2025-01-11 08:20:00,2025-01-11 08:15:00,Shepperton_Plant,Bindura,TRUCK_018,1711,655,585,747,3698,-5.0,6,Saturday
DSP_904490,2025-04-14 04:00:00,2025-04-14 05:50:00,2025-04-14 05:41:00,Shepperton_Plant,Murehwa,TRUCK_142,1851,550,535,525,3461,-9.0,4,Monday
DSP_907276,2025-06-18 05:00:00,2025-06-18 07:20:00,2025-06-18 07:45:00,Shepperton_Plant,Bindura,TRUCK_029,1121,266,325,326,2038,25.0,5,Wednesday
DSP_902655,2025-03-02 02:00:00,2025-03-02 04:30:00,2025-03-02 04:28:00,Shepperton_Plant,Chinhoyi,TRUCK_098,2390,581,624,441,4036,-2.0,2,Sunday
DSP_904819,2025-04-22 06:00:00,2025-04-22 08:30:00,2025-04-22 08:41:00,Shepperton_Plant,Chinhoyi,TRUCK_030,1713,440,371,460,2984,11.0,6,Tuesday
DSP_901269,2025-01-30 03:00:00,2025-01-30 03:50:00,2025-01-30 03:55:00,Shepperton_Plant,Hatcliff,TRUCK_076,1745,574,784,574,3677,5.0,3,Thursday
DSP_907437,2025-06-22 04:00:00,2025-06-22 06:20:00,2025-06-22 06:27:00,Shepperton_Plant,Bindura,TRUCK_003,1780,496,478,571,3325,7.0,4,Sunday
DSP_902026,2025-02-15 05:00:00,2025-02-15 05:50:00,2025-02-15 06:31:00,Shepperton_Plant,Hatcliff,TRUCK_106,1788,570,376,524,3258,41.0,5,Saturday
DSP_901655,2025-02-07 02:00:00,2025-02-07 04:30:00,2025-02-07 04:33:00,Shepperton_Plant,Chinhoyi,TRUCK_037,1776,401,547,603,3327,3.0,2,Friday
DSP_906279,2025-05-26 04:00:00,2025-05-26 09:00:00,2025-05-26 09:12:00,Shepperton_Plant,Mutare,TRUCK_109,1552,596,403,515,3066,12.0,4,Monday
DSP_902263,2025-02-21 05:00:00,2025-02-21 10:00:00,2025-02-21 10:36:00,Shepperton_Plant,Mutare,TRUCK_021,1825,632,776,642,3875,36.0,5,Friday
DSP_903360,2025-03-18 03:00:00,2025-03-18 05:00:00,2025-03-18 05:14:00,Shepperton_Plant,Chegutu,TRUCK_048,1895,612,706,784,3997,14.0,3,Tuesday
DSP_903833,2025-03-31 04:00:00,2025-03-31 04:50:00,2025-03-31 04:52:00,Shepperton_Plant,Hatcliff,TRUCK_083,1781,603,596,739,3719,2.0,4,Monday
DSP_905466,2025-05-07 03:00:00,2025-05-07 05:30:00,2025-05-07 05:35:00,Shepperton_Plant,Chinhoyi,TRUCK_066,1433,459,455,478,2825,5.0,3,Wednesday
DSP_902095,2025-02-17 06:00:00,2025-02-17 07:00:00,2025-02-17 06:55:00,Shepperton_Plant,Harare,TRUCK_098,1281,452,497,490,2720,-5.0,6,Monday
DSP_904403,2025-04-13 06:00:00,2025-04-13 07:50:00,2025-04-13 08:05:00,Shepperton_Plant,Murehwa,TRUCK_049,1107,276,259,209,1851,15.0,6,Sunday
DSP_900164,2025-01-04 06:00:00,2025-01-04 06:50:00,2025-01-04 07:05:00,Shepperton_Plant,Hatcliff,TRUCK_107,1571,405,445,620,3041,15.0,6,Saturday
DSP_903296,2025-03-16 02:00:00,2025-03-16 03:00:00,2025-03-16 03:28:00,Shepperton_Plant,Harare,TRUCK_097,1859,444,615,468,3386,28.0,2,Sunday
DSP_904034,2025-04-04 05:00:00,2025-04-04 06:00:00,2025-04-04 06:22:00,Shepperton_Plant,Harare,TRUCK_128,2020,679,772,584,4055,22.0,5,Friday
DSP_902067,2025-02-16 06:00:00,2025-02-16 06:50:00,2025-02-16 06:59:00,Shepperton_Plant,Hatcliff,TRUCK_097,1904,416,499,417,3236,9.0,6,Sunday
DSP_907547,2025-06-24 02:00:00,2025-06-24 02:50:00,2025-06-24 03:27:00,Shepperton_Plant,Hatcliff,TRUCK_066,1561,485,536,569,3151,37.0,2,Tuesday
DSP_903311,2025-03-16 06:00:00,2025-03-16 07:50:00,2025-03-16 07:50:00,Shepperton_Plant,Murehwa,TRUCK_054,2449,652,517,532,4150,0.0,6,Sunday
DSP_903810,2025-03-30 04:00:00,2025-03-30 04:50:00,2025-03-30 05:00:00,Shepperton_Plant,Hatcliff,TRUCK_087,1996,525,436,405,3362,10.0,4,Sunday
DSP_907186,2025-06-16 04:00:00,2025-06-16 04:50:00,2025-06-16 05:31:00,Shepperton_Plant,Hatcliff,TRUCK_039,2135,526,666,508,3835,41.0,4,Monday
DSP_906845,2025-06-07 03:00:00,2025-06-07 05:30:00,2025-06-07 05:22:00,Shepperton_Plant,Chinhoyi,TRUCK_056,2235,667,468,626,3996,-8.0,3,Saturday
DSP_909041,2025-07-29 06:00:00,2025-07-29 07:50:00,2025-07-29 07:49:00,Shepperton_Plant,Murehwa,TRUCK_086,1671,375,438,353,2837,-1.0,6,Tuesday
DSP_902789,2025-03-05 05:00:00,2025-03-05 06:50:00,2025-03-05 07:12:00,Shepperton_Plant,Murehwa,TRUCK_082,1977,396,437,609,3419,22.0,5,Wednesday
DSP_904232,2025-04-09 04:00:00,2025-04-09 09:00:00,2025-04-09 09:14:00,Shepperton_Plant,Mutare,TRUCK_067,2255,679,602,510,4046,14.0,4,Wednesday
DSP_906473,2025-05-30 03:00:00,2025-05-30 08:00:00,2025-05-30 08:08:00,Shepperton_Plant,Mutare,TRUCK_064,979,251,355,282,1867,8.0,3,Friday
DSP_906354,2025-05-27 04:00:00,2025-05-27 04:50:00,2025-05-27 04:41:00,Shepperton_Plant,Hatcliff,TRUCK_125,1155,268,338,378,2139,-9.0,4,Tuesday
DSP_904619,2025-04-17 05:00:00,2025-04-17 06:00:00,2025-04-17 06:18:00,Shepperton_Plant,Harare,TRUCK_063,1716,348,591,396,3051,18.0,5,Thursday
DSP_908397,2025-07-15 02:00:00,2025-07-15 04:20:00,2025-07-15 04:42:00,Shepperton_Plant,Bindura,TRUCK_099,1681,417,326,428,2852,22.0,2,Tuesday
DSP_908001,2025-07-05 06:00:00,2025-07-05 08:20:00,2025-07-05 08:15:00,Shepperton_Plant,Bindura,TRUCK_109,1207,366,523,562,2658,-5.0,6,Saturday
DSP_903168,2025-03-14 03:00:00,2025-03-14 04:50:00,2025-03-14 04:49:00,Shepperton_Plant,Murehwa,TRUCK_023,2062,675,643,810,4190,-1.0,3,Friday
DSP_905134,2025-04-29 05:00:00,2025-04-29 07:20:00,2025-04-29 07:57:00,Shepperton_Plant,Bindura,TRUCK_022,1941,563,441,647,3592,37.0,5,Tuesday
DSP_903448,2025-03-20 03:00:00,2025-03-20 08:00:00,2025-03-20 08:07:00,Shepperton_Plant,Mutare,TRUCK_048,1710,508,560,758,3536,7.0,3,Thursday
DSP_901016,2025-01-24 02:00:00,2025-01-24 03:50:00,2025-01-24 03:53:00,Shepperton_Plant,Murehwa,TRUCK_146,2031,405,436,518,3390,3.0,2,Friday
DSP_905274,2025-05-02 05:00:00,2025-05-02 07:20:00,2025-05-02 07:20:00,Shepperton_Plant,Bindura,TRUCK_083,1073,338,233,323,1967,0.0,5,Friday
DSP_901409,2025-02-01 02:00:00,2025-02-01 04:30:00,2025-02-01 04:41:00,Shepperton_Plant,Chinhoyi,TRUCK_124,1237,398,550,487,2672,11.0,2,Saturday
DSP_906989,2025-06-11 03:00:00,2025-06-11 03:50:00,2025-06-11 04:08:00,Shepperton_Plant,Hatcliff,TRUCK_041,1242,377,481,637,2737,18.0,3,Wednesday
DSP_900288,2025-01-06 04:00:00,2025-01-06 05:00:00,2025-01-06 05:00:00,Shepperton_Plant,Harare,TRUCK_038,1353,387,386,479,2605,0.0,4,Monday
DSP_900029,2025-01-01 03:00:00,2025-01-01 05:20:00,2025-01-01 05:16:00,Shepperton_Plant,Bindura,TRUCK_048,1357,418,612,421,2808,-4.0,3,Wednesday
DSP_906397,2025-05-28 03:00:00,2025-05-28 05:00:00,2025-05-28 05:01:00,Shepperton_Plant,Chegutu,TRUCK_141,2066,385,531,467,3449,1.0,3,Wednesday
DSP_905390,2025-05-05 03:00:00,2025-05-05 04:00:00,2025-05-05 04:36:00,Shepperton_Plant,Harare,TRUCK_060,1319,332,484,362,2497,36.0,3,Monday
DSP_902341,2025-02-23 06:00:00,2025-02-23 07:00:00,2025-02-23 07:31:00,Shepperton_Plant,Harare,TRUCK_120,1472,446,419,355,2692,31.0,6,Sunday
DSP_909027,2025-07-29 02:00:00,2025-07-29 03:00:00,2025-07-29 03:01:00,Shepperton_Plant,Harare,TRUCK_129,1153,422,435,483,2493,1.0,2,Tuesday
DSP_905507,2025-05-08 02:00:00,2025-05-08 04:30:00,2025-05-08 04:46:00,Shepperton_Plant,Chinhoyi,TRUCK_003,1095,285,356,440,2176,16.0,2,Thursday
DSP_904379,2025-04-12 04:00:00,2025-04-12 06:30:00,2025-04-12 07:06:00,Shepperton_Plant,Chinhoyi,TRUCK_052,1469,536,471,433,2909,36.0,4,Saturday
DSP_906259,2025-05-25 03:00:00,2025-05-25 03:50:00,2025-05-25 03:52:00,Shepperton_Plant,Hatcliff,TRUCK_032,1109,333,243,312,1997,2.0,3,Sunday
DSP_908171,2025-07-10 05:00:00,2025-07-10 06:50:00,2025-07-10 07:04:00,Shepperton_Plant,Murehwa,TRUCK_058,905,362,284,355,1906,14.0,5,Thursday
DSP_906597,2025-06-01 04:00:00,2025-06-01 06:00:00,2025-06-01 06:34:00,Shepperton_Plant,Chegutu,TRUCK_027,1269,391,373,420,2453,34.0,4,Sunday
DSP_902648,2025-03-02 06:00:00,2025-03-02 08:20:00,2025-03-02 08:37:00,Shepperton_Plant,Bindura,TRUCK_131,2037,527,826,748,4138,17.0,6,Sunday
DSP_902779,2025-03-04 03:00:00,2025-03-04 05:20:00,2025-03-04 05:15:00,Shepperton_Plant,Bindura,TRUCK_150,1621,537,605,494,3257,-5.0,3,Tuesday
DSP_902444,2025-02-25 03:00:00,2025-02-25 04:50:00,2025-02-25 05:08:00,Shepperton_Plant,Murehwa,TRUCK_029,1958,505,800,611,3874,18.0,3,Tuesday
DSP_904699,2025-04-20 04:00:00,2025-04-20 06:00:00,2025-04-20 06:44:00,Shepperton_Plant,Chegutu,TRUCK_041,1310,480,346,508,2644,44.0,4,Sunday
DSP_903843,2025-03-31 03:00:00,2025-03-31 05:20:00,2025-03-31 05:57:00,Shepperton_Plant,Bindura,TRUCK_080,2145,519,578,728,3970,37.0,3,Monday
DSP_908705,2025-07-21 06:00:00,2025-07-21 08:00:00,2025-07-21 08:45:00,Shepperton_Plant,Chegutu,TRUCK_064,1258,300,413,361,2332,45.0,6,Monday
DSP_900597,2025-01-13 04:00:00,2025-01-13 05:00:00,2025-01-13 05:22:00,Shepperton_Plant,Harare,TRUCK_142,1404,498,523,408,2833,22.0,4,Monday
DSP_902223,2025-02-20 06:00:00,2025-02-20 07:00:00,2025-02-20 06:56:00,Shepperton_Plant,Harare,TRUCK_098,1555,333,417,363,2668,-4.0,6,Thursday
DSP_907727,2025-06-28 02:00:00,2025-06-28 04:00:00,2025-06-28 04:41:00,Shepperton_Plant,Chegutu,TRUCK_121,2135,606,566,619,3926,41.0,2,Saturday
DSP_904088,2025-04-05 05:00:00,2025-04-05 07:30:00,2025-04-05 07:55:00,Shepperton_Plant,Chinhoyi,TRUCK_041,1825,662,681,596,3764,25.0,5,Saturday
DSP_908682,2025-07-21 05:00:00,2025-07-21 10:00:00,2025-07-21 10:22:00,Shepperton_Plant,Mutare,TRUCK_026,1816,675,566,644,3701,22.0,5,Monday
DSP_901052,2025-01-25 06:00:00,2025-01-25 07:00:00,2025-01-25 07:01:00,Shepperton_Plant,Harare,TRUCK_023,1879,600,819,797,4095,1.0,6,Saturday
DSP_908178,2025-07-10 02:00:00,2025-07-10 07:00:00,2025-07-10 07:07:00,Shepperton_Plant,Mutare,TRUCK_017,1498,614,656,447,3215,7.0,2,Thursday
DSP_905756,2025-05-14 02:00:00,2025-05-14 03:50:00,2025-05-14 04:02:00,Shepperton_Plant,Murehwa,TRUCK_147,1059,318,256,319,1952,12.0,2,Wednesday
DSP_906128,2025-05-23 05:00:00,2025-05-23 06:50:00,2025-05-23 07:03:00,Shepperton_Plant,Murehwa,TRUCK_020,2261,576,524,729,4090,13.0,5,Friday
DSP_903219,2025-03-15 05:00:00,2025-03-15 07:20:00,2025-03-15 07:21:00,Shepperton_Plant,Bindura,TRUCK_024,1686,375,362,459,2882,1.0,5,Saturday
DSP_903514,2025-03-22 04:00:00,2025-03-22 05:00:00,2025-03-22 05:39:00,Shepperton_Plant,Harare,TRUCK_143,1723,683,606,524,3536,39.0,4,Saturday
DSP_904852,2025-04-23 02:00:00,2025-04-23 04:00:00,2025-04-23 03:55:00,Shepperton_Plant,Chegutu,TRUCK_031,1387,554,530,546,3017,-5.0,2,Wednesday
DSP_902104,2025-02-17 06:00:00,2025-02-17 08:20:00,2025-02-17 08:22:00,Shepperton_Plant,Bindura,TRUCK_133,1110,481,351,507,2449,2.0,6,Monday
DSP_908547,2025-07-19 06:00:00,2025-07-19 08:20:00,2025-07-19 08:59:00,Shepperton_Plant,Bindura,TRUCK_119,1417,315,304,364,2400,39.0,6,Saturday
DSP_903174,2025-03-14 03:00:00,2025-03-14 04:00:00,2025-03-14 03:59:00,Shepperton_Plant,Harare,TRUCK_029,1435,338,460,324,2557,-1.0,3,Friday
DSP_900097,2025-01-02 02:00:00,2025-01-02 02:50:00,2025-01-02 03:27:00,Shepperton_Plant,Hatcliff,TRUCK_001,1807,605,693,504,3609,37.0,2,Thursday
DSP_903324,2025-03-17 04:00:00,2025-03-17 05:00:00,2025-03-17 05:03:00,Shepperton_Plant,Harare,TRUCK_051,2037,425,512,642,3616,3.0,4,Monday
DSP_901901,2025-02-12 03:00:00,2025-02-12 04:50:00,2025-02-12 04:45:00,Shepperton_Plant,Murehwa,TRUCK_026,1206,309,289,337,2141,-5.0,3,Wednesday
DSP_907465,2025-06-23 04:00:00,2025-06-23 05:00:00,2025-06-23 04:53:00,Shepperton_Plant,Harare,TRUCK_003,1771,520,649,472,3412,-7.0,4,Monday
DSP_902334,2025-02-23 05:00:00,2025-02-23 05:50:00,2025-02-23 05:50:00,Shepperton_Plant,Hatcliff,TRUCK_002,1945,596,689,614,3844,0.0,5,Sunday
DSP_901725,2025-02-08 02:00:00,2025-02-08 03:50:00,2025-02-08 03:53:00,Shepperton_Plant,Murehwa,TRUCK_136,1712,634,742,503,3591,3.0,2,Saturday
