record_id,timestamp,plant_id,depot_id,route_id,store_id,sku,balance_before,balance_after,quantity_moved,movement_type,reason_code,expiry_date
INV_2005912,2025-04-25 09:00:00,Shepperton_Plant,Chinhoyi,,STORE_018,High Energy Brown,-762,-798,-36,sale,Sale,2025-05-16
INV_2005913,2025-04-24 23:00:00,Shepperton_Plant,Harare,,STORE_001,Whole grain loaf,910,862,-48,sale,Sale,2025-05-16
INV_2005914,2025-03-08 14:00:00,Shepperton_Plant,Hatcliff,,STORE_145,High Energy Brown,4445,6877,2432,production,Baked Output,2025-07-16
INV_2005915,2025-03-13 03:00:00,Shepperton_Plant,Hatcliff,,STORE_020,Soft white,3783,3748,-35,sale,Sale,2025-06-07
INV_2005916,2025-02-01 20:00:00,Shepperton_Plant,Harare,,STORE_080,High Energy Brown,2772,2738,-34,sale,Sale,2025-05-10
INV_2005917,2025-03-22 14:00:00,Shepperton_Plant,Mutare,RT_HAT_01,STORE_100,Soft white,1403,451,-952,dispatch,Dispatch to depot,2025-03-04
INV_2005918,2025-07-13 18:00:00,Shepperton_Plant,Hatcliff,,STORE_193,Soft white,2399,4906,2507,production,Baked Output,2025-07-08
INV_2005919,2025-07-19 12:00:00,Shepperton_Plant,Harare,,STORE_100,Low GI Seed loaf,1114,1076,-38,sale,Sale,2025-05-29
INV_2005920,2025-04-26 01:00:00,Shepperton_Plant,Mutare,,STORE_101,Soft white,109,68,-41,sale,Sale,2025-07-18
INV_2005921,2025-02-22 07:00:00,Shepperton_Plant,Chegutu,,STORE_095,Soft white,905,880,-25,sale,Sale,2025-07-10
INV_2005922,2025-06-14 13:00:00,Shepperton_Plant,Harare,,STORE_054,High Energy Brown,3701,3672,-29,sale,Sale,2025-03-10
INV_2005923,2025-02-20 18:00:00,Shepperton_Plant,Mutare,,STORE_068,High Energy Brown,-408,1832,2240,production,Baked Output,2025-07-29
INV_2005924,2025-04-17 20:00:00,Shepperton_Plant,Murehwa,,STORE_124,Whole grain loaf,2658,2599,-59,sale,Sale,2025-06-24
INV_2005925,2025-05-12 12:00:00,Shepperton_Plant,Bindura,,STORE_103,Low GI Seed loaf,1868,1815,-53,sale,Sale,2025-06-03
INV_2005926,2025-03-10 02:00:00,Shepperton_Plant,Harare,,STORE_103,Soft white,1988,4783,2795,production,Baked Output,2025-03-18
INV_2005927,2025-03-01 23:00:00,Shepperton_Plant,Chegutu,,STORE_159,High Energy Brown,3090,3050,-40,sale,Sale,2025-07-01
INV_2005928,2025-05-06 09:00:00,Shepperton_Plant,Harare,,STORE_060,Soft white,3564,3514,-50,sale,Sale,2025-05-05
INV_2005929,2025-01-18 08:00:00,Shepperton_Plant,Murehwa,,STORE_097,Soft white,2380,2337,-43,sale,Sale,2025-04-30
INV_2005930,2025-07-16 15:00:00,Shepperton_Plant,Harare,,STORE_052,Low GI Seed loaf,1693,1668,-25,sale,Sale,2025-02-05
INV_2005931,2025-01-23 22:00:00,Shepperton_Plant,Bindura,RT_CHI_01,STORE_144,Soft white,2835,1635,-1200,dispatch,Dispatch to store,2025-06-14
INV_2005932,2025-07-26 13:00:00,Shepperton_Plant,Mutare,,STORE_181,High Energy Brown,1443,1419,-24,sale,Sale,2025-05-09
INV_2005933,2025-03-26 04:00:00,Shepperton_Plant,Chegutu,,STORE_122,High Energy Brown,1005,971,-34,sale,Sale,2025-04-16
INV_2005934,2025-06-02 06:00:00,Shepperton_Plant,Harare,RT_MUR_01,STORE_119,Low GI Seed loaf,2564,843,-1721,dispatch,Dispatch to depot,2025-01-11
INV_2005935,2025-06-03 08:00:00,Shepperton_Plant,Harare,,STORE_192,Whole grain loaf,3391,4431,1040,production,Baked Output,2025-04-13
INV_2005936,2025-06-02 11:00:00,Shepperton_Plant,Mutare,RT_HAR_03,STORE_072,Low GI Seed loaf,1012,1033,21,return_from_store,Return from store,2025-04-26
INV_2005937,2025-05-04 05:00:00,Shepperton_Plant,Murehwa,,STORE_085,Whole grain loaf,3701,3690,-11,sale,Sale,2025-07-18
INV_2005938,2025-04-01 22:00:00,Shepperton_Plant,Murehwa,,STORE_132,Whole grain loaf,2527,2474,-53,sale,Sale,2025-07-08
INV_2005939,2025-02-01 10:00:00,Shepperton_Plant,Murehwa,,STORE_096,Whole grain loaf,3291,3190,-101,waste,Expired Waste,2025-01-08
INV_2005940,2025-06-22 20:00:00,Shepperton_Plant,Mutare,,STORE_058,Whole grain loaf,3521,3474,-47,sale,Sale,2025-04-06
INV_2005941,2025-06-05 23:00:00,Shepperton_Plant,Mutare,,STORE_060,Low GI Seed loaf,3837,3828,-9,sale,Sale,2025-07-14
INV_2005942,2025-06-16 21:00:00,Shepperton_Plant,Harare,,STORE_187,Soft white,2442,2397,-45,sale,Sale,2025-06-09
INV_2005943,2025-06-12 09:00:00,Shepperton_Plant,Hatcliff,,STORE_200,Low GI Seed loaf,3501,6424,2923,production,Baked Output,2025-05-02
INV_2005944,2025-05-05 19:00:00,Shepperton_Plant,Murehwa,,STORE_029,Whole grain loaf,3178,3122,-56,sale,Sale,2025-02-13
INV_2005945,2025-06-11 16:00:00,Shepperton_Plant,Murehwa,RT_HAR_02,STORE_035,Soft white,1585,415,-1170,dispatch,Dispatch to depot,2025-06-22
INV_2005946,2025-07-11 10:00:00,Shepperton_Plant,Chinhoyi,,STORE_134,Low GI Seed loaf,2062,2025,-37,sale,Sale,2025-03-10
INV_2005947,2025-02-19 13:00:00,Shepperton_Plant,Hatcliff,,STORE_142,High Energy Brown,1585,3350,1765,production,Baked Output,2025-02-15
INV_2005948,2025-03-28 12:00:00,Shepperton_Plant,Chegutu,,STORE_092,High Energy Brown,1178,1161,-17,sale,Sale,2025-04-04
INV_2005949,2025-03-28 05:00:00,Shepperton_Plant,Bindura,,STORE_190,Soft white,2675,3617,942,production,Baked Output,2025-03-12
INV_2005950,2025-01-15 18:00:00,Shepperton_Plant,Mutare,,STORE_183,High Energy Brown,2553,2531,-22,sale,Sale,2025-07-13
INV_2005951,2025-07-01 13:00:00,Shepperton_Plant,Chegutu,,STORE_056,High Energy Brown,6371,6318,-53,sale,Sale,2025-03-21
INV_2005952,2025-05-21 08:00:00,Shepperton_Plant,Bindura,RT_HAR_03,STORE_044,Whole grain loaf,1591,1102,-489,dispatch,Dispatch to depot,2025-04-06
INV_2005953,2025-07-23 20:00:00,Shepperton_Plant,Chinhoyi,,STORE_187,Whole grain loaf,-371,-413,-42,sale,Sale,2025-07-08
INV_2005954,2025-05-11 02:00:00,Shepperton_Plant,Bindura,,STORE_084,Soft white,-295,705,1000,production,Baked Output,2025-01-31
INV_2005955,2025-06-19 05:00:00,Shepperton_Plant,Hatcliff,RT_BIN_01,STORE_153,High Energy Brown,1045,1150,105,return_from_store,Return from store,2025-04-18
INV_2005956,2025-07-01 04:00:00,Shepperton_Plant,Murehwa,,STORE_090,High Energy Brown,3409,3374,-35,sale,Sale,2025-03-18
INV_2005957,2025-02-17 20:00:00,Shepperton_Plant,Chegutu,,STORE_157,Low GI Seed loaf,1959,2153,194,stock_adjustment,Manual Correction,2025-05-25
INV_2005958,2025-04-02 16:00:00,Shepperton_Plant,Mutare,,STORE_085,High Energy Brown,3651,3540,-111,stock_adjustment,Manual Correction,2025-03-24
INV_2005959,2025-03-14 18:00:00,Shepperton_Plant,Hatcliff,RT_MUT_01,STORE_177,High Energy Brown,1393,928,-465,dispatch,Dispatch to store,2025-01-08
INV_2005960,2025-01-16 20:00:00,Shepperton_Plant,Harare,,STORE_166,High Energy Brown,1336,1290,-46,sale,Sale,2025-01-24
INV_2005961,2025-02-20 09:00:00,Shepperton_Plant,Murehwa,,STORE_082,High Energy Brown,2730,2679,-51,sale,Sale,2025-05-25
INV_2005962,2025-07-08 16:00:00,Shepperton_Plant,Mutare,RT_MUR_01,STORE_098,Whole grain loaf,2674,1351,-1323,dispatch,Dispatch to store,2025-06-12
INV_2005963,2025-01-05 05:00:00,Shepperton_Plant,Bindura,,STORE_171,Soft white,3227,5193,1966,production,Baked Output,2025-02-27
INV_2005964,2025-04-04 15:00:00,Shepperton_Plant,Harare,,STORE_101,Whole grain loaf,843,3763,2920,production,Baked Output,2025-02-09
INV_2005965,2025-03-02 13:00:00,Shepperton_Plant,Mutare,,STORE_050,Whole grain loaf,2165,5075,2910,production,Baked Output,2025-06-06
INV_2005966,2025-04-18 10:00:00,Shepperton_Plant,Mutare,,STORE_155,Whole grain loaf,2103,2061,-42,sale,Sale,2025-07-13
INV_2005967,2025-01-21 09:00:00,Shepperton_Plant,Chinhoyi,,STORE_120,Low GI Seed loaf,1586,1558,-28,sale,Sale,2025-04-15
INV_2005968,2025-02-09 01:00:00,Shepperton_Plant,Murehwa,,STORE_044,Whole grain loaf,3504,4756,1252,production,Baked Output,2025-02-28
INV_2005969,2025-02-28 19:00:00,Shepperton_Plant,Bindura,,STORE_083,Low GI Seed loaf,1314,1295,-19,sale,Sale,2025-06-17
INV_2005970,2025-02-02 08:00:00,Shepperton_Plant,Chegutu,,STORE_174,High Energy Brown,1142,2346,1204,production,Baked Output,2025-06-18
INV_2005971,2025-06-08 12:00:00,Shepperton_Plant,Chegutu,RT_HAT_01,STORE_144,Low GI Seed loaf,1607,1138,-469,dispatch,Dispatch to store,2025-06-14
INV_2005972,2025-03-16 07:00:00,Shepperton_Plant,Chinhoyi,,STORE_143,Whole grain loaf,1251,1241,-10,sale,Sale,2025-07-10
INV_2005973,2025-05-19 04:00:00,Shepperton_Plant,Murehwa,,STORE_023,High Energy Brown,2921,2875,-46,waste,Expired Waste,2025-03-07
INV_2005974,2025-06-27 22:00:00,Shepperton_Plant,Chegutu,,STORE_035,Whole grain loaf,1153,1148,-5,sale,Sale,2025-04-11
INV_2005975,2025-06-21 07:00:00,Shepperton_Plant,Mutare,,STORE_052,Whole grain loaf,2274,2136,-138,waste,Damaged,2025-07-05
INV_2005976,2025-01-24 05:00:00,Shepperton_Plant,Mutare,RT_MUT_02,STORE_073,Whole grain loaf,1557,1164,-393,dispatch,Dispatch to store,2025-05-03
INV_2005977,2025-04-05 21:00:00,Shepperton_Plant,Harare,,STORE_053,High Energy Brown,3872,3862,-10,sale,Sale,2025-01-25
INV_2005978,2025-03-13 02:00:00,Shepperton_Plant,Bindura,,STORE_147,Soft white,2866,4382,1516,production,Baked Output,2025-02-19
INV_2005979,2025-02-22 11:00:00,Shepperton_Plant,Bindura,,STORE_153,High Energy Brown,2943,3017,74,stock_adjustment,Manual Correction,2025-04-17
INV_2005980,2025-06-08 05:00:00,Shepperton_Plant,Chinhoyi,,STORE_145,Low GI Seed loaf,3059,3019,-40,sale,Sale,2025-04-11
INV_2005981,2025-05-25 09:00:00,Shepperton_Plant,Mutare,RT_MUR_01,STORE_017,Whole grain loaf,3516,2033,-1483,dispatch,Dispatch to store,2025-07-23
INV_2005982,2025-03-20 00:00:00,Shepperton_Plant,Harare,,STORE_135,Low GI Seed loaf,901,3368,2467,production,Baked Output,2025-03-15
INV_2005983,2025-01-05 13:00:00,Shepperton_Plant,Mutare,RT_MUR_01,STORE_138,Whole grain loaf,831,916,85,return_from_store,Return from store,2025-04-12
INV_2005984,2025-03-14 12:00:00,Shepperton_Plant,Chinhoyi,,STORE_085,Soft white,-1212,-1255,-43,sale,Sale,2025-01-30
INV_2005985,2025-03-13 23:00:00,Shepperton_Plant,Bindura,RT_HAT_02,STORE_057,Low GI Seed loaf,1427,833,-594,dispatch,Dispatch to depot,2025-03-27
INV_2005986,2025-02-17 10:00:00,Shepperton_Plant,Chegutu,RT_MUT_01,STORE_199,Low GI Seed loaf,1583,780,-803,dispatch,Dispatch to depot,2025-03-08
INV_2005987,2025-04-24 01:00:00,Shepperton_Plant,Hatcliff,,STORE_047,Soft white,2533,2503,-30,sale,Sale,2025-04-07
INV_2005988,2025-06-19 07:00:00,Shepperton_Plant,Mutare,,STORE_192,Whole grain loaf,3465,3429,-36,sale,Sale,2025-06-26
INV_2005989,2025-04-25 22:00:00,Shepperton_Plant,Harare,,STORE_072,Soft white,3199,3184,-15,sale,Sale,2025-04-23
INV_2005990,2025-03-22 02:00:00,Shepperton_Plant,Chinhoyi,RT_HAR_01,STORE_002,Whole grain loaf,2901,2540,-361,dispatch,Dispatch to store,2025-01-19
INV_2005991,2025-02-17 23:00:00,Shepperton_Plant,Mutare,,STORE_032,Low GI Seed loaf,3884,3861,-23,waste,Damaged,2025-05-22
INV_2005992,2025-02-23 00:00:00,Shepperton_Plant,Harare,,STORE_042,Low GI Seed loaf,2288,2150,-138,stock_adjustment,Manual Correction,2025-05-12
INV_2005993,2025-02-07 05:00:00,Shepperton_Plant,Chegutu,,STORE_136,Soft white,1889,4714,2825,production,Baked Output,2025-07-26
INV_2005994,2025-02-12 10:00:00,Shepperton_Plant,Hatcliff,,STORE_041,Low GI Seed loaf,1499,1466,-33,sale,Sale,2025-07-20
INV_2005995,2025-04-14 02:00:00,Shepperton_Plant,Bindura,,STORE_130,Whole grain loaf,1223,2627,1404,production,Baked Output,2025-04-09
INV_2005996,2025-02-16 08:00:00,Shepperton_Plant,Chinhoyi,,STORE_012,Whole grain loaf,937,814,-123,waste,Damaged,2025-06-09
INV_2005997,2025-05-09 06:00:00,Shepperton_Plant,Chinhoyi,,STORE_091,Low GI Seed loaf,3409,3378,-31,sale,Sale,2025-07-14
INV_2005998,2025-04-19 03:00:00,Shepperton_Plant,Chinhoyi,,STORE_060,Soft white,3221,3181,-40,sale,Sale,2025-01-31
INV_2005999,2025-04-19 19:00:00,Shepperton_Plant,Hatcliff,,STORE_042,Low GI Seed loaf,3421,3380,-41,sale,Sale,2025-02-25
INV_2006000,2025-06-11 08:00:00,Shepperton_Plant,Hatcliff,RT_CHI_02,STORE_153,Soft white,2600,2024,-576,dispatch,Dispatch to store,2025-01-25
INV_2006001,2025-05-26 03:00:00,Shepperton_Plant,Chegutu,,STORE_185,Whole grain loaf,5178,5118,-60,sale,Sale,2025-02-11
INV_2006002,2025-04-27 16:00:00,Shepperton_Plant,Hatcliff,RT_CHI_02,STORE_075,Low GI Seed loaf,751,-246,-997,dispatch,Dispatch to depot,2025-06-21
INV_2006003,2025-06-22 03:00:00,Shepperton_Plant,Chegutu,,STORE_068,Whole grain loaf,3647,3615,-32,sale,Sale,2025-01-22
INV_2006004,2025-06-17 02:00:00,Shepperton_Plant,Harare,,STORE_004,High Energy Brown,2731,4746,2015,production,Baked Output,2025-02-15
INV_2006005,2025-04-01 18:00:00,Shepperton_Plant,Mutare,,STORE_174,High Energy Brown,2356,2347,-9,sale,Sale,2025-02-17
INV_2006006,2025-07-15 01:00:00,Shepperton_Plant,Hatcliff,,STORE_155,High Energy Brown,2784,2773,-11,sale,Sale,2025-01-16
INV_2006007,2025-07-19 03:00:00,Shepperton_Plant,Murehwa,,STORE_154,Low GI Seed loaf,3037,2981,-56,sale,Sale,2025-01-28
INV_2006008,2025-03-20 11:00:00,Shepperton_Plant,Harare,RT_HAR_01,STORE_155,High Energy Brown,785,-511,-1296,dispatch,Dispatch to store,2025-05-09
INV_2006009,2025-02-13 13:00:00,Shepperton_Plant,Murehwa,,STORE_080,Low GI Seed loaf,2959,2902,-57,sale,Sale,2025-01-21
INV_2006010,2025-05-26 03:00:00,Shepperton_Plant,Bindura,,STORE_133,Low GI Seed loaf,2035,3926,1891,production,Baked Output,2025-03-07
INV_2006011,2025-06-16 07:00:00,Shepperton_Plant,Chinhoyi,,STORE_012,Low GI Seed loaf,3034,2983,-51,waste,Damaged,2025-02-16
INV_2006012,2025-06-02 18:00:00,Shepperton_Plant,Chinhoyi,,STORE_097,Low GI Seed loaf,2519,2429,-90,waste,Damaged,2025-06-05
INV_2006013,2025-06-25 05:00:00,Shepperton_Plant,Chinhoyi,,STORE_086,High Energy Brown,44,11,-33,sale,Sale,2025-07-24
INV_2006014,2025-02-11 02:00:00,Shepperton_Plant,Chegutu,,STORE_093,High Energy Brown,824,818,-6,sale,Sale,2025-03-06
INV_2006015,2025-05-21 17:00:00,Shepperton_Plant,Hatcliff,RT_HAR_02,STORE_078,High Energy Brown,3919,2166,-1753,dispatch,Dispatch to depot,2025-02-07
INV_2006016,2025-04-04 13:00:00,Shepperton_Plant,Chegutu,,STORE_097,Whole grain loaf,-849,-863,-14,sale,Sale,2025-05-11
INV_2006017,2025-02-17 05:00:00,Shepperton_Plant,Harare,RT_HAR_02,STORE_104,Whole grain loaf,528,630,102,return_from_store,Return from store,2025-06-25
INV_2006018,2025-01-18 22:00:00,Shepperton_Plant,Chinhoyi,,STORE_123,High Energy Brown,1635,1609,-26,sale,Sale,2025-07-24
INV_2006019,2025-06-23 21:00:00,Shepperton_Plant,Bindura,,STORE_074,Low GI Seed loaf,1405,1384,-21,sale,Sale,2025-02-17
INV_2006020,2025-02-26 16:00:00,Shepperton_Plant,Mutare,RT_HAT_01,STORE_005,High Energy Brown,4656,4728,72,return_from_store,Return from store,2025-05-22
INV_2006021,2025-06-24 07:00:00,Shepperton_Plant,Harare,,STORE_157,Soft white,1208,1137,-71,waste,Expired Waste,2025-05-25
INV_2006022,2025-06-11 20:00:00,Shepperton_Plant,Mutare,,STORE_156,High Energy Brown,1199,1169,-30,sale,Sale,2025-07-12
INV_2006023,2025-02-12 14:00:00,Shepperton_Plant,Chinhoyi,,STORE_117,Whole grain loaf,581,556,-25,sale,Sale,2025-04-11
INV_2006024,2025-07-24 02:00:00,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_007,Whole grain loaf,3332,2404,-928,dispatch,Dispatch to store,2025-02-10
INV_2006025,2025-01-16 19:00:00,Shepperton_Plant,Bindura,RT_BIN_01,STORE_034,Whole grain loaf,5590,5599,9,return_from_store,Return from store,2025-07-26
INV_2006026,2025-06-24 13:00:00,Shepperton_Plant,Murehwa,,STORE_100,Soft white,3653,3605,-48,sale,Sale,2025-01-12
INV_2006027,2025-03-07 20:00:00,Shepperton_Plant,Bindura,,STORE_158,Whole grain loaf,3826,5161,1335,production,Baked Output,2025-03-01
INV_2006028,2025-07-09 07:00:00,Shepperton_Plant,Hatcliff,RT_CHE_02,STORE_145,Low GI Seed loaf,2415,1276,-1139,dispatch,Dispatch to store,2025-02-07
INV_2006029,2025-04-02 10:00:00,Shepperton_Plant,Chegutu,RT_HAT_01,STORE_116,Whole grain loaf,1282,726,-556,dispatch,Dispatch to store,2025-03-25
INV_2006030,2025-05-15 08:00:00,Shepperton_Plant,Harare,,STORE_200,Low GI Seed loaf,2223,2207,-16,sale,Sale,2025-04-16
INV_2006031,2025-05-21 04:00:00,Shepperton_Plant,Harare,,STORE_146,Whole grain loaf,3092,3066,-26,sale,Sale,2025-04-13
INV_2006032,2025-06-27 19:00:00,Shepperton_Plant,Mutare,,STORE_076,Soft white,-385,-390,-5,sale,Sale,2025-01-21
INV_2006033,2025-05-19 13:00:00,Shepperton_Plant,Bindura,,STORE_103,High Energy Brown,1166,3327,2161,production,Baked Output,2025-05-08
INV_2006034,2025-01-22 22:00:00,Shepperton_Plant,Harare,,STORE_138,High Energy Brown,2953,2946,-7,sale,Sale,2025-01-30
INV_2006035,2025-07-07 04:00:00,Shepperton_Plant,Bindura,,STORE_063,Whole grain loaf,3206,3150,-56,sale,Sale,2025-02-06
INV_2006036,2025-02-11 11:00:00,Shepperton_Plant,Harare,,STORE_196,High Energy Brown,2830,4067,1237,production,Baked Output,2025-01-25
INV_2006037,2025-02-25 17:00:00,Shepperton_Plant,Mutare,,STORE_181,Low GI Seed loaf,2550,2305,-245,waste,Damaged,2025-07-17
INV_2006038,2025-04-17 18:00:00,Shepperton_Plant,Chinhoyi,,STORE_082,High Energy Brown,1042,3129,2087,production,Baked Output,2025-04-20
INV_2006039,2025-01-21 23:00:00,Shepperton_Plant,Chegutu,,STORE_200,Low GI Seed loaf,1525,1492,-33,sale,Sale,2025-06-04
INV_2006040,2025-06-11 13:00:00,Shepperton_Plant,Chinhoyi,,STORE_175,High Energy Brown,1010,982,-28,sale,Sale,2025-03-05
INV_2006041,2025-04-17 14:00:00,Shepperton_Plant,Hatcliff,,STORE_006,High Energy Brown,2265,2258,-7,sale,Sale,2025-01-16
INV_2006042,2025-03-12 01:00:00,Shepperton_Plant,Murehwa,,STORE_131,Soft white,5950,5911,-39,sale,Sale,2025-07-23
INV_2006043,2025-03-13 07:00:00,Shepperton_Plant,Bindura,RT_BIN_01,STORE_169,Whole grain loaf,2719,1198,-1521,dispatch,Dispatch to store,2025-06-04
INV_2006044,2025-04-25 13:00:00,Shepperton_Plant,Chinhoyi,,STORE_190,High Energy Brown,730,685,-45,sale,Sale,2025-05-22
INV_2006045,2025-04-27 10:00:00,Shepperton_Plant,Mutare,,STORE_045,Whole grain loaf,4309,4298,-11,sale,Sale,2025-03-08
INV_2006046,2025-01-25 08:00:00,Shepperton_Plant,Mutare,RT_HAR_02,STORE_151,Soft white,1693,96,-1597,dispatch,Dispatch to depot,2025-07-21
INV_2006047,2025-06-14 10:00:00,Shepperton_Plant,Harare,,STORE_099,Soft white,2844,2817,-27,sale,Sale,2025-01-20
INV_2006048,2025-06-24 20:00:00,Shepperton_Plant,Mutare,,STORE_094,Soft white,2807,2747,-60,sale,Sale,2025-01-16
INV_2006049,2025-05-22 13:00:00,Shepperton_Plant,Murehwa,RT_HAT_02,STORE_121,High Energy Brown,3517,2501,-1016,dispatch,Dispatch to depot,2025-06-19
INV_2006050,2025-06-02 18:00:00,Shepperton_Plant,Bindura,,STORE_040,Whole grain loaf,2655,2644,-11,sale,Sale,2025-01-19
INV_2006051,2025-04-23 02:00:00,Shepperton_Plant,Harare,,STORE_170,High Energy Brown,1325,1286,-39,sale,Sale,2025-01-18
INV_2006052,2025-03-15 01:00:00,Shepperton_Plant,Hatcliff,,STORE_154,Soft white,3513,3397,-116,stock_adjustment,Manual Correction,2025-07-13
INV_2006053,2025-05-14 12:00:00,Shepperton_Plant,Bindura,,STORE_079,Whole grain loaf,4521,4476,-45,sale,Sale,2025-01-08
INV_2006054,2025-01-17 00:00:00,Shepperton_Plant,Mutare,,STORE_160,Whole grain loaf,1737,4337,2600,production,Baked Output,2025-03-20
INV_2006055,2025-05-01 17:00:00,Shepperton_Plant,Harare,,STORE_171,High Energy Brown,2723,2695,-28,sale,Sale,2025-07-03
INV_2006056,2025-05-23 06:00:00,Shepperton_Plant,Chegutu,,STORE_170,Low GI Seed loaf,200,1459,1259,production,Baked Output,2025-06-16
INV_2006057,2025-01-20 08:00:00,Shepperton_Plant,Bindura,,STORE_005,Whole grain loaf,2950,2906,-44,sale,Sale,2025-06-21
INV_2006058,2025-04-21 20:00:00,Shepperton_Plant,Chinhoyi,,STORE_006,High Energy Brown,694,644,-50,sale,Sale,2025-05-11
INV_2006059,2025-07-09 18:00:00,Shepperton_Plant,Hatcliff,,STORE_102,Soft white,3808,3770,-38,sale,Sale,2025-02-12
INV_2006060,2025-01-15 19:00:00,Shepperton_Plant,Murehwa,RT_CHE_02,STORE_098,Soft white,1260,884,-376,dispatch,Dispatch to store,2025-03-21
INV_2006061,2025-02-01 20:00:00,Shepperton_Plant,Murehwa,,STORE_029,High Energy Brown,5555,5535,-20,sale,Sale,2025-06-30
INV_2006062,2025-06-20 16:00:00,Shepperton_Plant,Murehwa,,STORE_173,Soft white,754,730,-24,sale,Sale,2025-03-27
INV_2006063,2025-07-22 03:00:00,Shepperton_Plant,Harare,,STORE_144,Whole grain loaf,2765,4746,1981,production,Baked Output,2025-01-27
INV_2006064,2025-01-12 05:00:00,Shepperton_Plant,Chinhoyi,,STORE_177,Low GI Seed loaf,2183,2126,-57,sale,Sale,2025-06-21
INV_2006065,2025-02-01 15:00:00,Shepperton_Plant,Mutare,,STORE_157,Soft white,3568,3525,-43,sale,Sale,2025-04-14
INV_2006066,2025-05-16 18:00:00,Shepperton_Plant,Bindura,,STORE_086,Soft white,3657,3635,-22,sale,Sale,2025-04-18
INV_2006067,2025-04-26 15:00:00,Shepperton_Plant,Chinhoyi,RT_HAR_03,STORE_008,Low GI Seed loaf,2854,2224,-630,dispatch,Dispatch to store,2025-04-30
INV_2006068,2025-03-19 03:00:00,Shepperton_Plant,Hatcliff,RT_HAR_02,STORE_008,High Energy Brown,2895,1853,-1042,dispatch,Dispatch to store,2025-04-19
INV_2006069,2025-07-10 12:00:00,Shepperton_Plant,Bindura,,STORE_067,Soft white,3322,5302,1980,production,Baked Output,2025-03-15
INV_2006070,2025-05-07 03:00:00,Shepperton_Plant,Harare,RT_HAR_02,STORE_065,Low GI Seed loaf,2677,2748,71,return_from_store,Return from store,2025-02-18
INV_2006071,2025-05-08 08:00:00,Shepperton_Plant,Chinhoyi,,STORE_184,Whole grain loaf,2463,2455,-8,sale,Sale,2025-05-19
INV_2006072,2025-05-19 11:00:00,Shepperton_Plant,Hatcliff,,STORE_164,Soft white,902,869,-33,sale,Sale,2025-04-16
INV_2006073,2025-06-09 11:00:00,Shepperton_Plant,Murehwa,,STORE_140,Low GI Seed loaf,4897,4864,-33,sale,Sale,2025-05-29
INV_2006074,2025-02-26 14:00:00,Shepperton_Plant,Chegutu,,STORE_003,High Energy Brown,1183,1170,-13,sale,Sale,2025-04-03
INV_2006075,2025-05-25 03:00:00,Shepperton_Plant,Hatcliff,,STORE_135,Soft white,3828,3612,-216,waste,Damaged,2025-04-23
INV_2006076,2025-05-17 11:00:00,Shepperton_Plant,Mutare,,STORE_031,Low GI Seed loaf,4542,5805,1263,production,Baked Output,2025-07-20
INV_2006077,2025-03-02 02:00:00,Shepperton_Plant,Chegutu,RT_HAR_03,STORE_110,Low GI Seed loaf,1519,30,-1489,dispatch,Dispatch to store,2025-06-30
INV_2006078,2025-03-16 14:00:00,Shepperton_Plant,Hatcliff,,STORE_092,Whole grain loaf,243,212,-31,sale,Sale,2025-01-16
INV_2006079,2025-03-02 00:00:00,Shepperton_Plant,Mutare,,STORE_057,Soft white,3276,4519,1243,production,Baked Output,2025-05-08
INV_2006080,2025-03-15 05:00:00,Shepperton_Plant,Chinhoyi,RT_MUT_01,STORE_080,Whole grain loaf,882,111,-771,dispatch,Dispatch to store,2025-07-09
INV_2006081,2025-06-25 02:00:00,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_123,Whole grain loaf,3655,2402,-1253,dispatch,Dispatch to depot,2025-06-02
INV_2006082,2025-03-02 20:00:00,Shepperton_Plant,Mutare,,STORE_120,High Energy Brown,867,2009,1142,production,Baked Output,2025-06-15
INV_2006083,2025-07-27 15:00:00,Shepperton_Plant,Murehwa,RT_MUT_02,STORE_150,Whole grain loaf,3167,2180,-987,dispatch,Dispatch to depot,2025-07-17
INV_2006084,2025-01-01 01:00:00,Shepperton_Plant,Bindura,,STORE_105,Soft white,1228,3701,2473,production,Baked Output,2025-07-14
INV_2006085,2025-01-20 11:00:00,Shepperton_Plant,Murehwa,,STORE_119,Low GI Seed loaf,1230,1199,-31,waste,Damaged,2025-02-08
INV_2006086,2025-01-15 09:00:00,Shepperton_Plant,Harare,RT_CHE_01,STORE_089,Whole grain loaf,985,207,-778,dispatch,Dispatch to store,2025-03-19
INV_2006087,2025-02-25 09:00:00,Shepperton_Plant,Harare,,STORE_131,Soft white,2143,1923,-220,waste,Damaged,2025-01-18
INV_2006088,2025-05-11 20:00:00,Shepperton_Plant,Bindura,RT_CHE_01,STORE_039,Whole grain loaf,701,296,-405,dispatch,Dispatch to depot,2025-03-28
INV_2006089,2025-01-24 23:00:00,Shepperton_Plant,Mutare,,STORE_160,Soft white,2383,4957,2574,production,Baked Output,2025-03-08
INV_2006090,2025-03-13 10:00:00,Shepperton_Plant,Chegutu,,STORE_044,Soft white,2395,2358,-37,sale,Sale,2025-05-10
INV_2006091,2025-04-05 17:00:00,Shepperton_Plant,Chegutu,,STORE_196,Low GI Seed loaf,920,683,-237,waste,Expired Waste,2025-06-24
