sale_id,date,plant_id,depot_id,region,sku,quantity_sold,bakers_inn_price
SAL_302994,2025-01-15,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,2077,0.93
SAL_302995,2025-02-08,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1908,0.93
SAL_302996,2025-01-13,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,491,0.93
SAL_302997,2025-06-18,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,1541,0.93
SAL_302998,2025-03-02,Shepperton_Plant,Murehwa,Mashonaland East,High Energy Brown,1206,0.93
SAL_302999,2025-07-12,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,2102,0.93
SAL_303000,2025-01-19,Shepperton_Plant,Mutare,Manicaland,Soft white,1365,0.93
SAL_303001,2025-02-07,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,1775,0.93
SAL_303002,2025-06-28,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,1315,0.93
SAL_303003,2025-07-25,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1058,0.93
SAL_303004,2025-06-06,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1825,0.93
SAL_303005,2025-04-03,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1241,0.93
SAL_303006,2025-07-14,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,315,0.93
SAL_303007,2025-07-10,Shepperton_Plant,Harare,Harare Urban,Soft white,2016,0.93
SAL_303008,2025-06-28,Shepperton_Plant,Murehwa,Mashonaland East,High Energy Brown,950,0.93
SAL_303009,2025-02-11,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,910,0.93
SAL_303010,2025-03-23,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,667,0.93
SAL_303011,2025-06-16,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1830,0.93
SAL_303012,2025-04-13,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,757,0.93
SAL_303013,2025-07-18,Shepperton_Plant,Harare,Harare Urban,Soft white,2173,0.93
SAL_303014,2025-05-20,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,426,0.93
SAL_303015,2025-03-16,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,374,0.93
SAL_303016,2025-04-13,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,677,0.93
SAL_303017,2025-01-18,Shepperton_Plant,Mutare,Manicaland,Soft white,988,0.93
SAL_303018,2025-07-18,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1907,0.93
SAL_303019,2025-03-22,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1627,0.93
SAL_303020,2025-01-11,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1183,0.93
SAL_303021,2025-05-14,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1978,0.93
SAL_303022,2025-06-18,Shepperton_Plant,Murehwa,Mashonaland East,High Energy Brown,879,0.93
SAL_303023,2025-02-19,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,631,0.93
SAL_303024,2025-02-03,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1233,0.93
SAL_303025,2025-03-21,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1086,0.93
SAL_303026,2025-01-17,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,2195,0.93
SAL_303027,2025-03-09,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,1965,0.93
SAL_303028,2025-04-05,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,398,0.93
SAL_303029,2025-02-23,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,1337,0.93
SAL_303030,2025-02-05,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,1647,0.93
SAL_303031,2025-03-18,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,749,0.93
SAL_303032,2025-02-23,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,1967,0.93
SAL_303033,2025-05-12,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,796,0.93
SAL_303034,2025-06-27,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,361,0.93
SAL_303035,2025-03-26,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1900,0.93
SAL_303036,2025-07-10,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,1757,0.93
SAL_303037,2025-07-13,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,2128,0.93
SAL_303038,2025-01-27,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1803,0.93
SAL_303039,2025-05-06,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,2054,0.93
SAL_303040,2025-03-10,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,1657,0.93
SAL_303041,2025-02-02,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,506,0.93
SAL_303042,2025-01-04,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1019,0.93
SAL_303043,2025-06-09,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,402,0.93
SAL_303044,2025-03-18,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1786,0.93
SAL_303045,2025-03-22,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,2094,0.93
SAL_303046,2025-04-01,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1019,0.93
SAL_303047,2025-02-09,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1309,0.93
SAL_303048,2025-05-16,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,1452,0.93
SAL_303049,2025-07-16,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1920,0.93
SAL_303050,2025-06-12,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,666,0.93
SAL_303051,2025-02-09,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,459,0.93
SAL_303052,2025-07-09,Shepperton_Plant,Mutare,Manicaland,Soft white,1250,0.93
SAL_303053,2025-04-07,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,2034,0.93
SAL_303054,2025-07-11,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,588,0.93
SAL_303055,2025-01-23,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,308,0.93
SAL_303056,2025-05-19,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1471,0.93
SAL_303057,2025-06-21,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,1817,0.93
SAL_303058,2025-07-06,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,542,0.93
SAL_303059,2025-06-06,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1254,0.93
SAL_303060,2025-04-10,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,1136,0.93
SAL_303061,2025-06-21,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,463,0.93
SAL_303062,2025-05-09,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1215,0.93
SAL_303063,2025-07-24,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,420,0.93
SAL_303064,2025-06-15,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1839,0.93
SAL_303065,2025-07-09,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,887,0.93
SAL_303066,2025-03-24,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1605,0.93
SAL_303067,2025-03-13,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,1443,0.93
SAL_303068,2025-05-20,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,1764,0.93
SAL_303069,2025-03-25,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,466,0.93
SAL_303070,2025-05-23,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,983,0.93
SAL_303071,2025-02-14,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,2082,0.93
SAL_303072,2025-05-11,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1626,0.93
SAL_303073,2025-04-02,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,2020,0.93
SAL_303074,2025-04-02,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1859,0.93
SAL_303075,2025-04-06,Shepperton_Plant,Harare,Harare Urban,Soft white,797,0.93
SAL_303076,2025-06-11,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,1987,0.93
SAL_303077,2025-02-10,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,378,0.93
SAL_303078,2025-07-24,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1219,0.93
SAL_303079,2025-05-28,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1579,0.93
SAL_303080,2025-06-22,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,627,0.93
SAL_303081,2025-06-14,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1613,0.93
SAL_303082,2025-03-15,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1213,0.93
SAL_303083,2025-06-21,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,625,0.93
SAL_303084,2025-01-03,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,326,0.93
SAL_303085,2025-05-06,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,1310,0.93
SAL_303086,2025-02-15,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,727,0.93
SAL_303087,2025-04-02,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1024,0.93
SAL_303088,2025-02-13,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,2067,0.93
SAL_303089,2025-04-28,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,1709,0.93
SAL_303090,2025-02-14,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,977,0.93
SAL_303091,2025-03-09,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1210,0.93
SAL_303092,2025-04-03,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,2188,0.93
SAL_303093,2025-05-10,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,868,0.93
SAL_303094,2025-01-01,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,882,0.93
SAL_303095,2025-03-02,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,1364,0.93
SAL_303096,2025-05-07,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,1690,0.93
SAL_303097,2025-02-24,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1254,0.93
SAL_303098,2025-04-20,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1334,0.93
SAL_303099,2025-05-22,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,1985,0.93
SAL_303100,2025-06-02,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,746,0.93
SAL_303101,2025-07-26,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1483,0.93
SAL_303102,2025-04-22,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,2126,0.93
SAL_303103,2025-04-05,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,639,0.93
SAL_303104,2025-01-10,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1046,0.93
SAL_303105,2025-04-10,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,618,0.93
SAL_303106,2025-07-13,Shepperton_Plant,Murehwa,Mashonaland East,High Energy Brown,1323,0.93
SAL_303107,2025-05-27,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1985,0.93
SAL_303108,2025-06-22,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1055,0.93
SAL_303109,2025-07-23,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,351,0.93
SAL_303110,2025-01-11,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,751,0.93
SAL_303111,2025-06-03,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1112,0.93
SAL_303112,2025-01-14,Shepperton_Plant,Mutare,Manicaland,Soft white,499,0.93
SAL_303113,2025-03-23,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1504,0.93
SAL_303114,2025-02-05,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,896,0.93
SAL_303115,2025-03-20,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,1189,0.93
SAL_303116,2025-02-20,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,1736,0.93
SAL_303117,2025-05-13,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,978,0.93
SAL_303118,2025-03-16,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,936,0.93
SAL_303119,2025-06-10,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1646,0.93
SAL_303120,2025-01-20,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1141,0.93
SAL_303121,2025-06-06,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,1090,0.93
SAL_303122,2025-05-23,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,2161,0.93
SAL_303123,2025-04-21,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,1168,0.93
SAL_303124,2025-02-18,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,345,0.93
SAL_303125,2025-01-19,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,609,0.93
SAL_303126,2025-01-22,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1189,0.93
SAL_303127,2025-06-07,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,941,0.93
SAL_303128,2025-07-17,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,1253,0.93
SAL_303129,2025-04-18,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,1935,0.93
SAL_303130,2025-01-05,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1696,0.93
SAL_303131,2025-03-26,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,2065,0.93
SAL_303132,2025-01-05,Shepperton_Plant,Harare,Harare Urban,Soft white,1395,0.93
SAL_303133,2025-03-26,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1563,0.93
SAL_303134,2025-03-21,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,1130,0.93
SAL_303135,2025-02-24,Shepperton_Plant,Murehwa,Mashonaland East,High Energy Brown,2093,0.93
SAL_303136,2025-01-12,Shepperton_Plant,Mutare,Manicaland,Soft white,1179,0.93
SAL_303137,2025-07-18,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,567,0.93
SAL_303138,2025-05-27,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1788,0.93
SAL_303139,2025-03-17,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1860,0.93
SAL_303140,2025-02-01,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,901,0.93
SAL_303141,2025-03-20,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1355,0.93
SAL_303142,2025-04-14,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,815,0.93
SAL_303143,2025-02-21,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,2100,0.93
SAL_303144,2025-01-01,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,672,0.93
SAL_303145,2025-04-22,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1070,0.93
SAL_303146,2025-03-07,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1296,0.93
SAL_303147,2025-07-05,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,539,0.93
SAL_303148,2025-06-27,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1157,0.93
SAL_303149,2025-03-28,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1676,0.93
SAL_303150,2025-07-28,Shepperton_Plant,Harare,Harare Urban,Soft white,888,0.93
SAL_303151,2025-02-05,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,1663,0.93
SAL_303152,2025-04-24,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1939,0.93
SAL_303153,2025-07-11,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,647,0.93
SAL_303154,2025-07-10,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1581,0.93
SAL_303155,2025-01-19,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,2172,0.93
SAL_303156,2025-06-17,Shepperton_Plant,Harare,Harare Urban,Soft white,576,0.93
SAL_303157,2025-07-22,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,1076,0.93
SAL_303158,2025-02-04,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,451,0.93
SAL_303159,2025-07-22,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1975,0.93
SAL_303160,2025-07-10,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,1321,0.93
SAL_303161,2025-04-05,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,764,0.93
SAL_303162,2025-06-03,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1366,0.93
SAL_303163,2025-04-15,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,840,0.93
SAL_303164,2025-03-27,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,2020,0.93
SAL_303165,2025-03-26,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,624,0.93
SAL_303166,2025-04-26,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,664,0.93
SAL_303167,2025-01-19,Shepperton_Plant,Murehwa,Mashonaland East,Low GI Seed loaf,1421,0.93
SAL_303168,2025-02-07,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1672,0.93
SAL_303169,2025-07-11,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,537,0.93
SAL_303170,2025-05-16,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1173,0.93
SAL_303171,2025-02-21,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,1741,0.93
SAL_303172,2025-04-02,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,2096,0.93
SAL_303173,2025-06-20,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,1370,0.93
SAL_303174,2025-05-03,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,2061,0.93
SAL_303175,2025-06-19,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,1535,0.93
SAL_303176,2025-03-22,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,566,0.93
SAL_303177,2025-03-09,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,2174,0.93
SAL_303178,2025-01-05,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1896,0.93
SAL_303179,2025-02-27,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,1543,0.93
SAL_303180,2025-02-13,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,885,0.93
SAL_303181,2025-05-18,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1527,0.93
SAL_303182,2025-06-25,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1751,0.93
SAL_303183,2025-02-26,Shepperton_Plant,Chegutu,Mashonaland West,Soft white,1897,0.93
SAL_303184,2025-05-11,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,1014,0.93
SAL_303185,2025-01-12,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,1644,0.93
SAL_303186,2025-06-23,Shepperton_Plant,Murehwa,Mashonaland East,Soft white,1576,0.93
SAL_303187,2025-02-16,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,664,0.93
SAL_303188,2025-03-04,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1322,0.93
SAL_303189,2025-05-18,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,883,0.93
SAL_303190,2025-07-16,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,1720,0.93
SAL_303191,2025-02-17,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,731,0.93
SAL_303192,2025-06-01,Shepperton_Plant,Harare,Harare Urban,Low GI Seed loaf,798,0.93
SAL_303193,2025-04-12,Shepperton_Plant,Murehwa,Mashonaland East,High Energy Brown,2041,0.93
SAL_303194,2025-03-16,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1785,0.93
SAL_303195,2025-07-28,Shepperton_Plant,Chegutu,Mashonaland West,Whole grain loaf,1464,0.93
SAL_303196,2025-06-07,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,2021,0.93
SAL_303197,2025-05-08,Shepperton_Plant,Harare,Harare Urban,Soft white,884,0.93
SAL_303198,2025-03-12,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1844,0.93
SAL_303199,2025-04-21,Shepperton_Plant,Chinhoyi,Mashonaland West,High Energy Brown,1810,0.93
SAL_303200,2025-04-19,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1470,0.93
SAL_303201,2025-01-16,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,2007,0.93
SAL_303202,2025-02-17,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,502,0.93
SAL_303203,2025-02-05,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,888,0.93
SAL_303204,2025-05-13,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,977,0.93
SAL_303205,2025-07-15,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,852,0.93
SAL_303206,2025-04-11,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,562,0.93
SAL_303207,2025-02-21,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,2158,0.93
SAL_303208,2025-02-06,Shepperton_Plant,Mutare,Manicaland,Soft white,1726,0.93
SAL_303209,2025-02-03,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,675,0.93
SAL_303210,2025-06-22,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1639,0.93
SAL_303211,2025-06-21,Shepperton_Plant,Mutare,Manicaland,Soft white,1965,0.93
SAL_303212,2025-05-14,Shepperton_Plant,Bindura,Mashonaland Central,Low GI Seed loaf,877,0.93
SAL_303213,2025-01-04,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,1851,0.93
SAL_303214,2025-07-09,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,1809,0.93
SAL_303215,2025-07-02,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,1880,0.93
SAL_303216,2025-07-26,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,302,0.93
SAL_303217,2025-06-22,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,1817,0.93
SAL_303218,2025-02-02,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,662,0.93
SAL_303219,2025-04-28,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,1084,0.93
SAL_303220,2025-05-06,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1375,0.93
SAL_303221,2025-01-21,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,616,0.93
SAL_303222,2025-04-25,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,683,0.93
SAL_303223,2025-07-28,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1204,0.93
SAL_303224,2025-06-27,Shepperton_Plant,Chegutu,Mashonaland West,Low GI Seed loaf,1075,0.93
SAL_303225,2025-02-15,Shepperton_Plant,Harare,Harare Urban,Soft white,871,0.93
SAL_303226,2025-03-16,Shepperton_Plant,Mutare,Manicaland,Soft white,1167,0.93
SAL_303227,2025-05-03,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,1546,0.93
SAL_303228,2025-04-27,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,2174,0.93
SAL_303229,2025-03-02,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,896,0.93
SAL_303230,2025-07-11,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1282,0.93
SAL_303231,2025-04-02,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,1272,0.93
SAL_303232,2025-02-24,Shepperton_Plant,Chegutu,Mashonaland West,High Energy Brown,721,0.93
SAL_303233,2025-03-26,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1334,0.93
SAL_303234,2025-04-18,Shepperton_Plant,Murehwa,Mashonaland East,High Energy Brown,914,0.93
SAL_303235,2025-07-08,Shepperton_Plant,Mutare,Manicaland,Soft white,381,0.93
SAL_303236,2025-07-08,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,915,0.93
SAL_303237,2025-04-21,Shepperton_Plant,Mutare,Manicaland,Whole grain loaf,1424,0.93
SAL_303238,2025-01-15,Shepperton_Plant,Chinhoyi,Mashonaland West,Soft white,807,0.93
SAL_303239,2025-06-06,Shepperton_Plant,Chinhoyi,Mashonaland West,Low GI Seed loaf,2156,0.93
SAL_303240,2025-04-06,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,499,0.93
SAL_303241,2025-05-16,Shepperton_Plant,Bindura,Mashonaland Central,Soft white,913,0.93
SAL_303242,2025-05-03,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,303,0.93
SAL_303243,2025-02-06,Shepperton_Plant,Harare,Harare Urban,Whole grain loaf,1514,0.93
SAL_303244,2025-06-17,Shepperton_Plant,Harare,Harare Urban,Soft white,1816,0.93
SAL_303245,2025-04-14,Shepperton_Plant,Hatcliff,Harare Urban,Whole grain loaf,949,0.93
SAL_303246,2025-05-13,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,336,0.93
SAL_303247,2025-05-26,Shepperton_Plant,Mutare,Manicaland,Low GI Seed loaf,331,0.93
SAL_303248,2025-03-24,Shepperton_Plant,Hatcliff,Harare Urban,Soft white,491,0.93
SAL_303249,2025-02-14,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,1299,0.93
SAL_303250,2025-01-01,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,560,0.93
SAL_303251,2025-02-11,Shepperton_Plant,Murehwa,Mashonaland East,Whole grain loaf,1661,0.93
SAL_303252,2025-03-05,Shepperton_Plant,Bindura,Mashonaland Central,Whole grain loaf,1815,0.93
SAL_303253,2025-01-21,Shepperton_Plant,Bindura,Mashonaland Central,High Energy Brown,1718,0.93
SAL_303254,2025-03-03,Shepperton_Plant,Harare,Harare Urban,High Energy Brown,681,0.93
SAL_303255,2025-07-25,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,2179,0.93
SAL_303256,2025-02-07,Shepperton_Plant,Chinhoyi,Mashonaland West,Whole grain loaf,1011,0.93
SAL_303257,2025-01-27,Shepperton_Plant,Hatcliff,Harare Urban,High Energy Brown,1903,0.93
SAL_303258,2025-05-15,Shepperton_Plant,Mutare,Manicaland,High Energy Brown,676,0.93
SAL_303259,2025-06-09,Shepperton_Plant,Hatcliff,Harare Urban,Low GI Seed loaf,802,0.93
