record_id,holiday_name,date,region,qty_produced,demand_shift_factor,qty_leftover,sell_through_rate,timestamp,Soft white,High Energy Brown,Whole grain loaf,Low GI Seed loaf
HOLIDAY_REC_44,New Year's Day,2025-01-01,Mutare,1478,0.94,157,0.894,2025-01-01,382,92,88,107
HOLIDAY_REC_8467,Africa Day,2025-05-25,Gweru,1268,1.12,148,0.883,2025-05-25,0,1403,2510,0
HOLIDAY_REC_17509,Boxing Day,2025-12-26,Gweru,1742,1.18,168,0.904,2025-12-26,3062,798,0,1291
HOLIDAY_REC_7581,Workers Day,2025-05-01,Harare,1909,0.91,70,0.963,2025-05-01,2455,0,1547,0
HOLIDAY_REC_13038,Defense Forces Day,2025-08-13,Masvingo,1042,1.09,16,0.985,2025-08-13,1170,311,305,236
HOLIDAY_REC_4970,Independence Day,2025-04-18,Masvingo,1911,1.08,123,0.936,2025-04-18,588,136,192,0
HOLIDAY_REC_117,New Year's Day,2025-01-01,Masvingo,2213,0.91,306,0.862,2025-01-01,994,269,346,307
HOLIDAY_REC_9327,Africa Day,2025-05-25,Bulawayo,827,1.26,119,0.856,2025-05-25,3271,971,940,798
HOLIDAY_REC_14421,Unity Day,2025-12-22,Mutare,1664,1.18,124,0.925,2025-12-22,0,1945,1384,0
HOLIDAY_REC_9000,Africa Day,2025-05-25,Mutare,1978,1.29,193,0.902,2025-05-25,0,721,1198,0
HOLIDAY_REC_9368,Africa Day,2025-05-25,Bulawayo,1840,1.27,47,0.974,2025-05-25,0,658,648,0
HOLIDAY_REC_14811,Unity Day,2025-12-22,Mutare,1575,1.12,96,0.939,2025-12-22,1832,479,323,458
HOLIDAY_REC_13785,Defense Forces Day,2025-08-13,Masvingo,1936,1.01,243,0.874,2025-08-13,1089,329,443,475
HOLIDAY_REC_13793,Defense Forces Day,2025-08-13,Gweru,2348,1.12,73,0.969,2025-08-13,2407,810,651,713
HOLIDAY_REC_17969,Boxing Day,2025-12-26,Bulawayo,2602,0.92,346,0.867,2025-12-26,1443,536,556,557
HOLIDAY_REC_6878,Workers Day,2025-05-01,Mutare,1757,1.1,27,0.985,2025-05-01,0,738,1089,743
HOLIDAY_REC_9479,Africa Day,2025-05-25,Harare,1608,1.0,33,0.979,2025-05-25,0,1242,1514,1122
HOLIDAY_REC_6479,Easter Monday,2025-04-21,Masvingo,1082,1.01,52,0.952,2025-04-21,3356,0,1350,0
HOLIDAY_REC_704,New Year's Day,2025-01-01,Bulawayo,1288,1.1,80,0.938,2025-01-01,2050,594,452,461
HOLIDAY_REC_1627,New Year's Day,2025-01-01,Mutare,1012,1.15,119,0.882,2025-01-01,1978,0,670,995
HOLIDAY_REC_14079,Unity Day,2025-12-22,Harare,1877,1.14,48,0.974,2025-12-22,0,690,0,1212
HOLIDAY_REC_10022,Heroes Day,2025-08-12,Bulawayo,1030,0.95,57,0.945,2025-08-12,2713,536,618,690
HOLIDAY_REC_11033,Heroes Day,2025-08-12,Gweru,1936,1.0,249,0.871,2025-08-12,1784,455,0,1356
HOLIDAY_REC_5334,Easter Monday,2025-04-21,Gweru,1718,0.99,239,0.861,2025-04-21,923,0,359,491
HOLIDAY_REC_9181,Africa Day,2025-05-25,Gweru,1298,0.92,165,0.873,2025-05-25,1987,0,0,1722
HOLIDAY_REC_14530,Unity Day,2025-12-22,Gweru,1029,1.23,76,0.926,2025-12-22,1710,0,556,825
HOLIDAY_REC_6246,Easter Monday,2025-04-21,Gweru,1606,1.26,117,0.927,2025-04-21,1924,0,809,748
HOLIDAY_REC_7168,Workers Day,2025-05-01,Harare,1820,1.14,13,0.993,2025-05-01,0,441,451,574
HOLIDAY_REC_8426,Africa Day,2025-05-25,Bulawayo,1300,0.99,7,0.995,2025-05-25,402,179,150,130
HOLIDAY_REC_2281,National Youth Day,2025-02-21,Mutare,1504,1.21,132,0.912,2025-02-21,1373,523,603,468
HOLIDAY_REC_18155,Boxing Day,2025-12-26,Mutare,804,1.12,101,0.874,2025-12-26,1773,726,0,1159
HOLIDAY_REC_15261,Unity Day,2025-12-22,Bulawayo,1003,0.93,142,0.858,2025-12-22,775,270,353,252
HOLIDAY_REC_4835,Independence Day,2025-04-18,Chitungwiza,1976,1.28,35,0.982,2025-04-18,0,1241,1684,1538
HOLIDAY_REC_17153,Christmas Day,2025-12-25,Mutare,1344,1.24,135,0.9,2025-12-25,2051,628,702,0
HOLIDAY_REC_980,New Year's Day,2025-01-01,Bulawayo,1003,1.27,66,0.934,2025-01-01,2544,0,0,2877
HOLIDAY_REC_15857,Christmas Day,2025-12-25,Bulawayo,1351,0.9,111,0.918,2025-12-25,0,393,413,0
HOLIDAY_REC_3820,Independence Day,2025-04-18,Bulawayo,787,1.01,81,0.897,2025-04-18,1843,422,555,407
HOLIDAY_REC_18821,Boxing Day,2025-12-26,Harare,1078,1.23,158,0.853,2025-12-26,2231,0,0,1639
HOLIDAY_REC_12750,Defense Forces Day,2025-08-13,Bulawayo,832,1.19,34,0.959,2025-08-13,2104,523,0,0
HOLIDAY_REC_11987,Defense Forces Day,2025-08-13,Gweru,716,0.92,20,0.972,2025-08-13,1084,0,402,0
HOLIDAY_REC_16580,Christmas Day,2025-12-25,Mutare,2164,0.98,85,0.961,2025-12-25,642,291,227,222
HOLIDAY_REC_17032,Christmas Day,2025-12-25,Masvingo,2866,1.24,132,0.954,2025-12-25,401,123,90,0
HOLIDAY_REC_1180,New Year's Day,2025-01-01,Bulawayo,1779,1.06,110,0.938,2025-01-01,2073,0,623,799
HOLIDAY_REC_1019,New Year's Day,2025-01-01,Gweru,2277,1.21,20,0.991,2025-01-01,2643,789,0,2130
HOLIDAY_REC_9872,Africa Day,2025-05-25,Harare,1195,1.16,139,0.884,2025-05-25,1387,457,421,0
HOLIDAY_REC_2956,National Youth Day,2025-02-21,Harare,974,1.06,130,0.867,2025-02-21,1548,372,0,0
HOLIDAY_REC_9464,Africa Day,2025-05-25,Mutare,2126,1.18,136,0.936,2025-05-25,2147,0,1023,0
HOLIDAY_REC_18185,Boxing Day,2025-12-26,Harare,1661,0.96,93,0.944,2025-12-26,2091,470,480,617
HOLIDAY_REC_18981,Boxing Day,2025-12-26,Bulawayo,2470,1.1,209,0.915,2025-12-26,1810,0,0,1337
HOLIDAY_REC_3372,National Youth Day,2025-02-21,Mutare,1875,0.92,247,0.868,2025-02-21,731,223,193,227
HOLIDAY_REC_2401,National Youth Day,2025-02-21,Bulawayo,2065,1.06,45,0.978,2025-02-21,1763,740,731,641
HOLIDAY_REC_6946,Workers Day,2025-05-01,Harare,863,1.27,36,0.958,2025-05-01,1580,498,0,967
HOLIDAY_REC_4647,Independence Day,2025-04-18,Harare,2139,1.21,4,0.998,2025-04-18,1517,0,717,1035
HOLIDAY_REC_11267,Heroes Day,2025-08-12,Gweru,1750,1.3,120,0.931,2025-08-12,0,1125,0,3081
HOLIDAY_REC_6007,Easter Monday,2025-04-21,Gweru,722,1.12,104,0.856,2025-04-21,998,0,0,965
HOLIDAY_REC_3030,National Youth Day,2025-02-21,Gweru,953,1.3,30,0.969,2025-02-21,2830,962,973,1143
HOLIDAY_REC_7649,Workers Day,2025-05-01,Gweru,1034,1.14,4,0.996,2025-05-01,1537,484,375,425
HOLIDAY_REC_10049,Heroes Day,2025-08-12,Gweru,852,0.99,101,0.881,2025-08-12,1824,0,0,1971
HOLIDAY_REC_2076,National Youth Day,2025-02-21,Harare,1216,0.93,69,0.943,2025-02-21,3285,720,880,1057
HOLIDAY_REC_5426,Easter Monday,2025-04-21,Gweru,1406,1.24,112,0.92,2025-04-21,2078,686,512,707
HOLIDAY_REC_950,New Year's Day,2025-01-01,Mutare,2633,1.12,275,0.896,2025-01-01,0,729,1103,905
HOLIDAY_REC_4497,Independence Day,2025-04-18,Bulawayo,1530,0.98,98,0.936,2025-04-18,1795,655,795,631
HOLIDAY_REC_14603,Unity Day,2025-12-22,Bulawayo,1960,1.03,75,0.962,2025-12-22,2245,780,0,1215
HOLIDAY_REC_2992,National Youth Day,2025-02-21,Masvingo,1052,1.22,111,0.894,2025-02-21,3138,859,0,0
HOLIDAY_REC_18602,Boxing Day,2025-12-26,Masvingo,1348,1.21,6,0.996,2025-12-26,998,296,414,354
HOLIDAY_REC_5675,Easter Monday,2025-04-21,Gweru,2002,0.9,274,0.863,2025-04-21,1366,0,529,752
HOLIDAY_REC_333,New Year's Day,2025-01-01,Mutare,2255,1.24,94,0.958,2025-01-01,0,679,561,0
HOLIDAY_REC_10060,Heroes Day,2025-08-12,Mutare,1155,1.16,165,0.857,2025-08-12,566,164,157,120
HOLIDAY_REC_2068,National Youth Day,2025-02-21,Chitungwiza,1653,1.22,183,0.889,2025-02-21,1992,0,773,673
HOLIDAY_REC_8256,Workers Day,2025-05-01,Masvingo,1446,1.06,29,0.98,2025-05-01,1088,381,0,0
HOLIDAY_REC_5605,Easter Monday,2025-04-21,Bulawayo,1568,1.01,3,0.998,2025-04-21,0,721,1021,742
HOLIDAY_REC_6291,Easter Monday,2025-04-21,Harare,1045,1.29,19,0.982,2025-04-21,2812,589,749,664
HOLIDAY_REC_9510,Africa Day,2025-05-25,Gweru,1030,0.92,40,0.961,2025-05-25,2231,817,0,1357
HOLIDAY_REC_15231,Unity Day,2025-12-22,Masvingo,1938,1.09,104,0.946,2025-12-22,0,531,506,466
HOLIDAY_REC_9792,Africa Day,2025-05-25,Bulawayo,1708,1.12,199,0.883,2025-05-25,0,0,1245,1300
HOLIDAY_REC_12210,Defense Forces Day,2025-08-13,Mutare,1898,0.93,70,0.963,2025-08-13,1238,306,325,253
HOLIDAY_REC_5663,Easter Monday,2025-04-21,Harare,858,1.25,81,0.906,2025-04-21,0,773,798,0
HOLIDAY_REC_13882,Unity Day,2025-12-22,Harare,1583,0.93,20,0.987,2025-12-22,1152,492,321,0
HOLIDAY_REC_14961,Unity Day,2025-12-22,Mutare,683,0.91,77,0.887,2025-12-22,700,188,288,271
HOLIDAY_REC_13144,Defense Forces Day,2025-08-13,Gweru,997,0.94,148,0.852,2025-08-13,385,128,104,105
HOLIDAY_REC_14422,Unity Day,2025-12-22,Chitungwiza,1818,1.07,202,0.889,2025-12-22,0,0,2968,2241
HOLIDAY_REC_322,New Year's Day,2025-01-01,Gweru,1524,1.11,66,0.957,2025-01-01,2273,1004,0,1617
HOLIDAY_REC_17081,Christmas Day,2025-12-25,Gweru,2444,1.16,20,0.992,2025-12-25,0,1284,0,2992
HOLIDAY_REC_9040,Africa Day,2025-05-25,Gweru,2040,0.99,181,0.911,2025-05-25,2519,965,787,984
HOLIDAY_REC_15838,Christmas Day,2025-12-25,Harare,1241,1.02,93,0.925,2025-12-25,0,615,0,1646
HOLIDAY_REC_9515,Africa Day,2025-05-25,Gweru,737,1.01,69,0.906,2025-05-25,0,0,2278,2882
HOLIDAY_REC_9490,Africa Day,2025-05-25,Bulawayo,899,1.3,135,0.85,2025-05-25,253,81,114,115
HOLIDAY_REC_13125,Defense Forces Day,2025-08-13,Masvingo,870,1.15,42,0.952,2025-08-13,2735,642,713,571
HOLIDAY_REC_7519,Workers Day,2025-05-01,Bulawayo,1338,1.14,190,0.858,2025-05-01,2515,0,1501,1492
HOLIDAY_REC_15792,Christmas Day,2025-12-25,Harare,893,1.09,70,0.922,2025-12-25,0,438,560,692
HOLIDAY_REC_8884,Africa Day,2025-05-25,Masvingo,2124,0.97,276,0.87,2025-05-25,635,170,0,0
HOLIDAY_REC_4631,Independence Day,2025-04-18,Bulawayo,1504,1.29,143,0.905,2025-04-18,432,116,0,195
HOLIDAY_REC_7255,Workers Day,2025-05-01,Chitungwiza,750,1.24,56,0.925,2025-05-01,0,368,393,0
HOLIDAY_REC_4879,Independence Day,2025-04-18,Mutare,2429,1.18,189,0.922,2025-04-18,1714,332,401,585
HOLIDAY_REC_13323,Defense Forces Day,2025-08-13,Gweru,2050,1.17,163,0.92,2025-08-13,2007,0,1066,869
HOLIDAY_REC_15832,Christmas Day,2025-12-25,Bulawayo,1300,1.0,139,0.893,2025-12-25,430,0,0,337
HOLIDAY_REC_4618,Independence Day,2025-04-18,Chitungwiza,1433,1.08,53,0.963,2025-04-18,2191,424,0,1192
HOLIDAY_REC_14225,Unity Day,2025-12-22,Mutare,1920,1.12,33,0.983,2025-12-22,1023,187,245,251
HOLIDAY_REC_4360,Independence Day,2025-04-18,Gweru,1362,1.21,88,0.935,2025-04-18,0,0,2714,2643
HOLIDAY_REC_15730,Unity Day,2025-12-22,Masvingo,1330,0.93,15,0.989,2025-12-22,2519,882,1198,882
HOLIDAY_REC_949,New Year's Day,2025-01-01,Mutare,2017,1.17,218,0.892,2025-01-01,1453,382,533,0
HOLIDAY_REC_7812,Workers Day,2025-05-01,Mutare,789,1.29,57,0.928,2025-05-01,1442,426,0,811
HOLIDAY_REC_9827,Africa Day,2025-05-25,Chitungwiza,612,1.15,56,0.908,2025-05-25,2687,655,750,1014
HOLIDAY_REC_6022,Easter Monday,2025-04-21,Gweru,1975,0.9,165,0.916,2025-04-21,0,357,0,947
HOLIDAY_REC_3539,Independence Day,2025-04-18,Gweru,990,1.01,18,0.982,2025-04-18,2729,721,701,630
HOLIDAY_REC_13095,Defense Forces Day,2025-08-13,Gweru,1124,1.01,112,0.9,2025-08-13,0,0,2573,3124
HOLIDAY_REC_9956,Heroes Day,2025-08-12,Gweru,641,0.99,33,0.949,2025-08-12,2100,673,637,0
HOLIDAY_REC_5229,Independence Day,2025-04-18,Bulawayo,1643,1.01,57,0.965,2025-04-18,2884,584,686,746
HOLIDAY_REC_10334,Heroes Day,2025-08-12,Mutare,2073,1.13,203,0.902,2025-08-12,2040,563,819,0
HOLIDAY_REC_10936,Heroes Day,2025-08-12,Gweru,743,1.11,14,0.981,2025-08-12,2308,464,706,544
HOLIDAY_REC_12702,Defense Forces Day,2025-08-13,Masvingo,2288,1.2,112,0.951,2025-08-13,1606,626,693,604
HOLIDAY_REC_18194,Boxing Day,2025-12-26,Mutare,1881,1.03,146,0.922,2025-12-26,1227,383,235,0
HOLIDAY_REC_17418,Christmas Day,2025-12-25,Bulawayo,1657,1.03,233,0.859,2025-12-25,0,0,2197,2985
HOLIDAY_REC_3520,Independence Day,2025-04-18,Gweru,1059,1.24,114,0.892,2025-04-18,0,1028,958,0
HOLIDAY_REC_4228,Independence Day,2025-04-18,Gweru,672,1.06,15,0.978,2025-04-18,401,75,108,0
HOLIDAY_REC_253,New Year's Day,2025-01-01,Harare,2583,1.27,165,0.936,2025-01-01,2473,896,1060,836
HOLIDAY_REC_18999,Boxing Day,2025-12-26,Masvingo,2682,1.18,114,0.957,2025-12-26,1672,568,476,505
HOLIDAY_REC_8486,Africa Day,2025-05-25,Chitungwiza,889,1.27,35,0.961,2025-05-25,1389,371,379,316
HOLIDAY_REC_12190,Defense Forces Day,2025-08-13,Chitungwiza,2146,0.93,227,0.894,2025-08-13,2595,906,666,824
HOLIDAY_REC_7246,Workers Day,2025-05-01,Harare,1070,1.04,126,0.882,2025-05-01,1832,627,485,514
HOLIDAY_REC_5164,Independence Day,2025-04-18,Bulawayo,751,0.96,82,0.891,2025-04-18,1375,315,339,310
HOLIDAY_REC_3692,Independence Day,2025-04-18,Masvingo,1667,1.13,8,0.995,2025-04-18,3029,721,877,0
HOLIDAY_REC_10743,Heroes Day,2025-08-12,Harare,2450,1.06,199,0.919,2025-08-12,2680,873,753,954
HOLIDAY_REC_7591,Workers Day,2025-05-01,Bulawayo,2119,1.2,276,0.87,2025-05-01,1221,287,0,562
HOLIDAY_REC_6188,Easter Monday,2025-04-21,Masvingo,1166,1.15,26,0.978,2025-04-21,1256,349,325,402
HOLIDAY_REC_8648,Africa Day,2025-05-25,Masvingo,1859,1.2,250,0.866,2025-05-25,0,731,656,456
HOLIDAY_REC_10971,Heroes Day,2025-08-12,Harare,1383,0.92,27,0.98,2025-08-12,1362,311,347,482
HOLIDAY_REC_8243,Workers Day,2025-05-01,Chitungwiza,1206,0.95,35,0.971,2025-05-01,714,265,195,284
HOLIDAY_REC_6394,Easter Monday,2025-04-21,Gweru,994,1.24,55,0.945,2025-04-21,2231,460,516,562
HOLIDAY_REC_2620,National Youth Day,2025-02-21,Mutare,663,1.04,24,0.964,2025-02-21,0,1732,1633,0
HOLIDAY_REC_5121,Independence Day,2025-04-18,Harare,863,0.98,25,0.971,2025-04-18,507,0,179,235
HOLIDAY_REC_10367,Heroes Day,2025-08-12,Gweru,1523,1.28,113,0.926,2025-08-12,1087,330,400,539
HOLIDAY_REC_1840,National Youth Day,2025-02-21,Mutare,1954,1.13,146,0.925,2025-02-21,0,1395,1124,0
HOLIDAY_REC_9381,Africa Day,2025-05-25,Mutare,2153,0.99,107,0.95,2025-05-25,2989,893,0,0
HOLIDAY_REC_5240,Independence Day,2025-04-18,Mutare,2472,0.94,74,0.97,2025-04-18,2016,0,0,1798
HOLIDAY_REC_17046,Christmas Day,2025-12-25,Mutare,725,1.26,25,0.966,2025-12-25,2462,793,0,1592
HOLIDAY_REC_13503,Defense Forces Day,2025-08-13,Harare,2085,1.05,76,0.964,2025-08-13,0,260,254,258
HOLIDAY_REC_14294,Unity Day,2025-12-22,Bulawayo,1087,1.14,151,0.861,2025-12-22,0,1172,0,1906
HOLIDAY_REC_17219,Christmas Day,2025-12-25,Masvingo,1213,1.19,67,0.945,2025-12-25,2617,0,1204,1686
HOLIDAY_REC_8353,Workers Day,2025-05-01,Bulawayo,1332,1.06,17,0.987,2025-05-01,0,943,1235,1034
HOLIDAY_REC_12045,Defense Forces Day,2025-08-13,Masvingo,606,1.01,26,0.957,2025-08-13,2337,541,0,1504
HOLIDAY_REC_7392,Workers Day,2025-05-01,Masvingo,2084,1.28,63,0.97,2025-05-01,777,227,0,0
HOLIDAY_REC_13317,Defense Forces Day,2025-08-13,Masvingo,1672,0.99,121,0.928,2025-08-13,0,1798,2072,0
HOLIDAY_REC_8175,Workers Day,2025-05-01,Bulawayo,1697,1.24,115,0.932,2025-05-01,2782,896,0,0
HOLIDAY_REC_763,New Year's Day,2025-01-01,Harare,1951,1.24,220,0.887,2025-01-01,2681,903,794,667
HOLIDAY_REC_13975,Unity Day,2025-12-22,Mutare,2003,1.09,150,0.925,2025-12-22,1038,322,407,0
HOLIDAY_REC_111,New Year's Day,2025-01-01,Harare,1556,1.21,112,0.928,2025-01-01,1567,502,511,0
HOLIDAY_REC_2443,National Youth Day,2025-02-21,Masvingo,2024,1.23,297,0.853,2025-02-21,0,0,1187,1030
HOLIDAY_REC_16247,Christmas Day,2025-12-25,Masvingo,2733,1.22,45,0.984,2025-12-25,383,0,182,0
HOLIDAY_REC_18472,Boxing Day,2025-12-26,Bulawayo,2501,1.26,21,0.992,2025-12-26,0,580,529,623
HOLIDAY_REC_8531,Africa Day,2025-05-25,Chitungwiza,1624,1.27,98,0.94,2025-05-25,2287,576,480,651
HOLIDAY_REC_6995,Workers Day,2025-05-01,Chitungwiza,897,1.04,51,0.943,2025-05-01,0,0,2273,1928
HOLIDAY_REC_2755,National Youth Day,2025-02-21,Bulawayo,1586,1.17,179,0.887,2025-02-21,2542,1134,968,842
HOLIDAY_REC_16025,Christmas Day,2025-12-25,Masvingo,1880,1.28,110,0.941,2025-12-25,428,0,0,301
HOLIDAY_REC_8138,Workers Day,2025-05-01,Chitungwiza,691,1.22,104,0.849,2025-05-01,2520,694,713,967
HOLIDAY_REC_11028,Heroes Day,2025-08-12,Gweru,1568,1.02,165,0.895,2025-08-12,0,1483,1571,0
HOLIDAY_REC_4078,Independence Day,2025-04-18,Masvingo,2146,0.98,183,0.915,2025-04-18,2428,814,665,762
HOLIDAY_REC_19109,Boxing Day,2025-12-26,Mutare,2293,0.92,103,0.955,2025-12-26,0,1662,0,2754
HOLIDAY_REC_9819,Africa Day,2025-05-25,Masvingo,1675,1.06,121,0.928,2025-05-25,2308,413,583,650
HOLIDAY_REC_19111,Boxing Day,2025-12-26,Harare,2500,0.9,58,0.977,2025-12-26,0,2274,2095,1417
HOLIDAY_REC_6561,Easter Monday,2025-04-21,Chitungwiza,927,1.18,31,0.967,2025-04-21,0,0,571,446
HOLIDAY_REC_18696,Boxing Day,2025-12-26,Bulawayo,1020,1.03,8,0.992,2025-12-26,2898,0,0,2808
HOLIDAY_REC_9249,Africa Day,2025-05-25,Mutare,1175,0.93,58,0.951,2025-05-25,0,1952,1897,0
HOLIDAY_REC_18407,Boxing Day,2025-12-26,Bulawayo,1251,0.95,129,0.897,2025-12-26,754,230,0,648
HOLIDAY_REC_246,New Year's Day,2025-01-01,Masvingo,1667,1.13,89,0.947,2025-01-01,887,404,369,275
HOLIDAY_REC_6419,Easter Monday,2025-04-21,Bulawayo,2171,0.96,82,0.962,2025-04-21,0,1670,1796,1748
HOLIDAY_REC_5064,Independence Day,2025-04-18,Masvingo,1302,1.11,13,0.99,2025-04-18,2297,861,810,0
HOLIDAY_REC_17762,Boxing Day,2025-12-26,Gweru,2278,1.0,239,0.895,2025-12-26,0,1068,951,843
HOLIDAY_REC_11185,Heroes Day,2025-08-12,Harare,907,1.2,128,0.859,2025-08-12,0,0,2628,2111
HOLIDAY_REC_16999,Christmas Day,2025-12-25,Masvingo,2846,1.0,295,0.896,2025-12-25,403,0,141,132
HOLIDAY_REC_1113,New Year's Day,2025-01-01,Gweru,1961,1.29,134,0.932,2025-01-01,0,1015,854,721
HOLIDAY_REC_11757,Heroes Day,2025-08-12,Harare,1373,1.28,191,0.861,2025-08-12,0,1360,1738,0
HOLIDAY_REC_96,New Year's Day,2025-01-01,Harare,2357,0.97,242,0.897,2025-01-01,2504,842,871,0
HOLIDAY_REC_7749,Workers Day,2025-05-01,Gweru,1795,1.1,234,0.87,2025-05-01,0,0,2658,2372
HOLIDAY_REC_7807,Workers Day,2025-05-01,Gweru,1713,1.3,112,0.935,2025-05-01,1923,452,0,1187
HOLIDAY_REC_2612,National Youth Day,2025-02-21,Mutare,1620,1.04,68,0.958,2025-02-21,867,0,0,991
HOLIDAY_REC_10981,Heroes Day,2025-08-12,Harare,785,1.08,85,0.892,2025-08-12,0,0,2548,1957
HOLIDAY_REC_2819,National Youth Day,2025-02-21,Gweru,985,1.09,50,0.949,2025-02-21,1484,433,0,862
HOLIDAY_REC_17555,Boxing Day,2025-12-26,Gweru,843,0.95,114,0.865,2025-12-26,398,117,0,0
HOLIDAY_REC_220,New Year's Day,2025-01-01,Masvingo,831,1.18,75,0.91,2025-01-01,263,118,115,84
HOLIDAY_REC_5227,Independence Day,2025-04-18,Bulawayo,748,1.29,57,0.924,2025-04-18,2107,509,0,0
HOLIDAY_REC_10860,Heroes Day,2025-08-12,Harare,1930,1.28,222,0.885,2025-08-12,2442,667,717,534
HOLIDAY_REC_15069,Unity Day,2025-12-22,Harare,600,1.19,1,0.998,2025-12-22,1509,388,0,0
HOLIDAY_REC_10075,Heroes Day,2025-08-12,Chitungwiza,1422,0.91,143,0.899,2025-08-12,2021,699,593,535
HOLIDAY_REC_17536,Boxing Day,2025-12-26,Masvingo,1929,1.21,61,0.968,2025-12-26,2288,570,0,1665
HOLIDAY_REC_2734,National Youth Day,2025-02-21,Mutare,1298,1.28,109,0.916,2025-02-21,0,378,278,354
HOLIDAY_REC_12767,Defense Forces Day,2025-08-13,Bulawayo,2217,0.91,251,0.887,2025-08-13,2415,867,674,758
HOLIDAY_REC_3101,National Youth Day,2025-02-21,Bulawayo,1209,1.28,26,0.978,2025-02-21,1159,280,278,0
HOLIDAY_REC_11106,Heroes Day,2025-08-12,Masvingo,2096,1.17,248,0.882,2025-08-12,0,0,1290,1345
HOLIDAY_REC_2458,National Youth Day,2025-02-21,Harare,1155,1.12,44,0.962,2025-02-21,420,0,0,371
HOLIDAY_REC_5772,Easter Monday,2025-04-21,Masvingo,784,1.05,4,0.995,2025-04-21,0,1850,2089,1405
HOLIDAY_REC_2534,National Youth Day,2025-02-21,Chitungwiza,971,1.03,144,0.852,2025-02-21,2237,859,0,1638
HOLIDAY_REC_5704,Easter Monday,2025-04-21,Masvingo,2415,1.27,14,0.994,2025-04-21,3288,733,876,864
HOLIDAY_REC_19275,Boxing Day,2025-12-26,Bulawayo,926,0.97,134,0.855,2025-12-26,0,1515,1109,0
HOLIDAY_REC_9129,Africa Day,2025-05-25,Gweru,2194,1.24,211,0.904,2025-05-25,1971,565,586,0
HOLIDAY_REC_15166,Unity Day,2025-12-22,Harare,1811,1.0,29,0.984,2025-12-22,0,0,523,690
HOLIDAY_REC_8575,Africa Day,2025-05-25,Bulawayo,2199,1.25,51,0.977,2025-05-25,2127,437,0,1016
HOLIDAY_REC_16005,Christmas Day,2025-12-25,Chitungwiza,1074,1.02,99,0.908,2025-12-25,0,1650,0,3497
HOLIDAY_REC_1973,National Youth Day,2025-02-21,Harare,958,0.97,56,0.942,2025-02-21,1843,660,504,528
HOLIDAY_REC_9892,Africa Day,2025-05-25,Harare,1705,1.05,218,0.872,2025-05-25,2033,790,645,833
HOLIDAY_REC_6743,Easter Monday,2025-04-21,Harare,997,0.96,10,0.99,2025-04-21,2173,0,1002,675
HOLIDAY_REC_9383,Africa Day,2025-05-25,Bulawayo,1777,1.17,157,0.912,2025-05-25,0,1542,0,2352
HOLIDAY_REC_12036,Defense Forces Day,2025-08-13,Harare,1958,0.97,162,0.917,2025-08-13,0,1475,1957,0
HOLIDAY_REC_17521,Boxing Day,2025-12-26,Masvingo,695,1.21,23,0.967,2025-12-26,450,173,174,202
HOLIDAY_REC_13982,Unity Day,2025-12-22,Harare,2139,0.99,104,0.951,2025-12-22,276,91,86,0
HOLIDAY_REC_11657,Heroes Day,2025-08-12,Bulawayo,722,1.19,67,0.907,2025-08-12,0,906,611,890
HOLIDAY_REC_4792,Independence Day,2025-04-18,Harare,795,1.03,57,0.928,2025-04-18,914,384,299,398
HOLIDAY_REC_12011,Defense Forces Day,2025-08-13,Masvingo,2119,1.15,119,0.944,2025-08-13,0,2048,0,3912
HOLIDAY_REC_17255,Christmas Day,2025-12-25,Bulawayo,1030,0.94,143,0.861,2025-12-25,2561,548,782,656
HOLIDAY_REC_18087,Boxing Day,2025-12-26,Masvingo,807,1.05,104,0.871,2025-12-26,1519,0,627,0
HOLIDAY_REC_320,New Year's Day,2025-01-01,Masvingo,1097,1.05,62,0.943,2025-01-01,309,91,111,136
HOLIDAY_REC_18183,Boxing Day,2025-12-26,Bulawayo,1020,0.94,63,0.938,2025-12-26,0,1515,0,2479
HOLIDAY_REC_17565,Boxing Day,2025-12-26,Mutare,2182,1.26,293,0.866,2025-12-26,3039,0,1124,0
HOLIDAY_REC_2376,National Youth Day,2025-02-21,Harare,1421,0.93,125,0.912,2025-02-21,753,0,0,782
HOLIDAY_REC_3338,National Youth Day,2025-02-21,Masvingo,1338,1.06,22,0.984,2025-02-21,2574,1060,750,843
HOLIDAY_REC_7198,Workers Day,2025-05-01,Masvingo,641,1.26,81,0.874,2025-05-01,0,327,217,280
HOLIDAY_REC_5911,Easter Monday,2025-04-21,Bulawayo,1368,1.04,76,0.944,2025-04-21,0,1730,1522,1503
HOLIDAY_REC_11288,Heroes Day,2025-08-12,Chitungwiza,1550,0.97,103,0.934,2025-08-12,610,253,193,211
HOLIDAY_REC_7583,Workers Day,2025-05-01,Bulawayo,2190,0.93,184,0.916,2025-05-01,1021,266,181,253
HOLIDAY_REC_5914,Easter Monday,2025-04-21,Bulawayo,1066,0.92,113,0.894,2025-04-21,0,965,1335,0
HOLIDAY_REC_5615,Easter Monday,2025-04-21,Bulawayo,805,1.29,15,0.981,2025-04-21,1282,425,493,619
HOLIDAY_REC_7946,Workers Day,2025-05-01,Chitungwiza,825,1.15,49,0.941,2025-05-01,0,1358,1244,908
HOLIDAY_REC_9900,Africa Day,2025-05-25,Masvingo,801,1.07,26,0.968,2025-05-25,718,196,289,274
