return_id,timestamp,plant_id,depot_id,route_id,retailer_id,reason_code,notes,Soft white,High Energy Brown,Whole grain loaf,Low GI Seed loaf,batch_id,batch_match_quality
RET_207063,2025-02-19 16:52:09,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_162,Returned Unsold,Late delivery,0,0,46,32,BATCH_24269,matched
RET_212019,2025-05-31 14:09:25,Shepperton_Plant,Harare,RT_HAR_02,STORE_057,Returned Unsold,Customer complaints,73,37,0,0,BATCH_24178,matched
RET_203205,2025-01-25 00:43:18,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_028,Stale,Customer complaints,20,0,0,0,BATCH_17933,matched
RET_204955,2025-03-05 13:49:12,Shepperton_Plant,Harare,RT_HAR_02,STORE_079,Mould Growth,Packaging issue,0,0,51,0,BATCH_13194,matched
RET_204582,2025-02-13 16:48:22,Shepperton_Plant,Harare,RT_HAR_03,STORE_059,Stale,,0,0,93,67,BATCH_13921,matched
RET_211838,2025-07-03 19:23:43,Shepperton_Plant,Harare,RT_HAR_02,STORE_113,Crushed/Squashed,,89,0,41,0,BATCH_15174,matched
RET_212509,2025-05-29 01:38:22,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_199,Damaged Packaging,Late delivery,59,25,0,0,BATCH_19252,matched
RET_207738,2025-03-13 15:44:41,Shepperton_Plant,Bindura,RT_BIN_01,STORE_006,Damaged Packaging,Customer complaints,14,0,0,0,BATCH_17842,matched
RET_212795,2025-01-16 17:50:47,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_182,Returned Unsold,Late delivery,0,0,53,59,BATCH_23634,matched
RET_210275,2025-06-16 18:48:18,Shepperton_Plant,Mutare,RT_MUT_02,STORE_020,Wrong Delivery,Packaging issue,8,0,0,9,BATCH_11239,matched
RET_201152,2025-05-06 06:20:14,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_027,Stale,Packaging issue,0,17,0,0,BATCH_11754,matched
RET_212561,2025-05-15 18:45:18,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_008,Mould Growth,Late delivery,0,0,0,85,BATCH_23077,matched
RET_201212,2025-05-28 17:04:24,Shepperton_Plant,Bindura,RT_BIN_01,STORE_018,Damaged Packaging,Late delivery,0,10,11,0,BATCH_24411,matched
RET_204503,2025-06-23 05:37:04,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_183,Damaged Packaging,Customer complaints,71,0,0,0,BATCH_21381,matched
RET_210725,2025-02-23 23:10:08,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_104,Returned Unsold,,0,88,0,0,BATCH_15658,matched
RET_212680,2025-01-05 01:28:32,Shepperton_Plant,Harare,RT_HAR_03,STORE_155,Mould Growth,Packaging issue,58,33,0,0,BATCH_11700,matched
RET_205894,2025-01-15 22:35:06,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_104,Expired,Customer complaints,41,12,0,0,BATCH_10122,matched
RET_209526,2025-07-23 17:17:51,Shepperton_Plant,Mutare,RT_MUT_02,STORE_198,Damaged Packaging,Customer complaints,77,0,0,0,BATCH_13355,matched
RET_205427,2025-03-08 01:38:17,Shepperton_Plant,Bindura,RT_BIN_01,STORE_122,Crushed/Squashed,,0,0,0,102,BATCH_11724,matched
RET_208229,2025-04-18 19:44:49,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_019,Crushed/Squashed,Damaged on shelf,0,0,28,23,BATCH_21314,matched
RET_207292,2025-01-26 20:23:34,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_146,Crushed/Squashed,Damaged on shelf,0,0,53,0,BATCH_20438,matched
RET_200665,2025-04-02 11:34:29,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_181,Returned Unsold,,0,45,37,0,BATCH_10826,matched
RET_211772,2025-04-29 16:58:19,Shepperton_Plant,Mutare,RT_MUT_02,STORE_017,Wrong Delivery,Damaged on shelf,27,7,0,0,BATCH_10470,matched
RET_205994,2025-06-02 06:13:17,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_194,Returned Unsold,,0,0,0,15,BATCH_20810,matched
RET_200642,2025-07-02 02:36:49,Shepperton_Plant,Harare,RT_HAR_03,STORE_104,Crushed/Squashed,Late delivery,0,11,13,0,BATCH_21362,matched
RET_212078,2025-02-15 04:07:39,Shepperton_Plant,Bindura,RT_BIN_01,STORE_093,Returned Unsold,Customer complaints,0,41,0,0,BATCH_11959,matched
RET_203767,2025-04-11 02:58:19,Shepperton_Plant,Mutare,RT_MUT_01,STORE_004,Expired,,0,4,4,0,BATCH_14327,matched
RET_204272,2025-03-02 17:56:15,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_037,Expired,Late delivery,24,0,0,0,BATCH_12872,matched
RET_206123,2025-03-17 21:04:11,Shepperton_Plant,Bindura,RT_BIN_01,STORE_173,Stale,Damaged on shelf,0,0,59,51,BATCH_22098,matched
RET_208703,2025-07-11 13:43:23,Shepperton_Plant,Mutare,RT_MUT_02,STORE_031,Stale,,0,33,20,0,BATCH_10372,matched
RET_200786,2025-01-07 14:47:30,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_108,Expired,Late delivery,41,0,0,0,BATCH_17909,matched
RET_202857,2025-05-28 17:12:30,Shepperton_Plant,Mutare,RT_MUT_02,STORE_118,Returned Unsold,Late delivery,0,0,0,23,BATCH_22666,matched
RET_206112,2025-01-23 03:39:40,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_176,Damaged Packaging,Packaging issue,8,5,0,0,BATCH_13376,matched
RET_203202,2025-02-21 01:31:27,Shepperton_Plant,Mutare,RT_MUT_01,STORE_191,Damaged Packaging,,16,0,0,17,BATCH_15517,matched
RET_208222,2025-03-24 10:32:39,Shepperton_Plant,Harare,RT_HAR_02,STORE_122,Stale,,0,0,0,134,BATCH_12444,matched
RET_208540,2025-02-02 09:24:18,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_072,Crushed/Squashed,,0,19,0,23,BATCH_16115,matched
RET_204187,2025-04-27 23:15:42,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_065,Mould Growth,Late delivery,0,0,0,26,BATCH_14079,matched
RET_211535,2025-04-28 18:45:10,Shepperton_Plant,Harare,RT_HAR_03,STORE_125,Mould Growth,Damaged on shelf,0,0,0,43,BATCH_23105,matched
RET_210836,2025-04-16 06:19:36,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_018,Mould Growth,,74,0,60,0,BATCH_16556,matched
RET_204824,2025-02-27 21:40:28,Shepperton_Plant,Mutare,RT_MUT_01,STORE_182,Mould Growth,,18,0,0,16,BATCH_16425,matched
RET_206067,2025-04-09 04:24:23,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_175,Mould Growth,,0,0,51,0,BATCH_15941,matched
RET_202905,2025-07-09 00:28:04,Shepperton_Plant,Harare,RT_HAR_03,STORE_154,Mould Growth,,0,58,47,0,BATCH_18596,matched
RET_204626,2025-07-12 18:24:25,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_189,Returned Unsold,,0,0,32,0,BATCH_13188,matched
RET_211446,2025-06-21 10:04:01,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_053,Damaged Packaging,,13,0,0,11,BATCH_18663,matched
RET_200996,2025-04-13 13:22:15,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_021,Mould Growth,Customer complaints,0,7,0,17,BATCH_10794,matched
RET_210482,2025-05-30 19:28:09,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_162,Stale,,0,69,49,0,BATCH_24965,matched
RET_209782,2025-05-13 15:02:09,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_062,Returned Unsold,Late delivery,30,0,0,0,BATCH_22296,matched
RET_206250,2025-02-10 04:38:16,Shepperton_Plant,Mutare,RT_MUT_01,STORE_148,Damaged Packaging,Packaging issue,0,20,0,0,BATCH_13067,matched
RET_207713,2025-03-12 23:27:26,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_005,Mould Growth,Customer complaints,0,61,0,0,BATCH_23110,matched
RET_205523,2025-02-03 05:23:01,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_035,Expired,,0,53,0,0,BATCH_15453,matched
RET_207406,2025-02-13 16:13:38,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_133,Returned Unsold,Late delivery,0,46,0,0,BATCH_10839,matched
RET_200156,2025-02-27 11:10:50,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_058,Crushed/Squashed,Customer complaints,9,0,0,0,BATCH_16798,matched
RET_211084,2025-01-15 02:02:33,Shepperton_Plant,Bindura,RT_BIN_01,STORE_190,Stale,Damaged on shelf,0,0,17,0,BATCH_13739,matched
RET_203085,2025-05-09 12:23:51,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_123,Stale,Damaged on shelf,35,0,23,0,BATCH_23314,matched
RET_209551,2025-04-28 21:28:39,Shepperton_Plant,Mutare,RT_MUT_02,STORE_053,Returned Unsold,Damaged on shelf,0,63,0,0,BATCH_11805,matched
RET_201552,2025-06-22 05:59:56,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_095,Crushed/Squashed,,0,18,0,0,BATCH_18661,matched
RET_211610,2025-05-15 11:07:39,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_107,Mould Growth,Damaged on shelf,0,0,34,0,BATCH_18609,matched
RET_207874,2025-05-28 07:30:50,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_097,Mould Growth,Customer complaints,66,14,0,0,BATCH_22851,matched
RET_208470,2025-03-11 00:25:32,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_178,Mould Growth,,0,55,0,0,BATCH_13466,matched
RET_203795,2025-03-22 00:29:04,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_107,Damaged Packaging,,0,21,12,0,BATCH_11083,matched
RET_200495,2025-05-29 12:19:55,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_092,Wrong Delivery,Packaging issue,65,0,0,0,BATCH_16461,matched
RET_210592,2025-04-03 03:08:55,Shepperton_Plant,Bindura,RT_BIN_01,STORE_029,Crushed/Squashed,Damaged on shelf,98,30,0,0,BATCH_13887,matched
RET_202321,2025-03-26 17:55:53,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_103,Crushed/Squashed,Packaging issue,72,0,25,0,BATCH_20494,matched
RET_207319,2025-04-14 22:14:10,Shepperton_Plant,Mutare,RT_MUT_02,STORE_137,Expired,Damaged on shelf,0,0,37,51,BATCH_14423,matched
RET_206431,2025-06-08 13:17:28,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_062,Damaged Packaging,,0,35,0,78,BATCH_11525,matched
RET_200151,2025-03-30 14:21:49,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_013,Mould Growth,Damaged on shelf,0,2,1,0,BATCH_24609,matched
RET_209411,2025-06-01 11:08:55,Shepperton_Plant,Mutare,RT_MUT_01,STORE_195,Stale,Packaging issue,77,0,0,81,BATCH_10443,matched
RET_209933,2025-04-26 10:07:08,Shepperton_Plant,Bindura,RT_BIN_01,STORE_080,Damaged Packaging,Damaged on shelf,0,37,0,0,BATCH_12132,matched
RET_207584,2025-02-24 03:43:40,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_161,Damaged Packaging,Damaged on shelf,0,0,13,0,BATCH_15438,matched
RET_208933,2025-04-02 20:45:08,Shepperton_Plant,Harare,RT_HAR_03,STORE_062,Expired,Customer complaints,66,0,0,50,BATCH_14455,matched
RET_201738,2025-07-15 01:16:44,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_093,Damaged Packaging,Packaging issue,29,10,0,0,BATCH_22369,matched
RET_203001,2025-02-20 14:10:47,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_125,Expired,Late delivery,0,0,31,25,BATCH_13419,matched
RET_211713,2025-06-02 20:58:44,Shepperton_Plant,Bindura,RT_BIN_01,STORE_093,Mould Growth,,0,0,80,83,BATCH_10728,matched
RET_210483,2025-06-06 13:31:29,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_057,Expired,Late delivery,0,24,0,0,BATCH_22086,matched
RET_210023,2025-01-29 14:58:59,Shepperton_Plant,Harare,RT_HAR_03,STORE_138,Damaged Packaging,Late delivery,37,0,21,0,BATCH_14013,matched
RET_211762,2025-01-23 18:48:07,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_051,Expired,Late delivery,0,0,0,24,BATCH_16451,matched
RET_211459,2025-01-20 15:22:21,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_036,Returned Unsold,Damaged on shelf,44,0,23,0,BATCH_23803,matched
RET_202883,2025-04-26 00:18:13,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_197,Expired,Packaging issue,4,0,0,5,BATCH_13914,matched
RET_203720,2025-03-17 19:08:14,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_179,Stale,Customer complaints,0,41,0,0,BATCH_22439,matched
RET_211503,2025-02-11 18:56:06,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_086,Damaged Packaging,Packaging issue,0,0,15,0,BATCH_15645,matched
RET_211144,2025-01-01 06:21:13,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_029,Returned Unsold,,0,35,0,81,INFERRED_BATCH_06298,inferred
RET_206620,2025-03-02 20:50:18,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_092,Expired,Customer complaints,47,0,18,0,BATCH_20852,matched
RET_205471,2025-06-23 20:15:17,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_047,Returned Unsold,Packaging issue,0,0,0,23,BATCH_12669,matched
RET_211603,2025-06-06 14:14:12,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_045,Crushed/Squashed,,0,0,27,0,BATCH_22086,matched
RET_209564,2025-02-27 18:45:32,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_160,Wrong Delivery,,0,46,0,0,BATCH_11085,matched
RET_202276,2025-05-08 07:17:57,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_082,Wrong Delivery,Customer complaints,6,2,0,0,BATCH_13721,matched
RET_204823,2025-06-03 05:40:47,Shepperton_Plant,Harare,RT_HAR_01,STORE_125,Wrong Delivery,Packaging issue,0,0,37,0,BATCH_24152,matched
RET_204704,2025-06-25 07:54:03,Shepperton_Plant,Mutare,RT_MUT_01,STORE_121,Crushed/Squashed,Packaging issue,0,76,0,82,BATCH_18536,matched
RET_204461,2025-06-02 15:09:25,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_021,Crushed/Squashed,,0,4,0,9,BATCH_10604,matched
RET_200343,2025-06-08 00:05:44,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_063,Crushed/Squashed,Packaging issue,0,56,0,79,BATCH_19370,matched
RET_211590,2025-07-07 01:30:35,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_045,Wrong Delivery,Damaged on shelf,0,67,0,0,BATCH_15596,matched
RET_204136,2025-05-04 17:07:57,Shepperton_Plant,Bindura,RT_BIN_01,STORE_181,Returned Unsold,Packaging issue,0,0,72,72,BATCH_14308,matched
RET_209422,2025-04-18 04:26:37,Shepperton_Plant,Mutare,RT_MUT_02,STORE_165,Mould Growth,Damaged on shelf,53,16,0,0,BATCH_20978,matched
RET_207233,2025-07-27 08:14:49,Shepperton_Plant,Bindura,RT_BIN_01,STORE_034,Damaged Packaging,Late delivery,37,25,0,0,BATCH_10052,matched
RET_207317,2025-04-02 13:14:51,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_081,Mould Growth,Damaged on shelf,0,0,26,0,BATCH_10826,matched
RET_202223,2025-04-28 11:53:27,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_024,Returned Unsold,Packaging issue,0,0,42,40,BATCH_24534,matched
RET_204196,2025-04-28 05:15:30,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_167,Returned Unsold,Customer complaints,0,3,5,0,BATCH_21307,matched
RET_202584,2025-04-26 06:17:45,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_170,Crushed/Squashed,,0,0,0,168,BATCH_18304,matched
RET_208060,2025-07-07 23:45:34,Shepperton_Plant,Harare,RT_HAR_02,STORE_117,Stale,Packaging issue,0,0,52,0,BATCH_23157,matched
RET_209066,2025-03-12 20:26:42,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_108,Crushed/Squashed,Damaged on shelf,3,0,0,3,BATCH_20426,matched
RET_205081,2025-01-03 05:55:52,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_161,Returned Unsold,Customer complaints,88,0,0,0,BATCH_11457,matched
RET_210585,2025-04-10 18:38:59,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_017,Crushed/Squashed,,0,0,8,12,BATCH_11325,matched
RET_207656,2025-07-17 15:47:02,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_099,Damaged Packaging,Late delivery,32,0,14,0,BATCH_21844,matched
RET_211945,2025-02-25 06:16:38,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_072,Wrong Delivery,Damaged on shelf,0,38,0,0,BATCH_11284,matched
RET_210650,2025-06-11 18:01:10,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_141,Stale,,0,56,38,0,BATCH_23303,matched
RET_204734,2025-01-15 11:41:01,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_039,Expired,Customer complaints,11,0,0,0,BATCH_21973,matched
RET_209616,2025-06-23 11:04:27,Shepperton_Plant,Harare,RT_HAR_02,STORE_013,Wrong Delivery,,0,59,0,0,BATCH_13148,matched
RET_201465,2025-05-28 09:34:32,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_022,Damaged Packaging,Damaged on shelf,10,0,0,0,BATCH_19802,matched
RET_204593,2025-06-07 09:15:09,Shepperton_Plant,Harare,RT_HAR_02,STORE_021,Stale,,0,12,0,0,BATCH_19670,matched
RET_202234,2025-03-13 20:38:34,Shepperton_Plant,Hatcliff,RT_HAT_01,STORE_002,Crushed/Squashed,Customer complaints,44,0,0,43,BATCH_20031,matched
RET_212020,2025-02-11 18:10:38,Shepperton_Plant,Harare,RT_HAR_01,STORE_150,Crushed/Squashed,Packaging issue,21,0,0,0,BATCH_11898,matched
RET_203903,2025-07-24 19:39:10,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_147,Mould Growth,,24,0,0,0,BATCH_15317,matched
RET_205840,2025-02-27 02:39:09,Shepperton_Plant,Harare,RT_HAR_03,STORE_134,Returned Unsold,Damaged on shelf,0,0,87,78,BATCH_22634,matched
RET_200283,2025-04-22 06:21:13,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_081,Expired,Damaged on shelf,0,28,0,0,BATCH_13644,matched
RET_212107,2025-03-01 19:39:54,Shepperton_Plant,Harare,RT_HAR_01,STORE_162,Crushed/Squashed,Late delivery,0,0,0,83,BATCH_24598,matched
RET_211542,2025-05-05 13:10:21,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_097,Returned Unsold,Customer complaints,0,0,51,0,BATCH_10898,matched
RET_211201,2025-04-06 01:40:25,Shepperton_Plant,Mutare,RT_MUT_02,STORE_103,Mould Growth,Damaged on shelf,19,0,16,0,BATCH_14474,matched
RET_206175,2025-02-06 00:51:46,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_195,Stale,,18,0,0,0,BATCH_20674,matched
RET_208977,2025-03-27 03:22:28,Shepperton_Plant,Bindura,RT_BIN_01,STORE_083,Damaged Packaging,,0,0,39,46,BATCH_15755,matched
RET_211765,2025-07-14 18:59:24,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_054,Mould Growth,Damaged on shelf,82,33,0,0,BATCH_24894,matched
RET_204151,2025-01-06 22:45:53,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_067,Expired,,0,0,0,166,BATCH_15295,matched
RET_206908,2025-06-04 06:09:26,Shepperton_Plant,Harare,RT_HAR_02,STORE_158,Returned Unsold,Customer complaints,71,0,0,83,BATCH_24559,matched
RET_205938,2025-06-01 12:18:32,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_144,Expired,Packaging issue,0,47,0,0,BATCH_16809,matched
RET_212631,2025-01-14 15:34:40,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_075,Wrong Delivery,,0,0,60,65,BATCH_19367,matched
RET_207517,2025-07-29 18:19:41,Shepperton_Plant,Mutare,RT_MUT_02,STORE_147,Returned Unsold,,0,19,0,0,BATCH_18858,matched
RET_209119,2025-04-09 12:38:06,Shepperton_Plant,Harare,RT_HAR_01,STORE_136,Damaged Packaging,Late delivery,0,0,64,93,BATCH_13558,matched
RET_202121,2025-06-18 04:24:55,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_101,Expired,Customer complaints,0,22,20,0,BATCH_23413,matched
RET_206395,2025-01-12 10:25:38,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_128,Damaged Packaging,Packaging issue,60,0,0,0,BATCH_20788,matched
RET_212127,2025-02-23 04:43:38,Shepperton_Plant,Harare,RT_HAR_01,STORE_169,Damaged Packaging,Packaging issue,0,0,32,37,BATCH_16313,matched
RET_205012,2025-06-16 19:25:50,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_005,Expired,Damaged on shelf,0,8,0,0,BATCH_12601,matched
RET_205859,2025-05-12 06:38:46,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_049,Returned Unsold,Customer complaints,5,0,2,0,BATCH_11359,matched
RET_210070,2025-07-23 17:51:34,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_165,Expired,,63,0,0,0,BATCH_18487,matched
RET_208524,2025-01-02 21:41:26,Shepperton_Plant,Harare,RT_HAR_03,STORE_147,Returned Unsold,Damaged on shelf,0,25,0,0,BATCH_23892,matched
RET_203161,2025-06-10 13:30:21,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_142,Damaged Packaging,Customer complaints,57,26,0,0,BATCH_21985,matched
RET_202630,2025-07-12 07:45:37,Shepperton_Plant,Bindura,RT_BIN_01,STORE_096,Expired,Late delivery,0,0,32,33,BATCH_11397,matched
RET_212026,2025-07-14 15:39:27,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_003,Expired,Damaged on shelf,0,0,3,0,BATCH_17923,matched
RET_211119,2025-02-08 08:41:37,Shepperton_Plant,Mutare,RT_MUT_02,STORE_001,Returned Unsold,Packaging issue,0,0,55,0,BATCH_18751,matched
RET_208731,2025-07-13 05:30:33,Shepperton_Plant,Mutare,RT_MUT_01,STORE_094,Expired,Packaging issue,0,23,0,0,BATCH_20758,matched
RET_211721,2025-05-18 04:38:33,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_086,Wrong Delivery,Customer complaints,0,24,18,0,BATCH_19612,matched
RET_201203,2025-06-13 13:57:14,Shepperton_Plant,Mutare,RT_MUT_01,STORE_157,Stale,Damaged on shelf,0,9,6,0,BATCH_14813,matched
RET_208863,2025-06-18 17:22:29,Shepperton_Plant,Mutare,RT_MUT_01,STORE_192,Mould Growth,Late delivery,0,51,0,0,BATCH_14590,matched
RET_200616,2025-06-19 22:08:36,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_042,Expired,Customer complaints,34,18,0,0,BATCH_14481,matched
RET_201926,2025-07-02 22:16:53,Shepperton_Plant,Harare,RT_HAR_01,STORE_006,Crushed/Squashed,Damaged on shelf,0,0,25,0,BATCH_19879,matched
RET_203114,2025-04-15 21:51:21,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_111,Stale,,41,0,23,0,BATCH_19530,matched
RET_202641,2025-07-14 09:08:33,Shepperton_Plant,Bindura,RT_BIN_01,STORE_139,Wrong Delivery,Late delivery,0,0,0,154,BATCH_18377,matched
RET_211712,2025-04-15 22:23:06,Shepperton_Plant,Bindura,RT_BIN_01,STORE_173,Expired,,73,41,0,0,BATCH_24796,matched
RET_202562,2025-06-24 06:13:44,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_110,Stale,Customer complaints,0,0,30,0,BATCH_17979,matched
RET_210974,2025-05-06 08:01:33,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_008,Wrong Delivery,,0,0,0,120,BATCH_17477,matched
RET_202728,2025-06-09 15:10:49,Shepperton_Plant,Mutare,RT_MUT_02,STORE_067,Mould Growth,Customer complaints,0,0,0,42,BATCH_12479,matched
RET_206312,2025-03-30 00:18:43,Shepperton_Plant,Bindura,RT_BIN_01,STORE_159,Wrong Delivery,Packaging issue,0,0,0,75,BATCH_17969,matched
RET_205728,2025-05-08 05:41:32,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_122,Damaged Packaging,,11,0,0,0,BATCH_24078,matched
RET_206625,2025-05-21 12:28:59,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_157,Crushed/Squashed,Customer complaints,0,0,22,0,BATCH_20759,matched
RET_210368,2025-03-01 04:21:02,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_191,Wrong Delivery,,0,0,74,0,BATCH_18350,matched
RET_208090,2025-04-16 22:12:49,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_036,Crushed/Squashed,Late delivery,0,46,41,0,BATCH_13489,matched
RET_202126,2025-04-30 09:30:13,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_133,Returned Unsold,,0,0,0,169,BATCH_12431,matched
RET_207366,2025-05-21 00:09:25,Shepperton_Plant,Bindura,RT_BIN_01,STORE_143,Stale,Late delivery,0,0,0,34,BATCH_22130,matched
RET_210763,2025-04-13 00:25:24,Shepperton_Plant,Murehwa,RT_MUR_01,STORE_019,Mould Growth,,0,0,0,77,BATCH_11564,matched
RET_207936,2025-01-19 01:22:01,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_076,Mould Growth,Customer complaints,83,0,0,87,BATCH_14776,matched
RET_210261,2025-07-18 18:03:05,Shepperton_Plant,Chinhoyi,RT_CHI_02,STORE_106,Damaged Packaging,Packaging issue,0,0,0,61,BATCH_17656,matched
RET_200805,2025-06-11 14:04:36,Shepperton_Plant,Harare,RT_HAR_02,STORE_017,Stale,Late delivery,0,41,0,45,BATCH_20177,matched
RET_204694,2025-07-23 18:24:58,Shepperton_Plant,Chegutu,RT_CHE_01,STORE_185,Wrong Delivery,Packaging issue,0,74,0,0,BATCH_18531,matched
RET_206592,2025-07-12 16:58:46,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_169,Expired,Customer complaints,0,38,0,0,BATCH_23724,matched
RET_209391,2025-06-16 08:49:39,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_007,Expired,,0,5,0,0,BATCH_20721,matched
RET_207198,2025-05-27 18:06:03,Shepperton_Plant,Bindura,RT_BIN_01,STORE_029,Crushed/Squashed,Late delivery,78,0,0,102,BATCH_12839,matched
RET_203140,2025-04-08 14:56:50,Shepperton_Plant,Chinhoyi,RT_CHI_01,STORE_073,Damaged Packaging,,0,30,0,0,BATCH_21580,matched
RET_204280,2025-06-23 11:46:13,Shepperton_Plant,Harare,RT_HAR_01,STORE_084,Expired,Packaging issue,32,14,0,0,BATCH_13148,matched
RET_205338,2025-06-13 04:31:41,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_128,Crushed/Squashed,,14,6,0,0,BATCH_24522,matched
RET_209859,2025-05-27 11:29:00,Shepperton_Plant,Mutare,RT_MUT_02,STORE_094,Wrong Delivery,,0,12,0,0,BATCH_23995,matched
RET_200566,2025-07-20 20:08:14,Shepperton_Plant,Hatcliff,RT_HAT_02,STORE_125,Damaged Packaging,Late delivery,61,0,23,0,BATCH_12070,matched
RET_206851,2025-02-07 13:20:11,Shepperton_Plant,Chegutu,RT_CHE_02,STORE_044,Damaged Packaging,,27,0,15,0,BATCH_14840,matched
