dispatch_id,departure_time,expected_arrival,actual_arrival,plant_id,depot_id,vehicle_id,Soft white,High Energy Brown,Whole grain loaf,Low GI Seed loaf,total_quantity
DSP_904238,2025-04-09 03:00:00,2025-04-09 04:00:00,2025-04-09 04:35:00,Shepperton_Plant,Harare,TRUCK_052,1621,457,308,385,2771
DSP_904239,2025-04-09 04:00:00,2025-04-09 04:50:00,2025-04-09 04:51:00,Shepperton_Plant,Hatcliff,TRUCK_070,1157,306,378,289,2130
DSP_904240,2025-04-09 02:00:00,2025-04-09 04:00:00,2025-04-09 03:54:00,Shepperton_Plant,Chegutu,TRUCK_123,1463,498,365,440,2766
DSP_904241,2025-04-09 05:00:00,2025-04-09 10:00:00,2025-04-09 09:56:00,Shepperton_Plant,Mutare,TRUCK_060,1289,577,497,482,2845
DSP_904242,2025-04-09 05:00:00,2025-04-09 07:30:00,2025-04-09 07:31:00,Shepperton_Plant,Chinhoyi,TRUCK_085,1258,377,347,439,2421
DSP_904243,2025-04-09 02:00:00,2025-04-09 02:50:00,2025-04-09 02:52:00,Shepperton_Plant,Hatcliff,TRUCK_029,1115,442,296,410,2263
DSP_904244,2025-04-09 02:00:00,2025-04-09 03:50:00,2025-04-09 03:55:00,Shepperton_Plant,Murehwa,TRUCK_058,1223,510,485,461,2679
DSP_904245,2025-04-09 06:00:00,2025-04-09 06:50:00,2025-04-09 07:16:00,Shepperton_Plant,Hatcliff,TRUCK_086,1867,561,806,684,3918
DSP_904246,2025-04-09 02:00:00,2025-04-09 04:00:00,2025-04-09 03:56:00,Shepperton_Plant,Chegutu,TRUCK_079,1423,363,293,431,2510
DSP_904247,2025-04-09 03:00:00,2025-04-09 08:00:00,2025-04-09 07:58:00,Shepperton_Plant,Mutare,TRUCK_073,1706,408,582,431,3127
DSP_904248,2025-04-09 06:00:00,2025-04-09 08:20:00,2025-04-09 09:01:00,Shepperton_Plant,Bindura,TRUCK_081,1987,617,599,650,3853
DSP_904249,2025-04-09 03:00:00,2025-04-09 05:20:00,2025-04-09 05:10:00,Shepperton_Plant,Bindura,TRUCK_147,1594,297,440,401,2732
DSP_904250,2025-04-09 03:00:00,2025-04-09 08:00:00,2025-04-09 07:54:00,Shepperton_Plant,Mutare,TRUCK_004,1503,319,332,489,2643
DSP_904251,2025-04-09 06:00:00,2025-04-09 08:00:00,2025-04-09 08:23:00,Shepperton_Plant,Chegutu,TRUCK_089,2270,406,457,656,3789
DSP_904252,2025-04-09 06:00:00,2025-04-09 07:50:00,2025-04-09 08:05:00,Shepperton_Plant,Murehwa,TRUCK_007,1712,448,409,336,2905
DSP_904253,2025-04-09 03:00:00,2025-04-09 03:50:00,2025-04-09 04:25:00,Shepperton_Plant,Hatcliff,TRUCK_023,1959,493,657,748,3857
DSP_904254,2025-04-09 05:00:00,2025-04-09 10:00:00,2025-04-09 09:57:00,Shepperton_Plant,Mutare,TRUCK_024,928,266,368,274,1836
DSP_904255,2025-04-09 06:00:00,2025-04-09 08:20:00,2025-04-09 08:24:00,Shepperton_Plant,Bindura,TRUCK_111,1274,275,394,336,2279
DSP_904256,2025-04-09 03:00:00,2025-04-09 05:30:00,2025-04-09 05:45:00,Shepperton_Plant,Chinhoyi,TRUCK_048,1322,349,231,322,2224
DSP_904257,2025-04-09 04:00:00,2025-04-09 06:30:00,2025-04-09 06:49:00,Shepperton_Plant,Chinhoyi,TRUCK_122,1026,287,263,316,1892
DSP_904258,2025-04-09 04:00:00,2025-04-09 09:00:00,2025-04-09 09:42:00,Shepperton_Plant,Mutare,TRUCK_104,1302,279,286,328,2195
DSP_904259,2025-04-09 04:00:00,2025-04-09 06:20:00,2025-04-09 06:15:00,Shepperton_Plant,Bindura,TRUCK_012,1671,533,501,659,3364
DSP_904260,2025-04-09 06:00:00,2025-04-09 07:50:00,2025-04-09 07:56:00,Shepperton_Plant,Murehwa,TRUCK_016,1972,425,493,519,3409
DSP_904261,2025-04-09 06:00:00,2025-04-09 08:00:00,2025-04-09 08:00:00,Shepperton_Plant,Chegutu,TRUCK_011,1618,446,406,540,3010
DSP_904262,2025-04-09 05:00:00,2025-04-09 06:00:00,2025-04-09 06:25:00,Shepperton_Plant,Harare,TRUCK_020,2353,435,631,625,4044
DSP_904263,2025-04-09 04:00:00,2025-04-09 05:50:00,2025-04-09 06:33:00,Shepperton_Plant,Murehwa,TRUCK_044,1819,322,533,375,3049
DSP_904264,2025-04-09 06:00:00,2025-04-09 08:30:00,2025-04-09 08:35:00,Shepperton_Plant,Chinhoyi,TRUCK_098,1740,609,540,705,3594
DSP_904265,2025-04-09 06:00:00,2025-04-09 11:00:00,2025-04-09 11:01:00,Shepperton_Plant,Mutare,TRUCK_068,1705,620,680,682,3687
DSP_904266,2025-04-09 03:00:00,2025-04-09 04:00:00,2025-04-09 04:23:00,Shepperton_Plant,Harare,TRUCK_118,846,342,308,323,1819
DSP_904267,2025-04-09 04:00:00,2025-04-09 05:00:00,2025-04-09 05:07:00,Shepperton_Plant,Harare,TRUCK_041,2074,586,568,569,3797
DSP_904268,2025-04-09 06:00:00,2025-04-09 07:50:00,2025-04-09 07:40:00,Shepperton_Plant,Murehwa,TRUCK_148,1312,441,434,357,2544
DSP_904269,2025-04-09 02:00:00,2025-04-09 07:00:00,2025-04-09 06:55:00,Shepperton_Plant,Mutare,TRUCK_046,1757,450,661,582,3450
DSP_904270,2025-04-09 05:00:00,2025-04-09 10:00:00,2025-04-09 10:04:00,Shepperton_Plant,Mutare,TRUCK_127,1425,409,525,533,2892
DSP_904271,2025-04-09 06:00:00,2025-04-09 07:00:00,2025-04-09 07:15:00,Shepperton_Plant,Harare,TRUCK_141,2008,564,598,849,4019
DSP_904272,2025-04-09 04:00:00,2025-04-09 04:50:00,2025-04-09 05:02:00,Shepperton_Plant,Hatcliff,TRUCK_095,1826,478,341,468,3113
DSP_904273,2025-04-10 06:00:00,2025-04-10 07:00:00,2025-04-10 07:06:00,Shepperton_Plant,Harare,TRUCK_113,2181,572,599,738,4090
DSP_904274,2025-04-10 02:00:00,2025-04-10 04:30:00,2025-04-10 04:53:00,Shepperton_Plant,Chinhoyi,TRUCK_014,1075,270,247,225,1817
DSP_904275,2025-04-10 04:00:00,2025-04-10 05:50:00,2025-04-10 05:56:00,Shepperton_Plant,Murehwa,TRUCK_074,2024,514,476,701,3715
DSP_904276,2025-04-10 04:00:00,2025-04-10 06:00:00,2025-04-10 06:14:00,Shepperton_Plant,Chegutu,TRUCK_145,1130,474,422,327,2353
DSP_904277,2025-04-10 02:00:00,2025-04-10 07:00:00,2025-04-10 07:00:00,Shepperton_Plant,Mutare,TRUCK_054,1270,409,366,426,2471
DSP_904278,2025-04-10 02:00:00,2025-04-10 04:00:00,2025-04-10 03:55:00,Shepperton_Plant,Chegutu,TRUCK_137,1331,334,379,304,2348
DSP_904279,2025-04-10 06:00:00,2025-04-10 08:00:00,2025-04-10 08:20:00,Shepperton_Plant,Chegutu,TRUCK_125,1024,319,459,364,2166
DSP_904280,2025-04-10 03:00:00,2025-04-10 05:00:00,2025-04-10 04:50:00,Shepperton_Plant,Chegutu,TRUCK_087,2246,415,459,649,3769
DSP_904281,2025-04-10 04:00:00,2025-04-10 04:50:00,2025-04-10 05:09:00,Shepperton_Plant,Hatcliff,TRUCK_077,2264,694,652,442,4052
DSP_904282,2025-04-10 02:00:00,2025-04-10 07:00:00,2025-04-10 07:03:00,Shepperton_Plant,Mutare,TRUCK_038,2034,450,396,547,3427
DSP_904283,2025-04-10 05:00:00,2025-04-10 07:00:00,2025-04-10 06:56:00,Shepperton_Plant,Chegutu,TRUCK_078,1477,360,595,465,2897
DSP_904284,2025-04-10 04:00:00,2025-04-10 05:50:00,2025-04-10 05:52:00,Shepperton_Plant,Murehwa,TRUCK_070,1220,353,441,334,2348
DSP_904285,2025-04-10 04:00:00,2025-04-10 05:00:00,2025-04-10 05:08:00,Shepperton_Plant,Harare,TRUCK_063,1937,368,484,457,3246
DSP_904286,2025-04-10 05:00:00,2025-04-10 10:00:00,2025-04-10 10:04:00,Shepperton_Plant,Mutare,TRUCK_104,1674,561,416,529,3180
DSP_904287,2025-04-10 05:00:00,2025-04-10 07:00:00,2025-04-10 06:52:00,Shepperton_Plant,Chegutu,TRUCK_080,2005,550,772,553,3880
DSP_904288,2025-04-10 03:00:00,2025-04-10 05:30:00,2025-04-10 05:23:00,Shepperton_Plant,Chinhoyi,TRUCK_055,1261,481,363,456,2561
DSP_904289,2025-04-10 03:00:00,2025-04-10 04:00:00,2025-04-10 04:02:00,Shepperton_Plant,Harare,TRUCK_046,1620,494,356,474,2944
DSP_904290,2025-04-10 04:00:00,2025-04-10 05:00:00,2025-04-10 05:15:00,Shepperton_Plant,Harare,TRUCK_072,2292,688,595,491,4066
DSP_904291,2025-04-10 06:00:00,2025-04-10 08:20:00,2025-04-10 08:37:00,Shepperton_Plant,Bindura,TRUCK_091,1341,331,422,559,2653
DSP_904292,2025-04-10 06:00:00,2025-04-10 11:00:00,2025-04-10 10:51:00,Shepperton_Plant,Mutare,TRUCK_119,1721,382,581,408,3092
DSP_904293,2025-04-10 03:00:00,2025-04-10 04:50:00,2025-04-10 04:43:00,Shepperton_Plant,Murehwa,TRUCK_082,1030,257,259,381,1927
DSP_904294,2025-04-10 06:00:00,2025-04-10 11:00:00,2025-04-10 11:15:00,Shepperton_Plant,Mutare,TRUCK_039,1260,303,323,244,2130
DSP_904295,2025-04-10 02:00:00,2025-04-10 07:00:00,2025-04-10 07:24:00,Shepperton_Plant,Mutare,TRUCK_103,1564,525,572,441,3102
DSP_904296,2025-04-10 05:00:00,2025-04-10 10:00:00,2025-04-10 09:57:00,Shepperton_Plant,Mutare,TRUCK_058,1830,583,511,671,3595
DSP_904297,2025-04-10 06:00:00,2025-04-10 08:30:00,2025-04-10 08:49:00,Shepperton_Plant,Chinhoyi,TRUCK_004,1547,479,658,499,3183
DSP_904298,2025-04-10 02:00:00,2025-04-10 03:50:00,2025-04-10 03:42:00,Shepperton_Plant,Murehwa,TRUCK_006,2252,636,721,580,4189
DSP_904299,2025-04-10 06:00:00,2025-04-10 07:50:00,2025-04-10 08:10:00,Shepperton_Plant,Murehwa,TRUCK_017,1355,363,526,520,2764
DSP_904300,2025-04-10 03:00:00,2025-04-10 05:00:00,2025-04-10 05:03:00,Shepperton_Plant,Chegutu,TRUCK_140,905,346,340,379,1970
DSP_904301,2025-04-10 03:00:00,2025-04-10 04:50:00,2025-04-10 05:00:00,Shepperton_Plant,Murehwa,TRUCK_033,1755,584,575,614,3528
DSP_904302,2025-04-10 04:00:00,2025-04-10 09:00:00,2025-04-10 09:17:00,Shepperton_Plant,Mutare,TRUCK_076,2184,579,513,400,3676
DSP_904303,2025-04-10 05:00:00,2025-04-10 07:20:00,2025-04-10 07:16:00,Shepperton_Plant,Bindura,TRUCK_067,992,269,291,248,1800
DSP_904304,2025-04-10 04:00:00,2025-04-10 09:00:00,2025-04-10 08:59:00,Shepperton_Plant,Mutare,TRUCK_120,1566,404,451,360,2781
DSP_904305,2025-04-10 06:00:00,2025-04-10 08:00:00,2025-04-10 08:04:00,Shepperton_Plant,Chegutu,TRUCK_026,1668,459,454,383,2964
DSP_904306,2025-04-10 03:00:00,2025-04-10 05:30:00,2025-04-10 05:40:00,Shepperton_Plant,Chinhoyi,TRUCK_090,2030,647,663,491,3831
DSP_904307,2025-04-10 04:00:00,2025-04-10 05:00:00,2025-04-10 05:15:00,Shepperton_Plant,Harare,TRUCK_098,1465,544,595,577,3181
DSP_904308,2025-04-10 03:00:00,2025-04-10 05:00:00,2025-04-10 05:05:00,Shepperton_Plant,Chegutu,TRUCK_110,1218,304,367,380,2269
DSP_904309,2025-04-10 03:00:00,2025-04-10 03:50:00,2025-04-10 03:58:00,Shepperton_Plant,Hatcliff,TRUCK_045,1831,736,489,707,3763
DSP_904310,2025-04-10 06:00:00,2025-04-10 06:50:00,2025-04-10 06:51:00,Shepperton_Plant,Hatcliff,TRUCK_019,1326,299,402,300,2327
DSP_904311,2025-04-10 04:00:00,2025-04-10 06:30:00,2025-04-10 06:35:00,Shepperton_Plant,Chinhoyi,TRUCK_011,1307,318,351,327,2303
DSP_904312,2025-04-10 05:00:00,2025-04-10 06:00:00,2025-04-10 06:06:00,Shepperton_Plant,Harare,TRUCK_123,1471,498,531,593,3093
DSP_904313,2025-04-10 03:00:00,2025-04-10 05:30:00,2025-04-10 06:07:00,Shepperton_Plant,Chinhoyi,TRUCK_132,1246,380,514,589,2729
DSP_904314,2025-04-10 05:00:00,2025-04-10 10:00:00,2025-04-10 10:26:00,Shepperton_Plant,Mutare,TRUCK_020,1885,535,471,626,3517
DSP_904315,2025-04-10 03:00:00,2025-04-10 04:00:00,2025-04-10 04:02:00,Shepperton_Plant,Harare,TRUCK_084,2282,548,582,787,4199
DSP_904316,2025-04-10 05:00:00,2025-04-10 10:00:00,2025-04-10 10:04:00,Shepperton_Plant,Mutare,TRUCK_057,1670,474,483,391,3018
DSP_904317,2025-04-10 03:00:00,2025-04-10 05:30:00,2025-04-10 05:20:00,Shepperton_Plant,Chinhoyi,TRUCK_001,1749,503,582,727,3561
DSP_904318,2025-04-10 05:00:00,2025-04-10 06:50:00,2025-04-10 06:59:00,Shepperton_Plant,Murehwa,TRUCK_144,1442,354,378,278,2452
DSP_904319,2025-04-10 06:00:00,2025-04-10 07:50:00,2025-04-10 07:57:00,Shepperton_Plant,Murehwa,TRUCK_109,1163,337,413,573,2486
DSP_904320,2025-04-10 03:00:00,2025-04-10 05:30:00,2025-04-10 05:33:00,Shepperton_Plant,Chinhoyi,TRUCK_130,1604,412,587,409,3012
DSP_904321,2025-04-11 04:00:00,2025-04-11 06:30:00,2025-04-11 06:42:00,Shepperton_Plant,Chinhoyi,TRUCK_115,1829,477,587,731,3624
DSP_904322,2025-04-11 03:00:00,2025-04-11 05:00:00,2025-04-11 04:55:00,Shepperton_Plant,Chegutu,TRUCK_119,1171,463,395,534,2563
DSP_904323,2025-04-11 04:00:00,2025-04-11 06:30:00,2025-04-11 06:48:00,Shepperton_Plant,Chinhoyi,TRUCK_039,1126,330,304,337,2097
DSP_904324,2025-04-11 02:00:00,2025-04-11 04:00:00,2025-04-11 04:03:00,Shepperton_Plant,Chegutu,TRUCK_007,1670,378,491,367,2906
DSP_904325,2025-04-11 05:00:00,2025-04-11 06:00:00,2025-04-11 05:53:00,Shepperton_Plant,Harare,TRUCK_057,1218,461,394,331,2404
DSP_904326,2025-04-11 04:00:00,2025-04-11 05:00:00,2025-04-11 05:02:00,Shepperton_Plant,Harare,TRUCK_100,1820,558,676,721,3775
DSP_904327,2025-04-11 03:00:00,2025-04-11 08:00:00,2025-04-11 08:34:00,Shepperton_Plant,Mutare,TRUCK_089,1008,450,360,398,2216
DSP_904328,2025-04-11 02:00:00,2025-04-11 04:00:00,2025-04-11 04:18:00,Shepperton_Plant,Chegutu,TRUCK_123,1025,262,429,342,2058
DSP_904329,2025-04-11 02:00:00,2025-04-11 03:00:00,2025-04-11 02:59:00,Shepperton_Plant,Harare,TRUCK_083,1253,393,323,376,2345
DSP_904330,2025-04-11 02:00:00,2025-04-11 02:50:00,2025-04-11 02:50:00,Shepperton_Plant,Hatcliff,TRUCK_126,1223,319,326,338,2206
DSP_904331,2025-04-11 06:00:00,2025-04-11 07:50:00,2025-04-11 07:50:00,Shepperton_Plant,Murehwa,TRUCK_025,1798,483,654,586,3521
DSP_904332,2025-04-11 02:00:00,2025-04-11 07:00:00,2025-04-11 06:57:00,Shepperton_Plant,Mutare,TRUCK_052,1321,510,451,646,2928
DSP_904333,2025-04-11 02:00:00,2025-04-11 04:20:00,2025-04-11 05:02:00,Shepperton_Plant,Bindura,TRUCK_079,1610,438,417,331,2796
DSP_904334,2025-04-11 06:00:00,2025-04-11 11:00:00,2025-04-11 10:53:00,Shepperton_Plant,Mutare,TRUCK_048,1183,383,547,425,2538
DSP_904335,2025-04-11 04:00:00,2025-04-11 06:20:00,2025-04-11 06:21:00,Shepperton_Plant,Bindura,TRUCK_136,1419,381,617,512,2929
DSP_904336,2025-04-11 05:00:00,2025-04-11 07:30:00,2025-04-11 07:35:00,Shepperton_Plant,Chinhoyi,TRUCK_108,1482,329,407,567,2785
DSP_904337,2025-04-11 02:00:00,2025-04-11 07:00:00,2025-04-11 07:09:00,Shepperton_Plant,Mutare,TRUCK_082,934,375,326,408,2043
DSP_904338,2025-04-11 02:00:00,2025-04-11 04:00:00,2025-04-11 03:55:00,Shepperton_Plant,Chegutu,TRUCK_114,1114,331,338,303,2086
DSP_904339,2025-04-11 05:00:00,2025-04-11 07:30:00,2025-04-11 07:28:00,Shepperton_Plant,Chinhoyi,TRUCK_139,1575,471,712,678,3436
DSP_904340,2025-04-11 02:00:00,2025-04-11 07:00:00,2025-04-11 07:05:00,Shepperton_Plant,Mutare,TRUCK_105,1162,448,357,447,2414
DSP_904341,2025-04-11 04:00:00,2025-04-11 05:50:00,2025-04-11 05:57:00,Shepperton_Plant,Murehwa,TRUCK_116,933,284,300,331,1848
DSP_904342,2025-04-11 02:00:00,2025-04-11 04:30:00,2025-04-11 05:12:00,Shepperton_Plant,Chinhoyi,TRUCK_054,1771,323,425,543,3062
DSP_904343,2025-04-11 02:00:00,2025-04-11 07:00:00,2025-04-11 07:45:00,Shepperton_Plant,Mutare,TRUCK_098,1411,525,358,516,2810
DSP_904344,2025-04-11 06:00:00,2025-04-11 06:50:00,2025-04-11 06:52:00,Shepperton_Plant,Hatcliff,TRUCK_125,1147,368,533,370,2418
DSP_904345,2025-04-11 04:00:00,2025-04-11 06:20:00,2025-04-11 06:10:00,Shepperton_Plant,Bindura,TRUCK_124,2145,566,738,564,4013
DSP_904346,2025-04-11 04:00:00,2025-04-11 06:20:00,2025-04-11 06:48:00,Shepperton_Plant,Bindura,TRUCK_104,1793,494,577,480,3344
DSP_904347,2025-04-11 04:00:00,2025-04-11 06:20:00,2025-04-11 06:19:00,Shepperton_Plant,Bindura,TRUCK_097,1872,477,623,660,3632
DSP_904348,2025-04-11 05:00:00,2025-04-11 07:00:00,2025-04-11 06:50:00,Shepperton_Plant,Chegutu,TRUCK_129,1172,215,245,362,1994
DSP_904349,2025-04-11 02:00:00,2025-04-11 03:00:00,2025-04-11 02:58:00,Shepperton_Plant,Harare,TRUCK_103,1586,440,418,319,2763
DSP_904350,2025-04-11 05:00:00,2025-04-11 05:50:00,2025-04-11 05:55:00,Shepperton_Plant,Hatcliff,TRUCK_086,989,362,352,323,2026
DSP_904351,2025-04-11 05:00:00,2025-04-11 10:00:00,2025-04-11 10:20:00,Shepperton_Plant,Mutare,TRUCK_021,1780,507,520,398,3205
DSP_904352,2025-04-11 04:00:00,2025-04-11 06:00:00,2025-04-11 06:00:00,Shepperton_Plant,Chegutu,TRUCK_142,1142,292,423,334,2191
DSP_904353,2025-04-12 06:00:00,2025-04-12 08:00:00,2025-04-12 08:03:00,Shepperton_Plant,Chegutu,TRUCK_104,1767,803,654,643,3867
DSP_904354,2025-04-12 06:00:00,2025-04-12 06:50:00,2025-04-12 07:23:00,Shepperton_Plant,Hatcliff,TRUCK_101,1129,431,472,428,2460
DSP_904355,2025-04-12 05:00:00,2025-04-12 06:00:00,2025-04-12 06:15:00,Shepperton_Plant,Harare,TRUCK_057,1616,484,448,364,2912
DSP_904356,2025-04-12 05:00:00,2025-04-12 10:00:00,2025-04-12 10:12:00,Shepperton_Plant,Mutare,TRUCK_031,1233,493,402,601,2729
DSP_904357,2025-04-12 05:00:00,2025-04-12 07:20:00,2025-04-12 07:35:00,Shepperton_Plant,Bindura,TRUCK_066,1572,343,322,475,2712
DSP_904358,2025-04-12 03:00:00,2025-04-12 08:00:00,2025-04-12 08:31:00,Shepperton_Plant,Mutare,TRUCK_128,1675,440,348,422,2885
DSP_904359,2025-04-12 03:00:00,2025-04-12 05:30:00,2025-04-12 05:33:00,Shepperton_Plant,Chinhoyi,TRUCK_130,1668,450,298,432,2848
DSP_904360,2025-04-12 02:00:00,2025-04-12 04:20:00,2025-04-12 04:25:00,Shepperton_Plant,Bindura,TRUCK_067,2087,482,696,529,3794
DSP_904361,2025-04-12 06:00:00,2025-04-12 11:00:00,2025-04-12 11:28:00,Shepperton_Plant,Mutare,TRUCK_018,1113,394,310,440,2257
DSP_904362,2025-04-12 05:00:00,2025-04-12 06:50:00,2025-04-12 06:55:00,Shepperton_Plant,Murehwa,TRUCK_102,1605,413,409,293,2720
DSP_904363,2025-04-12 04:00:00,2025-04-12 06:20:00,2025-04-12 06:47:00,Shepperton_Plant,Bindura,TRUCK_148,1902,494,570,439,3405
DSP_904364,2025-04-12 03:00:00,2025-04-12 08:00:00,2025-04-12 07:59:00,Shepperton_Plant,Mutare,TRUCK_100,1775,663,591,703,3732
DSP_904365,2025-04-12 05:00:00,2025-04-12 06:00:00,2025-04-12 06:12:00,Shepperton_Plant,Harare,TRUCK_012,2232,403,472,619,3726
DSP_904366,2025-04-12 05:00:00,2025-04-12 07:20:00,2025-04-12 07:41:00,Shepperton_Plant,Bindura,TRUCK_041,1694,315,424,444,2877
DSP_904367,2025-04-12 02:00:00,2025-04-12 04:30:00,2025-04-12 04:40:00,Shepperton_Plant,Chinhoyi,TRUCK_122,1321,427,272,374,2394
DSP_904368,2025-04-12 04:00:00,2025-04-12 05:00:00,2025-04-12 05:34:00,Shepperton_Plant,Harare,TRUCK_054,2355,671,481,537,4044
DSP_904369,2025-04-12 02:00:00,2025-04-12 04:30:00,2025-04-12 04:54:00,Shepperton_Plant,Chinhoyi,TRUCK_028,1639,609,654,668,3570
DSP_904370,2025-04-12 05:00:00,2025-04-12 07:30:00,2025-04-12 07:58:00,Shepperton_Plant,Chinhoyi,TRUCK_103,2133,497,797,581,4008
DSP_904371,2025-04-12 05:00:00,2025-04-12 06:50:00,2025-04-12 06:53:00,Shepperton_Plant,Murehwa,TRUCK_129,1448,347,339,359,2493
DSP_904372,2025-04-12 05:00:00,2025-04-12 06:00:00,2025-04-12 05:55:00,Shepperton_Plant,Harare,TRUCK_058,1130,311,460,397,2298
DSP_904373,2025-04-12 05:00:00,2025-04-12 07:20:00,2025-04-12 07:44:00,Shepperton_Plant,Bindura,TRUCK_098,1053,267,243,333,1896
DSP_904374,2025-04-12 04:00:00,2025-04-12 09:00:00,2025-04-12 09:02:00,Shepperton_Plant,Mutare,TRUCK_088,2335,470,662,557,4024
DSP_904375,2025-04-12 04:00:00,2025-04-12 06:20:00,2025-04-12 06:35:00,Shepperton_Plant,Bindura,TRUCK_115,2109,402,528,589,3628
DSP_904376,2025-04-12 05:00:00,2025-04-12 06:00:00,2025-04-12 06:04:00,Shepperton_Plant,Harare,TRUCK_090,1128,302,278,290,1998
DSP_904377,2025-04-12 02:00:00,2025-04-12 03:50:00,2025-04-12 04:26:00,Shepperton_Plant,Murehwa,TRUCK_006,1748,404,318,469,2939
DSP_904378,2025-04-12 04:00:00,2025-04-12 06:00:00,2025-04-12 06:41:00,Shepperton_Plant,Chegutu,TRUCK_131,1790,716,601,756,3863
DSP_904379,2025-04-12 04:00:00,2025-04-12 06:30:00,2025-04-12 07:06:00,Shepperton_Plant,Chinhoyi,TRUCK_052,1469,536,471,433,2909
DSP_904380,2025-04-12 04:00:00,2025-04-12 09:00:00,2025-04-12 08:52:00,Shepperton_Plant,Mutare,TRUCK_008,1072,424,323,321,2140
DSP_904381,2025-04-12 03:00:00,2025-04-12 08:00:00,2025-04-12 07:54:00,Shepperton_Plant,Mutare,TRUCK_071,1520,602,459,476,3057
DSP_904382,2025-04-12 02:00:00,2025-04-12 03:50:00,2025-04-12 04:03:00,Shepperton_Plant,Murehwa,TRUCK_091,892,359,422,285,1958
DSP_904383,2025-04-12 03:00:00,2025-04-12 03:50:00,2025-04-12 03:57:00,Shepperton_Plant,Hatcliff,TRUCK_035,1587,452,354,495,2888
DSP_904384,2025-04-12 04:00:00,2025-04-12 06:00:00,2025-04-12 06:25:00,Shepperton_Plant,Chegutu,TRUCK_070,1420,379,462,381,2642
DSP_904385,2025-04-12 02:00:00,2025-04-12 02:50:00,2025-04-12 02:50:00,Shepperton_Plant,Hatcliff,TRUCK_024,1471,490,335,447,2743
DSP_904386,2025-04-12 06:00:00,2025-04-12 11:00:00,2025-04-12 11:28:00,Shepperton_Plant,Mutare,TRUCK_083,1164,346,332,265,2107
DSP_904387,2025-04-12 03:00:00,2025-04-12 05:30:00,2025-04-12 05:56:00,Shepperton_Plant,Chinhoyi,TRUCK_113,1705,333,403,412,2853
DSP_904388,2025-04-12 06:00:00,2025-04-12 08:30:00,2025-04-12 08:53:00,Shepperton_Plant,Chinhoyi,TRUCK_017,2272,682,584,519,4057
DSP_904389,2025-04-12 02:00:00,2025-04-12 02:50:00,2025-04-12 02:48:00,Shepperton_Plant,Hatcliff,TRUCK_032,1861,490,565,383,3299
DSP_904390,2025-04-12 06:00:00,2025-04-12 06:50:00,2025-04-12 06:55:00,Shepperton_Plant,Hatcliff,TRUCK_026,1062,279,294,407,2042
DSP_904391,2025-04-12 05:00:00,2025-04-12 06:50:00,2025-04-12 06:52:00,Shepperton_Plant,Murehwa,TRUCK_137,1114,204,281,330,1929
DSP_904392,2025-04-12 02:00:00,2025-04-12 04:30:00,2025-04-12 04:43:00,Shepperton_Plant,Chinhoyi,TRUCK_133,1338,401,440,605,2784
DSP_904393,2025-04-12 04:00:00,2025-04-12 06:20:00,2025-04-12 06:11:00,Shepperton_Plant,Bindura,TRUCK_123,1660,620,561,455,3296
DSP_904394,2025-04-13 04:00:00,2025-04-13 06:20:00,2025-04-13 06:44:00,Shepperton_Plant,Bindura,TRUCK_047,1138,456,508,392,2494
DSP_904395,2025-04-13 05:00:00,2025-04-13 10:00:00,2025-04-13 10:09:00,Shepperton_Plant,Mutare,TRUCK_120,1532,596,418,615,3161
DSP_904396,2025-04-13 06:00:00,2025-04-13 08:30:00,2025-04-13 08:37:00,Shepperton_Plant,Chinhoyi,TRUCK_023,2246,470,460,637,3813
DSP_904397,2025-04-13 06:00:00,2025-04-13 07:50:00,2025-04-13 07:46:00,Shepperton_Plant,Murehwa,TRUCK_015,1300,467,556,537,2860
DSP_904398,2025-04-13 03:00:00,2025-04-13 05:30:00,2025-04-13 05:38:00,Shepperton_Plant,Chinhoyi,TRUCK_028,1882,390,394,531,3197
DSP_904399,2025-04-13 03:00:00,2025-04-13 05:00:00,2025-04-13 05:06:00,Shepperton_Plant,Chegutu,TRUCK_102,1612,423,596,648,3279
DSP_904400,2025-04-13 02:00:00,2025-04-13 03:50:00,2025-04-13 03:52:00,Shepperton_Plant,Murehwa,TRUCK_096,1458,495,471,338,2762
DSP_904401,2025-04-13 06:00:00,2025-04-13 07:50:00,2025-04-13 08:04:00,Shepperton_Plant,Murehwa,TRUCK_104,2047,544,492,670,3753
DSP_904402,2025-04-13 04:00:00,2025-04-13 05:00:00,2025-04-13 05:16:00,Shepperton_Plant,Harare,TRUCK_095,1493,388,360,305,2546
DSP_904403,2025-04-13 06:00:00,2025-04-13 07:50:00,2025-04-13 08:05:00,Shepperton_Plant,Murehwa,TRUCK_049,1107,276,259,209,1851
DSP_904404,2025-04-13 04:00:00,2025-04-13 06:20:00,2025-04-13 06:17:00,Shepperton_Plant,Bindura,TRUCK_128,2280,602,581,636,4099
DSP_904405,2025-04-13 02:00:00,2025-04-13 03:50:00,2025-04-13 04:21:00,Shepperton_Plant,Murehwa,TRUCK_137,1311,310,344,241,2206
DSP_904406,2025-04-13 03:00:00,2025-04-13 05:30:00,2025-04-13 05:36:00,Shepperton_Plant,Chinhoyi,TRUCK_060,1329,472,383,366,2550
DSP_904407,2025-04-13 04:00:00,2025-04-13 09:00:00,2025-04-13 09:04:00,Shepperton_Plant,Mutare,TRUCK_005,1660,317,395,460,2832
