qc_id,timestamp,batch_id,sku,parameter,value,pass_fail
QC_503152,2025-04-04,BATCH_23733,High Energy Brown,moisture,1.0,pass
QC_503153,2025-02-10,BATCH_20902,Soft white,seal_strength,0.97,pass
QC_503154,2025-07-02,BATCH_25243,Soft white,moisture,0.87,fail
QC_503155,2025-05-28,BATCH_25201,Soft white,temperature,0.95,pass
QC_503156,2025-04-20,BATCH_23974,Whole grain loaf,seal_strength,1.13,pass
QC_503157,2025-02-15,BATCH_23883,High Energy Brown,weight,1.07,pass
QC_503158,2025-06-03,BATCH_23456,Low GI Seed loaf,weight,0.82,fail
QC_503159,2025-01-01,BATCH_21848,Low GI Seed loaf,weight,1.17,pass
QC_503160,2025-06-03,BATCH_21352,High Energy Brown,moisture,0.92,fail
QC_503161,2025-03-20,BATCH_20328,High Energy Brown,seal_strength,0.91,fail
QC_503162,2025-05-01,BATCH_24776,Whole grain loaf,moisture,0.82,fail
QC_503163,2025-05-07,BATCH_21455,High Energy Brown,temperature,1.05,pass
QC_503164,2025-02-28,BATCH_24070,High Energy Brown,seal_strength,1.12,pass
QC_503165,2025-06-19,BATCH_24545,Whole grain loaf,seal_strength,1.17,pass
QC_503166,2025-01-09,BATCH_24169,Whole grain loaf,temperature,0.94,fail
QC_503167,2025-07-13,BATCH_22168,Low GI Seed loaf,moisture,0.85,fail
QC_503168,2025-01-14,BATCH_21431,Low GI Seed loaf,temperature,1.18,pass
QC_503169,2025-04-13,BATCH_22884,Low GI Seed loaf,temperature,0.9,fail
QC_503170,2025-04-21,BATCH_21697,Soft white,moisture,1.09,pass
QC_503171,2025-07-10,BATCH_20080,High Energy Brown,seal_strength,1.16,pass
QC_503172,2025-06-19,BATCH_24024,Soft white,seal_strength,1.09,pass
QC_503173,2025-03-19,BATCH_22952,High Energy Brown,seal_strength,0.9,fail
QC_503174,2025-04-15,BATCH_24474,Whole grain loaf,weight,0.84,fail
QC_503175,2025-05-12,BATCH_21033,High Energy Brown,weight,0.94,fail
QC_503176,2025-01-01,BATCH_20031,High Energy Brown,moisture,1.17,pass
QC_503177,2025-04-08,BATCH_23243,High Energy Brown,weight,0.8,fail
QC_503178,2025-02-02,BATCH_22780,Low GI Seed loaf,weight,0.84,fail
QC_503179,2025-07-19,BATCH_24794,Whole grain loaf,moisture,0.81,fail
QC_503180,2025-03-27,BATCH_25422,Low GI Seed loaf,temperature,0.98,pass
QC_503181,2025-07-07,BATCH_25659,Whole grain loaf,seal_strength,1.18,pass
QC_503182,2025-05-02,BATCH_22138,Low GI Seed loaf,weight,0.96,pass
QC_503183,2025-03-10,BATCH_24387,Whole grain loaf,weight,1.11,pass
QC_503184,2025-06-18,BATCH_25590,High Energy Brown,temperature,0.99,pass
QC_503185,2025-07-21,BATCH_23283,Whole grain loaf,seal_strength,1.16,pass
QC_503186,2025-02-07,BATCH_22292,High Energy Brown,moisture,1.19,pass
QC_503187,2025-04-08,BATCH_21990,High Energy Brown,moisture,0.9,fail
QC_503188,2025-07-13,BATCH_25020,High Energy Brown,temperature,0.98,pass
QC_503189,2025-05-12,BATCH_24456,Low GI Seed loaf,weight,1.09,pass
QC_503190,2025-02-09,BATCH_23576,Soft white,moisture,0.98,pass
QC_503191,2025-02-28,BATCH_20419,Soft white,seal_strength,0.97,pass
QC_503192,2025-06-21,BATCH_23370,Low GI Seed loaf,moisture,1.1,pass
QC_503193,2025-04-18,BATCH_20313,Whole grain loaf,weight,1.08,pass
QC_503194,2025-05-18,BATCH_21529,Low GI Seed loaf,moisture,0.86,fail
QC_503195,2025-06-18,BATCH_24405,Soft white,seal_strength,0.89,fail
QC_503196,2025-03-11,BATCH_25503,Low GI Seed loaf,temperature,0.83,fail
QC_503197,2025-05-08,BATCH_25071,Soft white,weight,1.1,pass
QC_503198,2025-04-14,BATCH_20496,Soft white,temperature,0.9,fail
QC_503199,2025-05-22,BATCH_20656,Whole grain loaf,temperature,0.93,fail
QC_503200,2025-07-11,BATCH_20016,Soft white,seal_strength,1.02,pass
QC_503201,2025-02-22,BATCH_23461,High Energy Brown,weight,1.14,pass
QC_503202,2025-04-15,BATCH_21283,Low GI Seed loaf,temperature,0.82,fail
QC_503203,2025-07-25,BATCH_24322,Soft white,weight,0.99,pass
QC_503204,2025-01-19,BATCH_25420,Low GI Seed loaf,seal_strength,0.94,fail
QC_503205,2025-04-09,BATCH_21160,Soft white,seal_strength,1.17,pass
QC_503206,2025-01-22,BATCH_20042,Low GI Seed loaf,seal_strength,0.96,pass
QC_503207,2025-03-07,BATCH_22150,Soft white,temperature,1.15,pass
QC_503208,2025-06-19,BATCH_24438,Soft white,seal_strength,0.94,fail
QC_503209,2025-05-25,BATCH_21623,Low GI Seed loaf,weight,0.84,fail
QC_503210,2025-03-10,BATCH_24226,Whole grain loaf,weight,0.99,pass
QC_503211,2025-05-11,BATCH_20948,Low GI Seed loaf,weight,1.11,pass
QC_503212,2025-03-06,BATCH_25994,High Energy Brown,weight,0.98,pass
QC_503213,2025-06-17,BATCH_20924,Low GI Seed loaf,seal_strength,1.0,pass
QC_503214,2025-05-02,BATCH_23397,High Energy Brown,temperature,1.02,pass
QC_503215,2025-05-26,BATCH_23140,Whole grain loaf,weight,0.85,fail
QC_503216,2025-03-25,BATCH_22159,High Energy Brown,seal_strength,1.04,pass
QC_503217,2025-06-02,BATCH_24465,Whole grain loaf,temperature,1.2,pass
QC_503218,2025-03-12,BATCH_22968,Soft white,temperature,1.0,pass
QC_503219,2025-04-21,BATCH_24227,High Energy Brown,moisture,1.03,pass
QC_503220,2025-04-21,BATCH_25453,Low GI Seed loaf,temperature,0.84,fail
QC_503221,2025-05-02,BATCH_24516,Whole grain loaf,weight,0.95,pass
QC_503222,2025-02-09,BATCH_24505,Whole grain loaf,moisture,0.95,pass
QC_503223,2025-06-10,BATCH_21104,Low GI Seed loaf,moisture,0.87,fail
QC_503224,2025-01-14,BATCH_21742,High Energy Brown,moisture,1.01,pass
QC_503225,2025-04-02,BATCH_24753,Soft white,temperature,1.12,pass
QC_503226,2025-06-13,BATCH_23175,Soft white,moisture,0.89,fail
QC_503227,2025-06-11,BATCH_23142,Low GI Seed loaf,temperature,1.07,pass
QC_503228,2025-05-08,BATCH_22186,Whole grain loaf,moisture,1.01,pass
QC_503229,2025-03-20,BATCH_22069,High Energy Brown,seal_strength,1.06,pass
QC_503230,2025-02-13,BATCH_20599,High Energy Brown,temperature,1.19,pass
QC_503231,2025-03-10,BATCH_21018,Low GI Seed loaf,temperature,1.07,pass
QC_503232,2025-04-14,BATCH_20657,Soft white,temperature,0.85,fail
QC_503233,2025-05-08,BATCH_24148,Soft white,moisture,0.9,fail
QC_503234,2025-07-14,BATCH_22118,Whole grain loaf,moisture,0.83,fail
QC_503235,2025-05-20,BATCH_21688,Low GI Seed loaf,moisture,1.06,pass
QC_503236,2025-04-27,BATCH_25858,Low GI Seed loaf,temperature,0.87,fail
QC_503237,2025-03-26,BATCH_21208,Whole grain loaf,temperature,0.81,fail
QC_503238,2025-04-15,BATCH_21234,Soft white,weight,0.8,fail
QC_503239,2025-05-28,BATCH_20366,Whole grain loaf,moisture,0.99,pass
QC_503240,2025-05-08,BATCH_22593,High Energy Brown,weight,0.96,pass
QC_503241,2025-03-19,BATCH_23879,High Energy Brown,seal_strength,0.93,fail
QC_503242,2025-07-07,BATCH_21599,Whole grain loaf,seal_strength,0.94,fail
QC_503243,2025-05-20,BATCH_24322,Whole grain loaf,moisture,0.92,fail
QC_503244,2025-04-21,BATCH_24523,Whole grain loaf,moisture,1.2,pass
QC_503245,2025-06-26,BATCH_22527,Whole grain loaf,temperature,0.89,fail
QC_503246,2025-05-03,BATCH_21107,Soft white,seal_strength,1.02,pass
QC_503247,2025-01-26,BATCH_22067,Whole grain loaf,seal_strength,0.81,fail
QC_503248,2025-07-25,BATCH_25989,Low GI Seed loaf,seal_strength,0.96,pass
QC_503249,2025-07-22,BATCH_21176,Low GI Seed loaf,moisture,0.84,fail
QC_503250,2025-02-13,BATCH_25646,Low GI Seed loaf,seal_strength,1.18,pass
QC_503251,2025-03-12,BATCH_22950,Soft white,seal_strength,1.1,pass
QC_503252,2025-03-26,BATCH_20838,Low GI Seed loaf,seal_strength,0.97,pass
QC_503253,2025-02-27,BATCH_23364,High Energy Brown,weight,0.82,fail
QC_503254,2025-04-11,BATCH_21136,Low GI Seed loaf,moisture,0.83,fail
QC_503255,2025-04-22,BATCH_22728,Low GI Seed loaf,weight,1.18,pass
QC_503256,2025-04-03,BATCH_24065,Soft white,moisture,1.0,pass
QC_503257,2025-03-05,BATCH_22296,Soft white,moisture,1.15,pass
QC_503258,2025-01-25,BATCH_20950,Low GI Seed loaf,moisture,0.96,pass
QC_503259,2025-06-03,BATCH_25854,Soft white,temperature,0.99,pass
QC_503260,2025-07-12,BATCH_20715,Whole grain loaf,seal_strength,0.81,fail
QC_503261,2025-01-19,BATCH_25943,Soft white,temperature,1.15,pass
QC_503262,2025-03-26,BATCH_22471,Soft white,temperature,0.81,fail
QC_503263,2025-04-03,BATCH_23975,High Energy Brown,moisture,0.99,pass
QC_503264,2025-05-18,BATCH_24602,Whole grain loaf,temperature,1.01,pass
QC_503265,2025-05-02,BATCH_23216,Soft white,weight,0.96,pass
QC_503266,2025-07-16,BATCH_23041,Low GI Seed loaf,weight,1.11,pass
QC_503267,2025-06-23,BATCH_25570,High Energy Brown,seal_strength,0.96,pass
QC_503268,2025-07-18,BATCH_24428,Whole grain loaf,weight,1.0,pass
QC_503269,2025-03-19,BATCH_25594,High Energy Brown,temperature,1.14,pass
QC_503270,2025-01-14,BATCH_23124,Low GI Seed loaf,temperature,1.17,pass
QC_503271,2025-03-21,BATCH_25443,High Energy Brown,moisture,0.93,fail
QC_503272,2025-04-26,BATCH_24979,Low GI Seed loaf,weight,0.81,fail
QC_503273,2025-05-18,BATCH_25992,Soft white,weight,1.05,pass
QC_503274,2025-06-18,BATCH_23501,Whole grain loaf,seal_strength,1.05,pass
QC_503275,2025-05-14,BATCH_21876,Low GI Seed loaf,moisture,0.95,fail
QC_503276,2025-03-08,BATCH_21649,High Energy Brown,moisture,1.11,pass
QC_503277,2025-03-07,BATCH_24703,Whole grain loaf,moisture,1.11,pass
QC_503278,2025-03-05,BATCH_25402,High Energy Brown,moisture,1.09,pass
QC_503279,2025-06-15,BATCH_22360,Whole grain loaf,seal_strength,0.85,fail
QC_503280,2025-06-16,BATCH_24331,Whole grain loaf,temperature,1.18,pass
QC_503281,2025-01-19,BATCH_20351,Soft white,seal_strength,0.92,fail
QC_503282,2025-06-18,BATCH_22431,Whole grain loaf,temperature,0.83,fail
QC_503283,2025-04-03,BATCH_22119,High Energy Brown,temperature,1.09,pass
QC_503284,2025-07-09,BATCH_23360,High Energy Brown,seal_strength,1.13,pass
QC_503285,2025-03-23,BATCH_20364,Low GI Seed loaf,moisture,0.92,fail
QC_503286,2025-05-09,BATCH_23582,Low GI Seed loaf,temperature,0.93,fail
QC_503287,2025-07-03,BATCH_24992,High Energy Brown,temperature,0.99,pass
QC_503288,2025-02-01,BATCH_20817,Low GI Seed loaf,seal_strength,1.15,pass
QC_503289,2025-06-28,BATCH_22674,Low GI Seed loaf,temperature,1.06,pass
QC_503290,2025-06-21,BATCH_20013,Low GI Seed loaf,seal_strength,1.08,pass
QC_503291,2025-02-23,BATCH_21338,Soft white,seal_strength,0.92,fail
QC_503292,2025-06-08,BATCH_23447,Whole grain loaf,moisture,0.98,pass
QC_503293,2025-05-08,BATCH_22052,High Energy Brown,moisture,0.9,fail
QC_503294,2025-03-07,BATCH_25141,High Energy Brown,weight,0.88,fail
QC_503295,2025-06-08,BATCH_20655,Whole grain loaf,moisture,0.92,fail
QC_503296,2025-01-25,BATCH_25560,Whole grain loaf,temperature,0.89,fail
QC_503297,2025-05-03,BATCH_23160,Low GI Seed loaf,weight,0.95,pass
QC_503298,2025-04-22,BATCH_20105,Whole grain loaf,weight,0.88,fail
QC_503299,2025-05-15,BATCH_24454,High Energy Brown,temperature,1.14,pass
QC_503300,2025-06-11,BATCH_22050,Low GI Seed loaf,weight,0.92,fail
QC_503301,2025-04-25,BATCH_25562,Soft white,weight,1.0,pass
QC_503302,2025-07-11,BATCH_25197,Soft white,temperature,1.12,pass
QC_503303,2025-02-03,BATCH_24001,Soft white,moisture,1.04,pass
QC_503304,2025-05-03,BATCH_25318,Low GI Seed loaf,temperature,0.8,fail
QC_503305,2025-06-24,BATCH_24297,Soft white,temperature,0.9,fail
QC_503306,2025-07-02,BATCH_22351,High Energy Brown,temperature,0.81,fail
QC_503307,2025-05-02,BATCH_21220,Whole grain loaf,temperature,0.96,pass
QC_503308,2025-02-19,BATCH_20650,High Energy Brown,temperature,1.14,pass
QC_503309,2025-01-02,BATCH_23272,Soft white,temperature,1.13,pass
QC_503310,2025-06-26,BATCH_22137,High Energy Brown,weight,1.2,pass
QC_503311,2025-05-08,BATCH_24283,High Energy Brown,weight,0.89,fail
QC_503312,2025-03-02,BATCH_24918,Low GI Seed loaf,moisture,1.04,pass
QC_503313,2025-06-14,BATCH_21210,High Energy Brown,seal_strength,0.97,pass
QC_503314,2025-03-16,BATCH_23604,Soft white,seal_strength,1.12,pass
QC_503315,2025-05-26,BATCH_24396,Whole grain loaf,seal_strength,0.88,fail
QC_503316,2025-05-12,BATCH_20979,High Energy Brown,moisture,0.92,fail
QC_503317,2025-03-06,BATCH_21110,Soft white,temperature,1.19,pass
QC_503318,2025-04-21,BATCH_21476,Low GI Seed loaf,weight,1.2,pass
QC_503319,2025-04-18,BATCH_22322,High Energy Brown,moisture,1.18,pass
QC_503320,2025-05-22,BATCH_24298,Soft white,temperature,0.98,pass
QC_503321,2025-05-09,BATCH_20170,Whole grain loaf,weight,0.88,fail
QC_503322,2025-05-17,BATCH_24554,High Energy Brown,weight,0.97,pass
QC_503323,2025-02-16,BATCH_22361,Low GI Seed loaf,seal_strength,1.19,pass
QC_503324,2025-02-05,BATCH_21992,Low GI Seed loaf,weight,1.14,pass
QC_503325,2025-01-28,BATCH_24288,Soft white,moisture,1.1,pass
QC_503326,2025-06-13,BATCH_20057,Whole grain loaf,temperature,0.86,fail
QC_503327,2025-03-11,BATCH_24790,Soft white,moisture,0.8,fail
QC_503328,2025-03-14,BATCH_21725,High Energy Brown,moisture,0.83,fail
QC_503329,2025-02-18,BATCH_24797,High Energy Brown,temperature,1.2,pass
QC_503330,2025-07-25,BATCH_23278,Whole grain loaf,seal_strength,1.2,pass
QC_503331,2025-05-23,BATCH_22956,Whole grain loaf,weight,1.06,pass
QC_503332,2025-01-20,BATCH_20574,Whole grain loaf,temperature,1.07,pass
QC_503333,2025-02-20,BATCH_20253,Low GI Seed loaf,weight,1.03,pass
QC_503334,2025-05-13,BATCH_22311,Low GI Seed loaf,moisture,0.92,fail
QC_503335,2025-03-01,BATCH_25973,High Energy Brown,weight,0.97,pass
QC_503336,2025-04-07,BATCH_20873,Soft white,seal_strength,0.94,fail
QC_503337,2025-02-01,BATCH_25138,Whole grain loaf,seal_strength,1.06,pass
QC_503338,2025-05-01,BATCH_23623,High Energy Brown,moisture,0.82,fail
QC_503339,2025-05-23,BATCH_24920,Soft white,temperature,1.15,pass
QC_503340,2025-07-04,BATCH_20142,Whole grain loaf,weight,1.18,pass
QC_503341,2025-03-02,BATCH_21100,Whole grain loaf,moisture,1.1,pass
QC_503342,2025-06-02,BATCH_21260,High Energy Brown,weight,1.02,pass
QC_503343,2025-02-10,BATCH_24078,Whole grain loaf,temperature,0.84,fail
QC_503344,2025-05-12,BATCH_22182,High Energy Brown,moisture,0.91,fail
QC_503345,2025-01-15,BATCH_21377,High Energy Brown,seal_strength,1.16,pass
QC_503346,2025-02-16,BATCH_21475,Low GI Seed loaf,seal_strength,0.91,fail
QC_503347,2025-01-24,BATCH_22941,Whole grain loaf,temperature,0.99,pass
QC_503348,2025-06-13,BATCH_23283,Soft white,seal_strength,0.84,fail
QC_503349,2025-04-03,BATCH_22996,High Energy Brown,seal_strength,0.95,fail
QC_503350,2025-06-27,BATCH_23909,Soft white,seal_strength,0.81,fail
QC_503351,2025-04-24,BATCH_25548,Low GI Seed loaf,seal_strength,0.95,fail
QC_503352,2025-05-18,BATCH_24068,Low GI Seed loaf,seal_strength,0.86,fail
QC_503353,2025-03-20,BATCH_23396,Low GI Seed loaf,moisture,0.99,pass
QC_503354,2025-05-16,BATCH_25913,Whole grain loaf,weight,0.89,fail
QC_503355,2025-04-20,BATCH_25057,High Energy Brown,seal_strength,0.83,fail
QC_503356,2025-03-07,BATCH_25142,Low GI Seed loaf,temperature,1.11,pass
QC_503357,2025-02-19,BATCH_23702,Low GI Seed loaf,moisture,1.07,pass
QC_503358,2025-05-16,BATCH_22690,High Energy Brown,seal_strength,0.83,fail
QC_503359,2025-04-01,BATCH_22149,Low GI Seed loaf,temperature,1.04,pass
QC_503360,2025-05-20,BATCH_25410,Soft white,seal_strength,0.8,fail
QC_503361,2025-07-24,BATCH_22459,Whole grain loaf,moisture,0.94,fail
QC_503362,2025-01-12,BATCH_20748,Whole grain loaf,moisture,1.02,pass
QC_503363,2025-01-10,BATCH_25491,High Energy Brown,moisture,1.01,pass
QC_503364,2025-04-11,BATCH_24663,High Energy Brown,weight,0.85,fail
QC_503365,2025-04-27,BATCH_23640,High Energy Brown,seal_strength,1.09,pass
QC_503366,2025-07-14,BATCH_24294,High Energy Brown,weight,0.96,pass
QC_503367,2025-06-22,BATCH_25475,Soft white,seal_strength,0.99,pass
QC_503368,2025-01-01,BATCH_24733,Whole grain loaf,temperature,1.1,pass
QC_503369,2025-06-03,BATCH_25015,High Energy Brown,weight,1.07,pass
QC_503370,2025-03-13,BATCH_24258,Soft white,moisture,1.06,pass
QC_503371,2025-01-23,BATCH_22373,Soft white,weight,1.01,pass
QC_503372,2025-07-27,BATCH_25931,Soft white,weight,0.85,fail
QC_503373,2025-03-09,BATCH_23505,Low GI Seed loaf,moisture,0.93,fail
QC_503374,2025-02-07,BATCH_22641,High Energy Brown,moisture,0.88,fail
QC_503375,2025-02-03,BATCH_25643,Whole grain loaf,temperature,1.19,pass
QC_503376,2025-04-07,BATCH_25476,Low GI Seed loaf,weight,0.94,fail
QC_503377,2025-04-11,BATCH_25017,High Energy Brown,seal_strength,1.07,pass
QC_503378,2025-05-05,BATCH_23040,High Energy Brown,temperature,1.17,pass
QC_503379,2025-06-07,BATCH_22844,High Energy Brown,weight,1.14,pass
QC_503380,2025-01-06,BATCH_21607,Low GI Seed loaf,weight,0.85,fail
QC_503381,2025-04-25,BATCH_24846,Low GI Seed loaf,moisture,0.84,fail
QC_503382,2025-07-16,BATCH_25149,Low GI Seed loaf,temperature,0.98,pass
QC_503383,2025-04-26,BATCH_20596,Low GI Seed loaf,seal_strength,0.94,fail
QC_503384,2025-01-12,BATCH_25790,High Energy Brown,temperature,1.07,pass
QC_503385,2025-05-06,BATCH_24287,High Energy Brown,moisture,1.08,pass
QC_503386,2025-05-21,BATCH_23898,Soft white,seal_strength,0.88,fail
QC_503387,2025-02-06,BATCH_21619,Whole grain loaf,temperature,0.91,fail
QC_503388,2025-03-11,BATCH_20966,Low GI Seed loaf,temperature,0.88,fail
QC_503389,2025-02-05,BATCH_24808,Whole grain loaf,weight,1.2,pass
QC_503390,2025-02-27,BATCH_25645,Soft white,temperature,0.82,fail
QC_503391,2025-03-19,BATCH_23760,High Energy Brown,moisture,0.93,fail
QC_503392,2025-04-14,BATCH_22707,Low GI Seed loaf,moisture,1.07,pass
QC_503393,2025-05-10,BATCH_23459,Whole grain loaf,seal_strength,0.93,fail
QC_503394,2025-07-01,BATCH_20575,Whole grain loaf,moisture,0.86,fail
QC_503395,2025-03-10,BATCH_20581,Low GI Seed loaf,weight,0.97,pass
QC_503396,2025-05-21,BATCH_24981,Whole grain loaf,temperature,0.89,fail
QC_503397,2025-04-22,BATCH_22213,Whole grain loaf,temperature,1.02,pass
QC_503398,2025-07-10,BATCH_22048,Whole grain loaf,weight,0.96,pass
QC_503399,2025-03-19,BATCH_21538,Low GI Seed loaf,weight,0.83,fail
QC_503400,2025-05-02,BATCH_24522,Low GI Seed loaf,temperature,1.19,pass
QC_503401,2025-04-26,BATCH_21544,Soft white,moisture,1.06,pass
QC_503402,2025-06-15,BATCH_24773,Soft white,temperature,1.16,pass
QC_503403,2025-06-25,BATCH_22943,Soft white,seal_strength,1.11,pass
QC_503404,2025-03-26,BATCH_23643,Low GI Seed loaf,temperature,0.99,pass
QC_503405,2025-05-18,BATCH_25398,Low GI Seed loaf,seal_strength,0.81,fail
QC_503406,2025-04-05,BATCH_25880,Soft white,seal_strength,0.99,pass
QC_503407,2025-05-05,BATCH_23064,High Energy Brown,temperature,1.01,pass
QC_503408,2025-07-09,BATCH_21828,High Energy Brown,seal_strength,1.0,pass
QC_503409,2025-01-25,BATCH_20690,High Energy Brown,moisture,1.2,pass
QC_503410,2025-04-12,BATCH_24888,Soft white,weight,1.11,pass
QC_503411,2025-01-01,BATCH_21258,Soft white,seal_strength,1.2,pass
QC_503412,2025-05-10,BATCH_23854,Low GI Seed loaf,moisture,1.04,pass
QC_503413,2025-01-11,BATCH_24084,Low GI Seed loaf,moisture,1.18,pass
QC_503414,2025-05-27,BATCH_20404,Soft white,weight,1.04,pass
QC_503415,2025-07-14,BATCH_20785,Low GI Seed loaf,moisture,1.18,pass
QC_503416,2025-04-28,BATCH_24646,High Energy Brown,weight,0.86,fail
QC_503417,2025-01-15,BATCH_22850,Whole grain loaf,seal_strength,0.92,fail
QC_503418,2025-05-01,BATCH_24372,High Energy Brown,moisture,1.07,pass
QC_503419,2025-01-06,BATCH_23124,Whole grain loaf,seal_strength,0.85,fail
QC_503420,2025-07-04,BATCH_23262,Soft white,temperature,0.95,pass
QC_503421,2025-06-01,BATCH_23143,Whole grain loaf,seal_strength,0.83,fail
QC_503422,2025-07-20,BATCH_24696,Low GI Seed loaf,weight,0.86,fail
QC_503423,2025-03-14,BATCH_25890,Low GI Seed loaf,weight,1.11,pass
QC_503424,2025-03-14,BATCH_24273,Whole grain loaf,seal_strength,1.11,pass
QC_503425,2025-04-28,BATCH_22617,Whole grain loaf,moisture,1.01,pass
QC_503426,2025-02-13,BATCH_24596,Low GI Seed loaf,weight,1.17,pass
QC_503427,2025-05-02,BATCH_23835,High Energy Brown,seal_strength,1.19,pass
QC_503428,2025-05-16,BATCH_21323,High Energy Brown,moisture,0.92,fail
QC_503429,2025-05-25,BATCH_22089,Soft white,weight,0.84,fail
QC_503430,2025-07-10,BATCH_25419,Low GI Seed loaf,moisture,0.94,fail
QC_503431,2025-02-16,BATCH_24507,High Energy Brown,seal_strength,0.93,fail
QC_503432,2025-01-19,BATCH_23690,Low GI Seed loaf,temperature,1.03,pass
QC_503433,2025-04-17,BATCH_23679,High Energy Brown,seal_strength,0.94,fail
QC_503434,2025-02-21,BATCH_21057,Low GI Seed loaf,temperature,1.08,pass
QC_503435,2025-07-23,BATCH_20397,Whole grain loaf,temperature,1.04,pass
QC_503436,2025-07-07,BATCH_22881,Low GI Seed loaf,temperature,0.97,pass
QC_503437,2025-05-17,BATCH_24319,Soft white,moisture,1.0,pass
QC_503438,2025-07-13,BATCH_23944,High Energy Brown,seal_strength,1.07,pass
QC_503439,2025-03-01,BATCH_22870,High Energy Brown,seal_strength,0.81,fail
QC_503440,2025-06-08,BATCH_22736,Whole grain loaf,weight,0.92,fail
QC_503441,2025-06-14,BATCH_25210,Whole grain loaf,moisture,0.89,fail
QC_503442,2025-01-16,BATCH_21145,Whole grain loaf,temperature,1.14,pass
QC_503443,2025-07-08,BATCH_24825,Soft white,seal_strength,0.81,fail
QC_503444,2025-06-21,BATCH_21955,High Energy Brown,weight,1.08,pass
QC_503445,2025-04-06,BATCH_22239,Low GI Seed loaf,weight,0.84,fail
QC_503446,2025-05-28,BATCH_23648,Whole grain loaf,seal_strength,1.13,pass
QC_503447,2025-03-23,BATCH_24539,Whole grain loaf,seal_strength,1.14,pass
QC_503448,2025-06-03,BATCH_20116,High Energy Brown,temperature,0.91,fail
QC_503449,2025-03-01,BATCH_22163,Soft white,seal_strength,0.96,pass
QC_503450,2025-01-16,BATCH_20660,Soft white,temperature,0.93,fail
QC_503451,2025-05-20,BATCH_23291,High Energy Brown,moisture,0.95,pass
QC_503452,2025-07-28,BATCH_20585,High Energy Brown,seal_strength,1.07,pass
QC_503453,2025-02-09,BATCH_20689,Low GI Seed loaf,weight,1.1,pass
QC_503454,2025-05-03,BATCH_25607,Whole grain loaf,moisture,1.04,pass
QC_503455,2025-02-11,BATCH_23876,Low GI Seed loaf,seal_strength,1.17,pass
QC_503456,2025-07-09,BATCH_24341,Soft white,weight,0.88,fail
QC_503457,2025-05-17,BATCH_23718,Soft white,seal_strength,1.16,pass
QC_503458,2025-01-03,BATCH_22521,Low GI Seed loaf,seal_strength,1.13,pass
QC_503459,2025-03-24,BATCH_21848,Soft white,temperature,1.08,pass
QC_503460,2025-05-28,BATCH_25793,High Energy Brown,temperature,1.16,pass
QC_503461,2025-02-03,BATCH_25040,High Energy Brown,temperature,1.09,pass
QC_503462,2025-03-24,BATCH_21438,Low GI Seed loaf,seal_strength,1.19,pass
QC_503463,2025-02-04,BATCH_24013,Low GI Seed loaf,seal_strength,1.07,pass
QC_503464,2025-06-07,BATCH_24463,High Energy Brown,temperature,1.06,pass
QC_503465,2025-04-06,BATCH_21189,Low GI Seed loaf,moisture,0.82,fail
QC_503466,2025-07-06,BATCH_21417,Soft white,moisture,0.96,pass
QC_503467,2025-02-18,BATCH_22514,Whole grain loaf,moisture,0.9,fail
QC_503468,2025-03-04,BATCH_21921,High Energy Brown,moisture,0.84,fail
QC_503469,2025-01-13,BATCH_24132,Soft white,weight,0.92,fail
QC_503470,2025-04-18,BATCH_22355,Low GI Seed loaf,temperature,1.1,pass
QC_503471,2025-04-10,BATCH_20944,Soft white,moisture,1.04,pass
QC_503472,2025-05-26,BATCH_22726,Whole grain loaf,seal_strength,0.93,fail
QC_503473,2025-07-08,BATCH_24741,Low GI Seed loaf,weight,0.99,pass
QC_503474,2025-03-26,BATCH_23894,Low GI Seed loaf,moisture,1.12,pass
QC_503475,2025-03-21,BATCH_23104,Low GI Seed loaf,seal_strength,1.19,pass
QC_503476,2025-06-01,BATCH_24612,Soft white,seal_strength,0.91,fail
QC_503477,2025-01-10,BATCH_22576,High Energy Brown,temperature,0.94,fail
QC_503478,2025-03-09,BATCH_21045,Low GI Seed loaf,weight,1.1,pass
QC_503479,2025-05-15,BATCH_20100,Whole grain loaf,temperature,1.01,pass
QC_503480,2025-06-06,BATCH_22322,High Energy Brown,weight,0.81,fail
QC_503481,2025-05-12,BATCH_25232,Whole grain loaf,moisture,0.97,pass
QC_503482,2025-06-01,BATCH_25789,Soft white,moisture,1.04,pass
QC_503483,2025-06-11,BATCH_23164,Whole grain loaf,weight,1.07,pass
QC_503484,2025-02-02,BATCH_25986,Soft white,seal_strength,1.19,pass
QC_503485,2025-01-01,BATCH_20958,Low GI Seed loaf,seal_strength,0.93,fail
QC_503486,2025-01-19,BATCH_24497,Low GI Seed loaf,moisture,1.02,pass
QC_503487,2025-07-03,BATCH_21109,High Energy Brown,weight,1.13,pass
QC_503488,2025-03-26,BATCH_23791,Whole grain loaf,seal_strength,0.96,pass
QC_503489,2025-01-08,BATCH_23788,Soft white,seal_strength,1.08,pass
QC_503490,2025-06-27,BATCH_22875,Soft white,moisture,1.17,pass
QC_503491,2025-01-22,BATCH_25944,Low GI Seed loaf,seal_strength,0.89,fail
QC_503492,2025-04-15,BATCH_24265,Low GI Seed loaf,seal_strength,0.99,pass
QC_503493,2025-07-07,BATCH_25789,High Energy Brown,seal_strength,0.97,pass
QC_503494,2025-05-21,BATCH_20482,Low GI Seed loaf,moisture,1.09,pass
